beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
1.0,em_bp,0.1,0.03696290318066625,1.0,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,cnn,0.1,0.04866887798671695,1.3166952213908782,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,mlp,0.1,0.06854436654179726,1.8544097092906366,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,em_bp,0.2,0.043003452388349905,1.0,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,cnn,0.2,0.073451766194774,1.7080434736135945,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,mlp,0.2,0.09417370362554858,2.189910307086443,0.9408491667330756,1719.4182246050332,401,0.0,41,eps,eps,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,em_bp,0.4,0.06296276331681583,1.0,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,cnn,0.4,0.12411805055519379,1.9712929359637057,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,mlp,0.4,0.11981529098225023,1.9029547731150878,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,em_bp,0.8,0.10684732526472504,1.0,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,cnn,0.8,0.263172512239966,2.4630706626294065,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,mlp,0.8,0.12230519210314487,1.1446724735515972,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,em_bp,1.6,0.1831798432155825,1.0,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,cnn,1.6,0.552439112955411,3.0158291614282637,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
1.0,mlp,1.6,0.18283917812487108,0.998140269776787,0.9408491667330756,1719.4182246050332,401,0.0,41,x0,x0,-9.438553149099173e-05,0.11257556008875609,2.9895800012796707
