n_chains,em_seconds,em_iters,em_n_params,em_monotone_violation,net_n_params,net_grad_steps,net_eps_seconds,net_x0_seconds,net_eps_final_loss,net_x0_final_loss
32,49.306313732173294,121,25,0.0,25248,20000,11.566476676147431,11.557887550909072,0.06288514405931626,0.2752062809644541
64,49.971700109075755,121,25,0.0,25248,20000,13.944316028617322,13.859262321144342,0.08905051599054566,0.300754217608469
128,51.82995345024392,121,25,0.0,25248,20000,18.941856609191746,18.89480848889798,0.16970166317479227,0.2996992674402744
256,62.25497672520578,121,25,0.0,25248,20000,19.201202272903174,19.073860631790012,0.20254708134067595,0.3452134032128674
512,81.14800034509972,121,25,0.0,25248,20000,19.21352502098307,19.14531995728612,0.2739382318935397,0.4376745864266366
1024,124.33590415725484,121,25,0.0,25248,20000,19.70417229598388,19.608473126310855,0.270713697962327,0.4360136486390918
2048,224.71922156680375,121,25,0.0,25248,20000,19.339373545255512,19.178100991994143,0.3166808616610932,0.43830947184311064
