family,t,n_components,rel_mean_error,gaussian_baseline_error,improvement_over_gaussian,seconds_per_chain,kernel_components
gauss_mix_kappa0.6,0.8,3,0.004490419291917185,0.014321184012230861,3.1892754509604897,0.008274856499994598,2
gauss_mix_kappa0.6,0.8,4,0.0018720831094664043,0.014321184012230861,7.649865510678528,0.009800819124990312,2
gauss_mix_kappa0.6,0.8,6,0.000891190712188414,0.014321184012230861,16.069718654342417,0.013585498406243346,2
gauss_mix_kappa0.6,0.8,8,0.0004726294626903357,0.014321184012230861,30.30108180457219,0.017878300593750396,2
gauss_mix_kappa0.6,0.8,12,0.00019700385918489327,0.014321184012230861,72.69494146706057,0.02625372415624838,2
gauss_mix_kappa0.6,0.8,16,3.515206246512506e-05,0.014321184012230861,407.4066500774782,0.03751573759375049,2
gauss_mix_kappa0.6,1.6,1,0.0036525308437460333,0.003652530843746107,1.0000000000000202,0.006450374218744059,2
gauss_mix_kappa0.6,1.6,2,0.0037212720657726324,0.003652530843746107,0.9815274936066108,0.007212085562500192,2
gauss_mix_kappa0.6,1.6,3,0.003009500653885221,0.003652530843746107,1.2136667387098732,0.008072382062508154,2
gauss_mix_kappa0.6,1.6,4,0.0013519221435532298,0.003652530843746107,2.701731650127598,0.009829052875005573,2
gauss_mix_kappa0.6,1.6,6,0.0006070839538886341,0.003652530843746107,6.016516859571191,0.013510311906259176,2
gauss_mix_kappa0.6,1.6,8,0.00022722932084825927,0.003652530843746107,16.074205697182972,0.017748799187501163,2
gauss_mix_kappa0.6,1.6,12,8.94032947295028e-05,0.003652530843746107,40.85454406123562,0.027053774343755776,2
gauss_mix_kappa0.6,1.6,16,2.5350658450593772e-05,0.003652530843746107,144.08031455532296,0.03802760081251222,2
gauss_mix_kappa0.9,0.02,1,0.10883947034917976,0.10883947034917976,1.0,0.00466593706249796,2
gauss_mix_kappa0.9,0.02,2,0.008565433487216225,0.10883947034917976,12.706825697919546,0.0077812561249999135,2
gauss_mix_kappa0.9,0.02,3,0.0055862476092597224,0.10883947034917976,19.48346689265407,0.0080637184062482,2
gauss_mix_kappa0.9,0.02,4,0.0005559386444020253,0.10883947034917976,195.7760473122873,0.009711702218751839,2
gauss_mix_kappa0.9,0.02,6,5.6227831523173216e-05,0.10883947034917976,1935.6867835873002,0.013786770562489892,2
gauss_mix_kappa0.9,0.02,8,2.852775482530495e-05,0.10883947034917976,3815.213325257408,0.01785229628124796,2
gauss_mix_kappa0.9,0.02,12,1.3830938513157186e-06,0.10883947034917976,78692.75844559805,0.02712240646874875,2
gauss_mix_kappa0.9,0.02,16,4.849934221911409e-07,0.10883947034917976,224414.3226880405,0.037096681531252784,2
gauss_mix_kappa0.9,0.05,1,0.10606023276973327,0.10606023276973328,1.0000000000000002,0.006617504218752401,2
gauss_mix_kappa0.9,0.05,2,0.015040703749413499,0.10606023276973328,7.0515472239036034,0.006715905249990328,2
gauss_mix_kappa0.9,0.05,3,0.01048859125522534,0.10606023276973328,10.111961672345164,0.0082961119687468,2
gauss_mix_kappa0.9,0.05,4,0.002347750396756163,0.10606023276973328,45.175259225288364,0.009876124156249944,2
gauss_mix_kappa0.9,0.05,6,0.0009404639359746716,0.10606023276973328,112.77437519155406,0.013246153343757783,2
gauss_mix_kappa0.9,0.05,8,0.00024403112785285316,0.10606023276973328,434.617639572956,0.01762025065625039,2
gauss_mix_kappa0.9,0.05,12,3.6822732374646965e-05,0.10606023276973328,2880.2923066827443,0.027646955312505384,2
gauss_mix_kappa0.9,0.05,16,1.5771965090325017e-05,0.10606023276973328,6724.604839177188,0.040062123437493824,2
gauss_mix_kappa0.9,0.1,1,0.08465028561463157,0.08465028561463157,1.0,0.005233418906243514,2
gauss_mix_kappa0.9,0.1,2,0.017757640160028988,0.08465028561463157,4.766978317601711,0.007326513124993994,2
gauss_mix_kappa0.9,0.1,3,0.009409174527683827,0.08465028561463157,8.996568760157666,0.008402020406251154,2
gauss_mix_kappa0.9,0.1,4,0.004599533402793628,0.08465028561463157,18.404102808171228,0.010000024937497187,2
gauss_mix_kappa0.9,0.1,6,0.002051564418983513,0.08465028561463157,41.26133443890257,0.01372297756249452,2
gauss_mix_kappa0.9,0.1,8,0.0010390891282841196,0.08465028561463157,81.46585630668395,0.01741002981249551,2
gauss_mix_kappa0.9,0.1,12,0.0003062501459078195,0.08465028561463157,276.40896419396677,0.02647076218750044,2
gauss_mix_kappa0.9,0.1,16,5.335683436936954e-05,0.08465028561463157,1586.493775635734,0.038152885750008636,2
gauss_mix_kappa0.9,0.2,1,0.0586014165790955,0.0586014165790955,1.0,0.007538672218743159,2
gauss_mix_kappa0.9,0.2,2,0.022124437224445234,0.0586014165790955,2.648718970096421,0.006958418843751701,2
