coupled_components,coupled_coefficients_per_frame,coefficients_per_frame,coupled_variance_fraction,floor_frame_diff_energy,real_frame_diff_energy,independent_frames,floor_over_real
4,4,1024,0.4654968131533304,1.0690063736933393,0.21071453340635551,2.0,5.0732446234821325
