regime,n_chains,rep,n_components,rho_raw,param_raw,rho_grid,param_grid,rho_err_raw,rho_err_grid,param_err_raw,param_err_grid,rho_grid_minus_raw,param_grid_minus_raw,exkurt_raw,exkurt_grid,raw_monotone_violation
mixture,64,36,8,0.8179257213943838,0.3743774670514056,0.8163274003770755,0.3748440759023918,0.017925721394383753,0.016327400377075474,0.014377467051405746,0.014844075902391951,-0.0015983210173082796,0.0004666088509862054,2.8008722275186217,2.8960324031696896,0.0
gaussian,64,37,0,0.8013591664965506,0.3465337303106701,0.8011360915740307,0.34696971588273834,0.0013591664965505457,0.0011360915740306066,-0.01346626968932979,-0.013030284117261537,-0.0002230749225199391,0.0004359855720682537,nan,nan,nan
mixture,64,37,8,0.8083014291653836,0.34069074109529257,0.8080890399450433,0.34114079151328847,0.008301429165383567,0.008089039945043286,-0.019309258904707305,-0.01885920848671141,-0.00021238922034028107,0.0004500504179958953,2.2820414963669826,2.223566547225075,0.0
gaussian,64,38,0,0.7632678031294943,0.3517940321119874,0.7630313146633723,0.3522171384962532,-0.03673219687050577,-0.03696868533662778,-0.008205967888012478,-0.007782861503746685,-0.00023648846612200902,0.0004231063842657923,nan,nan,nan
mixture,64,38,8,0.7901276638990983,0.36008113339218945,0.78968719875174,0.36050188503606134,-0.009872336100901768,-0.010312801248260062,8.113339218956961e-05,0.0005018850360614668,-0.00044046514735829323,0.00042075164387189723,2.38162365023842,2.3791622251640643,0.0
gaussian,64,39,0,0.8293584612873592,0.379879730990065,0.8291789247740705,0.3803233627544052,0.029358461287359194,0.02917892477407047,0.019879730990065125,0.020323362754405327,-0.000179536513288725,0.00044363176434020213,nan,nan,nan
mixture,64,39,8,0.7955144699515699,0.3289326621259686,0.7950916246376892,0.3293712430713853,-0.004485530048430109,-0.004908375362310813,-0.031067337874031264,-0.030628756928614553,-0.00042284531388070423,0.0004385809454167111,2.2174136299663942,2.339594115451078,0.0
gaussian,64,40,0,0.8022450041280723,0.35650291677847973,0.8020324120585189,0.35694187621175827,0.00224500412807227,0.0020324120585188954,-0.0034970832215201475,-0.003058123788241607,-0.0002125920695533745,0.0004389594332785407,nan,nan,nan
mixture,64,40,8,0.7995865853805892,0.3540180702267605,0.799003413891783,0.35445110212264785,-0.00041341461941080127,-0.000996586108217068,-0.005981929773239358,-0.0055488978773520214,-0.0005831714888062667,0.0004330318958873369,2.549050440276904,2.4870064165238395,0.0
gaussian,64,41,0,0.8083110046239897,0.3826289326087078,0.8081064662238122,0.38307082712082746,0.008311004623989704,0.00810646622381217,0.022628932608707908,0.023070827120827586,-0.0002045384001775341,0.00044189451211967823,nan,nan,nan
mixture,64,41,8,0.8000120038752174,0.3893243308573792,0.799664004964213,0.3897678590089738,1.2003875217381221e-05,-0.00033599503578707335,0.029324330857379344,0.02976785900897394,-0.00034799891100445457,0.0004435281515945966,2.528708555452728,2.4858175450173796,0.0
gaussian,64,42,0,0.8021527940274187,0.3567251809132205,0.8019377811251716,0.357158800189723,0.0021527940274186363,0.0019377811251715116,-0.0032748190867794014,-0.002841199810276862,-0.00021501290224712477,0.0004336192765025393,nan,nan,nan
mixture,64,42,8,0.8049963271916036,0.3459745803163263,0.8064543702310096,0.3464171417533607,0.004996327191603589,0.006454370231009587,-0.014025419683673601,-0.013582858246639185,0.0014580430394059984,0.00044256143703441664,3.2596240399075125,3.909820442893203,0.0
gaussian,64,43,0,0.7964448242423041,0.36349520709238,0.7962288755760358,0.36392717561944143,-0.0035551757576959275,-0.0037711244239642117,0.0034952070923801037,0.003927175619441559,-0.00021594866626828413,0.00043196852706145483,nan,nan,nan
mixture,64,43,8,0.800971082257826,0.36283952498462596,0.8008398851407061,0.3632724300856177,0.0009710822578259393,0.0008398851407060981,0.002839524984626085,0.003272430085617839,-0.00013119711711984117,0.00043290510099175394,2.4625514588337074,2.6100435492876235,0.0
gaussian,64,44,0,0.8074922610929908,0.35722938681412353,0.8072893994514649,0.3576717294392001,0.007492261092990726,0.007289399451464895,-0.002770613185876347,-0.002328270560799761,-0.00020286164152583108,0.00044234262507658606,nan,nan,nan
mixture,64,44,8,0.8066426111535386,0.35693292403441773,0.8059860865147156,0.35738004314100535,0.006642611153538591,0.0059860865147155495,-0.0030670759655821445,-0.002619956858994521,-0.0006565246388230417,0.00044711910658762344,3.133782421608145,3.475582706499363,0.0
gaussian,64,45,0,0.7952398095532232,0.36410437521113836,0.7950189161802387,0.36454166884525263,-0.004760190446776891,-0.004981083819761367,0.004104375211138489,0.004541668845252755,-0.00022089337298447642,0.00043729363411426636,nan,nan,nan
