n_chains,method,t,mean_rel_l2,score_rel_l2,mean_mse,identity_residual
32,em_bp,0.1,0.1035114704622734,0.3101855402836311,0.009322283803070876,7.057149939253886e-16
32,dsm_net_eps,0.1,0.46266769032756644,1.3864437134852776,0.1862446081280278,1.6998632119518708e-16
32,dsm_net_x0,0.1,0.6440075484472318,1.9298521069184118,0.360850473539685,1.5407702991829602e-16
32,em_bp,0.2,0.11763076071096773,0.19800448894155595,0.011150664730271057,7.26026088366274e-16
32,dsm_net_eps,0.2,0.5464488483317053,0.9198216885843259,0.24063454661007433,1.8226586459132223e-16
32,dsm_net_x0,0.2,0.6352141755679355,1.0692378204609687,0.32516164310876644,1.8589624524153852e-16
32,em_bp,0.4,0.10614615509069822,0.09204884010914917,0.007526254628569352,1.1946626169742748e-15
32,dsm_net_eps,0.4,0.5882388256206287,0.5101145826646329,0.23114140258757046,2.3597873672609824e-16
32,dsm_net_x0,0.4,0.6282830432088777,0.5448405110689839,0.2636823434344404,2.52968857377154e-16
32,em_bp,0.8,0.1091554198697922,0.039465633750726196,0.005377220549529238,2.5646214264150255e-15
32,dsm_net_eps,0.8,0.7601449106265679,0.2748338165530592,0.2607714398154447,3.3742221663108116e-16
32,dsm_net_x0,0.8,0.648084573040909,0.2343178967167942,0.1895529762987691,4.539768538423148e-16
32,em_bp,1.6,0.12764247815575525,0.010374487838118522,0.0024545704705532393,9.322341138814504e-15
32,dsm_net_eps,1.6,2.1868604861170784,0.17774300408990168,0.7204887524744017,4.637508828481096e-16
32,dsm_net_x0,1.6,0.7623399122769983,0.06196123941419621,0.08755528502289245,1.4981160315299382e-15
64,em_bp,0.1,0.01526343904907984,0.045738873835732774,0.0002026983238968228,4.6760529980579146e-15
64,dsm_net_eps,0.1,0.4153695601738642,1.2447087348340093,0.15011175321954673,1.8585081909871498e-16
64,dsm_net_x0,0.1,0.5700008566519126,1.7080814608574821,0.2826808449265271,1.6584794709566764e-16
64,em_bp,0.2,0.022026041531472123,0.03707580458108852,0.00039095957540312117,3.8263364590742934e-15
64,dsm_net_eps,0.2,0.48741009529465906,0.8204434472791406,0.19144674508089282,1.9649054328497548e-16
64,dsm_net_x0,0.2,0.5615549243349119,0.9452493134746951,0.25412267997345594,2.0534153498280749e-16
64,em_bp,0.4,0.03904604362105357,0.03386032233667016,0.0010184141918547491,3.236785387945706e-15
64,dsm_net_eps,0.4,0.5064976857084248,0.4392295175231881,0.17136625390322982,2.5923716517125033e-16
64,dsm_net_x0,0.4,0.5374168833454117,0.4660423236691886,0.19292698814429213,2.8487820086281547e-16
64,em_bp,0.8,0.09015374089614851,0.032595491123660655,0.0036680457625061676,3.0244438954156646e-15
64,dsm_net_eps,0.8,0.6955888077113649,0.2514932667474269,0.218359661045815,3.61606658650234e-16
64,dsm_net_x0,0.8,0.5768104977554604,0.20854843373921067,0.15015284046654498,4.892079626712396e-16
64,em_bp,1.6,0.23247109522112505,0.018894717377256683,0.008141847691321317,4.9763054914816865e-15
64,dsm_net_eps,1.6,2.24059161148661,0.18211014671145453,0.7563284931245573,4.67534855219854e-16
64,dsm_net_x0,1.6,0.7105457647882408,0.05775152991175185,0.07606224871856232,1.6361481494797258e-15
128,em_bp,0.1,0.0323987401647176,0.09708702501878448,0.000913275084704848,2.2521320232044108e-15
128,dsm_net_eps,0.1,0.34114537050376786,1.022286328195271,0.10125683026914789,2.14464020804303e-16
128,dsm_net_x0,0.1,0.5006662541826469,1.5003113361434444,0.2180931394926966,1.8355718119163547e-16
128,em_bp,0.2,0.037549940607829735,0.0632067390782917,0.0011362593125984666,2.2073322557300327e-15
128,dsm_net_eps,0.2,0.40855170230215965,0.6877033739440851,0.13450951154628976,2.229193042862813e-16
128,dsm_net_x0,0.2,0.4753239529990013,0.8000991902662427,0.1820699811718803,2.1765598335279744e-16
128,em_bp,0.4,0.04306454453912216,0.037345124477357196,0.0012388253656136262,2.9651503884741434e-15
128,dsm_net_eps,0.4,0.4535089802917069,0.39327826409976846,0.13738589744484,2.8966411085245005e-16
128,dsm_net_x0,0.4,0.4429186957461082,0.3840944796469519,0.1310443790300705,3.204069930400094e-16
128,em_bp,0.8,0.07147041590081983,0.02584045081149852,0.0023052597066154676,3.8894450100874376e-15
128,dsm_net_eps,0.8,0.6881135386054473,0.24879054952940718,0.2136915976047658,3.670152039397592e-16
128,dsm_net_x0,0.8,0.44426044836839,0.16062436630407204,0.08907227438620402,6.381325217034871e-16
128,em_bp,1.6,0.1944334333631798,0.015803103472250998,0.005695435537475178,5.956751796507436e-15
128,dsm_net_eps,1.6,2.2976127840872795,0.18674469682524228,0.7953141850551821,4.49585712327069e-16
