batch,grid_size,bp_seconds,net_seconds,bp_per_chain_ms,net_per_chain_ms,slowdown
32,401,0.06440290200043819,0.00030567299836548045,2.0125906875136934,0.009552281198921264,210.69215254477376
128,401,0.1577525880002213,0.0005466940001497278,1.2324420937517289,0.004271046876169748,288.5573793694759
512,401,0.6686796350004443,0.0020865209990006406,1.3060149121102427,0.004075236326173126,320.47587123288713
