n_chains,n_components,design,seed,n_updates,final_log_evidence,monotone_violations,settle_rho,settle_innovation_var,settle_innovation_excess_kurtosis,final_innovation_excess_kurtosis,final_innovation_var,final_rho,final_abs_rho_score,final_min_sd_over_dx,final_min_component_mass,final_effective_components
512,4,high,0,400,-22939.88029775555,0,389,387,396,0.19103971887354376,0.261188243081013,0.8531293843346145,0.000256523070138063,10.39775180403488,0.18970128129081695,3.908618200160876
512,4,high,1,400,-22854.28938697988,0,386,382,397,0.1763640563329023,0.29379873547493757,0.838594673722495,0.000188662943847668,11.870003347167843,0.2038161896511914,3.9584897935987406
512,4,high,2,400,-23002.436061036853,0,383,378,396,0.6878290408906103,0.2973418263326037,0.8310711245357362,0.00014767181405406392,10.382882335647478,0.17412490997613161,3.8467427766623583
512,4,high,3,400,-23066.447363205523,0,389,384,397,0.21274304886541007,0.31763582814882557,0.8320169485548283,0.00022194118024317322,12.3491261125272,0.20030959197177506,3.941182145057898
512,4,high,4,400,-23145.726928526543,0,388,381,397,0.10171730166716841,0.3543974452599408,0.814439935418606,0.00019293593280637252,11.736387678868036,0.2092312632963899,3.9372093796627188
512,4,high,5,400,-22950.651805170648,0,384,379,225,-0.08525764916455092,0.32242687369523065,0.8412332982810532,0.00015845450235150852,11.385168842320576,0.20156146275550196,3.9523888010427966
512,4,high,6,400,-22891.510953368634,0,388,385,397,-0.028704205049497222,0.27398766870195923,0.8438888891283773,0.00023479533617202405,10.97253382828092,0.19555781902878988,3.9236070189994354
512,4,high,7,400,-23104.74059674264,0,382,371,396,1.4037357361569756,0.33544919770826337,0.8184842367025686,0.00013794289744284766,11.0022718234433,0.15976432018123254,3.8629457513860226
512,4,low,0,400,-18334.295445401112,0,41,33,43,3.5328194378559745,0.2709928143710837,0.8541937137863675,6.80329828526968e-07,7.26472371315472,0.14617872220627526,3.7059121454551294
512,4,low,1,400,-18387.004455091082,0,44,36,269,2.937709767700646,0.26914372173784734,0.8557465386931414,1.279712162223044e-06,8.310531284874466,0.09154003944882448,3.228789256967242
512,4,low,2,400,-18441.935059919215,0,42,32,150,2.578791204718934,0.2681996830194523,0.8524915183961326,2.6746566015817945e-08,8.409013916806181,0.09050090580860914,3.3376970952228566
512,4,low,3,400,-18581.16444928958,0,52,39,69,2.654451253069963,0.2797151593269679,0.8544800578454538,3.5420977243427105e-07,7.624301267405956,0.1669004341953274,3.804223642014686
512,4,low,4,400,-18337.025256643996,0,51,39,176,2.957107641904096,0.2656966917960334,0.8554918031702509,1.1702687238024894e-06,8.007004835965837,0.14052091352075563,3.628659776523782
512,4,low,5,400,-18562.58698322832,0,40,31,251,2.754569134549836,0.27810595020166984,0.8481124282084754,1.798460015563107e-06,9.330391831567646,0.08019990918101944,3.1082558937821316
512,4,low,6,400,-18561.99332586266,0,38,32,161,3.1179693828974626,0.27677388130461117,0.8535547618919909,5.94263165109625e-07,8.352825408150514,0.07439049725994867,3.417797422077464
512,4,low,7,400,-18505.588951130158,0,41,33,75,2.54179536692558,0.281147246332668,0.851738136608151,1.6595497497625233e-06,6.475426929929845,0.1526196280071005,3.814405937624239
512,4,uniform,0,400,-20871.327664030854,0,96,80,133,3.001521975839144,0.2669789927372541,0.8584817244602813,2.0689255312812558e-07,8.040607563510314,0.12441045950715762,3.524835564691549
512,4,uniform,1,400,-20916.44363434228,0,93,81,99,2.8946770606433017,0.26576861312639405,0.8615690210864284,3.572623438846234e-06,8.007118569916381,0.1587005195051276,3.7873471780525243
512,4,uniform,2,400,-20934.185176804975,0,70,64,78,3.2552355364039203,0.2857141781958482,0.840561869284153,4.499395862834613e-06,7.5033565015973815,0.13721669416785195,3.6544551451290075
512,4,uniform,3,400,-21046.362548988134,0,102,81,123,2.4951282296257338,0.27780902556119924,0.8503900872570154,1.3663894754441652e-06,8.473985268312271,0.13565805478431503,3.674068602640641
512,4,uniform,4,400,-20967.882761947578,0,93,72,139,2.9726869152413933,0.2885131917158415,0.8559258666164876,1.3224391737695783e-06,8.146309024176496,0.13995085740487367,3.637833371291886
512,4,uniform,5,400,-20873.118567641926,0,73,62,89,2.9305025566568066,0.28317461070775063,0.8492194683772395,2.2645441319273365e-06,8.383831828364048,0.09856657437898975,3.5591410609478205
512,4,uniform,6,400,-20847.31248215982,0,89,75,141,2.62572558228944,0.264631070377198,0.8564689747592975,1.0223491223527247e-06,8.039740061515905,0.11603176941998868,3.5898522801272845
512,4,uniform,7,400,-20943.125921738523,0,144,83,89,2.859058351031835,0.28104666665318945,0.8428588069382307,6.417893726424179e-06,8.37098826234217,0.14435067648635147,3.6557954633400276
