n_chains,n_edges,gauss_rho_rmse,gauss_q_rmse,mixture_rho_rmse,mixture_var_rmse
64,1984,0.016968029462673655,0.049281979233121505,0.020219931659098026,0.023420704975072006
128,3968,0.0058220365279774006,0.01764068132500696,0.0057160816742098525,0.01951682500138352
256,7936,0.01075102617692595,0.017373741215878293,0.010939098191520913,0.010339815083460052
512,15872,0.011837011397501257,0.006722365700593324,0.01017776779719581,0.01841606569380215
1024,31744,0.004805381545416955,0.007433013524852382,0.006309017239268532,0.00577149863809938
