t,alpha,delta,n_chains,n_rep,rho_rmse,rho_std,rho_bias,q_rmse,q_std,q_bias,rho_crlb,q_crlb,fisher_rho,fisher_q,fisher_logdet
0.05,0.951229424500714,0.09516258196404048,256,10,0.008160995899873137,0.007935250948574153,-0.00315126438474842,0.005666733557890314,0.005852442020080348,0.0011339750339219412,0.0068627167215890225,0.007840672473625996,86.75929052527005,66.46630127753225,8.614821411207398
0.1,0.9048374180359595,0.18126924692201818,256,10,0.004980813818023579,0.005034114797388224,0.0014143640535095093,0.00908727618960053,0.009122225019923939,-0.0027722009601338525,0.00826990408446453,0.010180088135186645,64.213753749311,42.37658228211663,7.791683196560725
0.2,0.8187307530779818,0.3296799539643607,256,10,0.007782353109111608,0.007199466715241507,0.003730406282084542,0.010055702426031448,0.00913879552796034,-0.005094244394335007,0.009245339418068784,0.013461410505354012,64.1096081840672,30.24041213047509,7.231273137645113
0.4,0.6703200460356393,0.5506710358827784,256,10,0.013264757382856063,0.013940052047442041,-0.001030166224053497,0.021136269781226874,0.022257855992663854,-0.0009332535634319461,0.012812275085288578,0.023211483849060063,44.41878914720715,13.533602465712447,5.774701373004335
0.8,0.44932896411722156,0.7981034820053446,256,10,0.02497559548140608,0.01919405253677325,-0.017094147599247565,0.06643082423425442,0.03274819764159121,0.05871843326032257,0.02305826900518861,0.048680701686944855,21.328832819712044,4.78527426383885,3.5598275597623132
1.6,0.20189651799465538,0.9592377960216338,256,10,0.3811713788327341,0.05553844412070568,-0.3775123218431867,0.5337903490883594,0.055796017873465956,0.531159355307228,0.08062810211876098,0.21498449438439146,3.3341678360392315,0.468971073960048,-1.2665755754792922
