beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
0.1,em_bp,0.1,0.013372698997536337,1.0,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,cnn,0.1,0.04856929948880428,3.6319743305186365,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,mlp,0.1,0.07492792736664018,5.603051962841922,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,em_bp,0.2,0.011188651587280305,1.0,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,cnn,0.2,0.06750739304009441,6.033559317982467,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,mlp,0.2,0.11072760358790042,9.896420737042153,0.8512249781379271,591.2922184229828,81,0.0,41,eps,eps,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,em_bp,0.4,0.006457670278236131,1.0,0.8512249781379271,591.2922184229828,81,0.0,41,eps,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,cnn,0.4,0.0844394689604064,13.075840871743992,0.8512249781379271,591.2922184229828,81,0.0,41,eps,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,mlp,0.4,0.18231994644910038,28.2330838512399,0.8512249781379271,591.2922184229828,81,0.0,41,eps,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,em_bp,0.8,0.007829385659448651,1.0,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,cnn,0.8,0.11715471158575513,14.963461589654944,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,mlp,0.8,0.19021521050243403,24.29503651705785,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,em_bp,1.6,0.02269855213651959,1.0,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,cnn,1.6,0.2408864838949665,10.612416265414806,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
0.1,mlp,1.6,0.30647017760633233,13.501750057143687,0.8512249781379271,591.2922184229828,81,0.0,41,x0,x0,-0.0019063263182589882,0.27200109808483414,2.904114731451222
