n_chains,method,t,mean_rel_l2,score_rel_l2,mean_mse,identity_residual,seed
128,dsm_net_eps,0.4,0.45918710577432703,0.39820227537669894,0.1408476940403149,2.808449087295675e-16,1
128,dsm_net_x0,0.4,0.46331433960259283,0.4017813695645805,0.14339098766278216,3.1145555492126483e-16,1
128,em_bp,0.8,0.041161657502213914,0.014882182684954915,0.0007646328461461678,6.517092852277992e-15,1
128,dsm_net_eps,0.8,0.6646485048233655,0.240306660865915,0.1993660961362969,3.7937966503092806e-16,1
128,dsm_net_x0,0.8,0.47754936589595537,0.17266012438798736,0.10292094996350797,5.95591617037405e-16,1
128,em_bp,1.6,0.11159449866034629,0.009070144875595206,0.0018761632352115166,1.0472669775586463e-14,1
128,dsm_net_eps,1.6,2.22636887296253,0.18095415514834223,0.7467569846764022,4.621263992623733e-16,1
128,dsm_net_x0,1.6,0.5812097932670588,0.04723939881742738,0.05089216158303925,2.0179847462101036e-15,1
256,em_bp,0.1,0.022960512789070436,0.06880415313260169,0.00045867865497167674,3.141301006905768e-15,1
256,dsm_net_eps,0.1,0.23980524638148948,0.7186075087089232,0.05003371200700406,2.931067666582406e-16,1
256,dsm_net_x0,0.1,0.40773486208203896,1.2218303722531367,0.14464421072780204,2.0217335186866629e-16,1
256,em_bp,0.2,0.028759827737723006,0.04841059395379798,0.0006665481197485855,2.8930635914175324e-15,1
256,dsm_net_eps,0.2,0.302002563265923,0.508352261237511,0.07349879262974865,2.824435571737784e-16,1
256,dsm_net_x0,0.2,0.38920689077172294,0.6551408069964271,0.12207310414335906,2.4649117138478085e-16,1
256,em_bp,0.4,0.02940062541236521,0.02549591612978688,0.0005774089484954714,4.181864962841921e-15,1
256,dsm_net_eps,0.4,0.37531870885352897,0.32547247511425187,0.09409592148781308,3.315523962617908e-16,1
256,dsm_net_x0,0.4,0.37277594882274123,0.32326742010015436,0.09282525287618834,3.7309281885401644e-16,1
256,em_bp,0.8,0.036414738932733615,0.013165912893394388,0.000598441416305614,7.57573308140749e-15,1
256,dsm_net_eps,0.8,0.5992750898023005,0.2166706081867794,0.16207636651568053,4.155566343231614e-16,1
256,dsm_net_x0,0.8,0.3791734185916637,0.13709185750006572,0.06488480576958328,7.369008232328487e-16,1
256,em_bp,1.6,0.053592662212303625,0.004355888653740221,0.00043270878525655674,2.1424705959352942e-14,1
256,dsm_net_eps,1.6,2.2394982044957117,0.18202127709929186,0.7555904977879597,4.536019966229311e-16,1
256,dsm_net_x0,1.6,0.4472931646859827,0.0363549624243882,0.030141827049362344,2.5816894086998713e-15,1
512,em_bp,0.1,0.017418884289165392,0.05219794492574687,0.0002639891225124009,4.126057854813935e-15,1
512,dsm_net_eps,0.1,0.1539600210458254,0.46136116216785994,0.02062344855008611,4.439726150294871e-16,1
512,dsm_net_x0,0.1,0.3213196249692266,0.9628759115265327,0.08982968293734603,2.456147164017741e-16,1
512,em_bp,0.2,0.02139549271023515,0.03601441981789293,0.0003688956475083376,3.877380009802829e-15,1
512,dsm_net_eps,0.2,0.19970423796428893,0.33615642148861014,0.03213908507466566,4.055654550153134e-16,1
512,dsm_net_x0,0.2,0.30406772965538287,0.5118284966461132,0.07450743449972898,3.0067611585023463e-16,1
512,em_bp,0.4,0.02370822453393328,0.020559525378296743,0.0003754641151428954,5.290613102473454e-15,1
512,dsm_net_eps,0.4,0.27573472564736073,0.23911428211381544,0.050787086620238696,4.3965966500294003e-16,1
512,dsm_net_x0,0.4,0.2819274848058893,0.24448457835422835,0.05309397073542181,4.767825584224974e-16,1
512,em_bp,0.8,0.033147800763199224,0.01198473668209026,0.0004958801002107177,8.265389507789586e-15,1
512,dsm_net_eps,0.8,0.534960995989347,0.19341755786220924,0.12915507566002016,4.72808540904982e-16,1
512,dsm_net_x0,0.8,0.28015570044130517,0.10129155547185528,0.03542143634811194,9.856729833992969e-16,1
512,em_bp,1.6,0.0659563588624104,0.005360781557607239,0.0006553878638490009,1.7563780942974855e-14,1
512,dsm_net_eps,1.6,2.1676987431225534,0.17618558157252254,0.7079179134969524,4.800987587861496e-16,1
512,dsm_net_x0,1.6,0.31477609719156185,0.02558427914615844,0.01492755030013328,3.6347396114909215e-15,1
1024,em_bp,0.1,0.013714426613289152,0.04109705726066134,0.0001636442212733827,5.196769510065662e-15,1
1024,dsm_net_eps,0.1,0.11144776711762759,0.3339676820588213,0.010806575883544597,6.106323001319828e-16,1
1024,dsm_net_x0,0.1,0.2585977860135927,0.7749217899480254,0.05818284705113918,2.9682889868602356e-16,1
1024,em_bp,0.2,0.015073163710457582,0.025372224571045262,0.00018309132978219962,5.494277492587255e-15,1
1024,dsm_net_eps,0.2,0.14683368505519204,0.24716093471669517,0.017374421110293553,5.399559549274775e-16,1
1024,dsm_net_x0,0.2,0.24188522566194212,0.4071584694363044,0.0471495586454105,3.6500974017500577e-16,1
1024,em_bp,0.4,0.010633795836273049,0.009221516990889198,7.553478685816197e-05,1.1922153140393113e-14,1
1024,dsm_net_eps,0.4,0.2176397844577188,0.18873495421308778,0.03164076292416836,5.364294427701645e-16,1
1024,dsm_net_x0,0.4,0.22798996380137718,0.19771052193564317,0.03472176806011633,5.673204731887372e-16,1
1024,em_bp,0.8,0.016671435472856752,0.006027632592641519,0.000125433410931675,1.664024005047768e-14,1
1024,dsm_net_eps,0.8,0.45565704657302286,0.16474485772158243,0.09370082665734714,5.437912364909139e-16,1
1024,dsm_net_x0,0.8,0.24517595061594466,0.08864446935422177,0.02712832479169569,1.1313021992347517e-15,1
1024,em_bp,1.6,0.024049406291453582,0.001954680578828975,8.713522746927701e-05,4.865812294521225e-14,1
1024,dsm_net_eps,1.6,1.9458337801601178,0.15815290629690054,0.5704223423249359,5.177352426189726e-16,1
1024,dsm_net_x0,1.6,0.3362160508835541,0.02732686940326689,0.017030285785493773,3.4791548797572226e-15,1
2048,em_bp,0.1,0.010602699519594505,0.03177236362562428,9.7808876731155e-05,6.81602730958363e-15,1
2048,dsm_net_eps,0.1,0.08376588010932758,0.251015319007719,0.006104915762224586,8.046680302785256e-16,1
2048,dsm_net_x0,0.1,0.20534988304809335,0.6153575457482137,0.03668886558992756,3.6230960852003456e-16,1
