n_chains,seed,arm,innov_kurtosis,innov_kurtosis_se,kurtosis_gap_in_se,innov_variance,innov_kl,cov_frobenius_rel,cov_worst_lag_abs,marginal_var,notes
512,0,exact,1.8662791550543378,0.08102854283959739,0.5375816161293558,0.3372893801139653,0.0009863140083577087,0.046196369676207244,0.016908564457714104,1.0062019507999238,
512,0,em_bp,0.8259105140466074,0.04031570389634203,26.886002010705216,0.3532826621671172,0.007075730530409775,0.06878492128781999,0.051740128157721554,1.0513910678084188,
512,0,mlp,0.16171390466430724,0.023951185398051585,72.98698065877596,0.26051042369586264,0.02234030330993802,0.20260023494391344,0.08046314876102395,0.9548766702970513,
512,0,cnn,1.1927326399323945,0.045571072483506454,15.735990641734471,0.350004922426871,0.0036572260886477267,0.15346612318185607,0.056223966010406023,0.9512662398809885,
