arm,n_chains,rep,n_components,rho_fitted,innovation_mean,innovation_var,innovation_excess_kurtosis,score_rel_l2_t0.2,score_rel_l2_t0.8
clean,1024,0,8,0.8540153165800877,0.002260899951529034,0.2805698443790357,3.021305440328029,0.0052122380560311,0.005591120142565281
noised,1024,0,8,0.8587230540964003,0.0018706524494199103,0.278135077307699,2.559200913311538,0.016178094014681215,0.009533348890729328
clean,1024,1,8,0.8483825936128723,-0.0023187107098859064,0.27461915255464875,2.765039466574085,0.00507263908677823,0.0037279106059600535
noised,1024,1,8,0.8493000237115409,-0.0028478492531560443,0.26842357655399846,2.906227232446809,0.017712611361244208,0.007670442756507973
clean,1024,2,8,0.8454511294387137,0.004259809336733212,0.28073783203569413,2.959310446835758,0.00657718227342574,0.005035038436157783
noised,1024,2,8,0.8386394291369524,0.002835552834708618,0.28994677056189333,2.9487414027818026,0.018911307989419427,0.008192838485445752
clean,1024,3,8,0.8514317553341779,0.0055023422855171615,0.27433057813486994,3.132232264986661,0.005607569173978478,0.005110859701465728
noised,1024,3,8,0.8524760624018882,0.0009609024583286438,0.27707521621869785,2.583439658910648,0.010450175201974695,0.0032226416042280205
clean,1024,4,8,0.8515852014262375,0.001632976252377141,0.28244042175556044,3.2018537742983417,0.007811896377390097,0.0042664805052291185
noised,1024,4,8,0.8494554474110523,0.0012608845380677667,0.28146286975929175,2.9440711368558423,0.015381671307938093,0.0036369514078139873
clean,1024,5,8,0.8496797070614279,0.00490876448413513,0.2804858281657055,2.8809802907242794,0.006466408594388991,0.004663228871691693
noised,1024,5,8,0.8541019040886396,0.005730887394532636,0.27191767800631467,2.8096296938328207,0.022583493648756968,0.007107697564151259
clean,1024,6,8,0.8511506938550818,-0.003663896346711464,0.28101802504787654,3.0566199570331056,0.008567282350349283,0.004924185353587409
noised,1024,6,8,0.854777575121051,-0.0031610377324182435,0.2820234440296824,2.789097858900581,0.010022991240873632,0.007151781809086465
clean,1024,7,8,0.8486731605544552,-0.0038614239955978304,0.2793644540862832,2.8360835192124423,0.007019886913687375,0.0037224168584876205
noised,1024,7,8,0.8524048893120734,-0.005496879327460739,0.2807993835262161,3.2479213526040214,0.014810362928572764,0.006515180100955032
clean,1024,8,8,0.8487529077990247,0.0026470777211170782,0.28088715737341335,2.866069593055209,0.005914125104689662,0.0027209909579469136
noised,1024,8,8,0.844619566526663,-0.0009602853266069515,0.28855370864566715,2.9361134391248545,0.015196676079060521,0.004809856172480549
clean,1024,9,8,0.8554718667946657,0.0015585437134567916,0.28158928953922063,2.9873053121955193,0.006558274781810393,0.00717669993433201
noised,1024,9,8,0.857745552425541,0.0038052042165448424,0.26833258623625605,3.1875763957040117,0.01670772969892598,0.006496024128197933
clean,1024,10,8,0.8477261812416539,-0.0008469188165178069,0.2736007126208638,3.079695274482914,0.006905194651128997,0.0044247104527910044
noised,1024,10,8,0.8493676551187322,0.0010676001779982218,0.2814819803351039,2.929738839072762,0.014921030075417865,0.004094863211988603
clean,1024,11,8,0.8521046279568564,-0.002118161790611789,0.27278710155753855,3.2071233988075596,0.00718921225872622,0.002666314634663924
noised,1024,11,8,0.8601566806270882,-0.002573654113079873,0.26537259856180984,3.0361312894922765,0.020272154627530726,0.007967982830876925
clean,1024,12,8,0.8509476351595174,-0.0009648688837479066,0.28012987867361056,2.950473678213071,0.0037417510624915737,0.0024253892259477132
noised,1024,12,8,0.8531551414636194,-0.002528325377313997,0.2790115880964293,2.718491334616953,0.009659247607674854,0.0044446691603531735
clean,1024,13,8,0.8526373541028343,0.0031169235925501046,0.27593163094394346,3.0566531310612755,0.004504824260593309,0.003582781845296765
noised,1024,13,8,0.8530092751276894,0.003402456962408407,0.2697121168240693,2.747339233049498,0.01231486881044955,0.004388237706992053
clean,1024,14,8,0.849239618862237,0.00047427294621455156,0.2770589430876166,2.835136504724602,0.005517366350487313,0.0018250094169417774
noised,1024,14,8,0.8486941190447649,0.0017883225967910068,0.27981459893468297,3.222083690951245,0.01318110336684194,0.0032188608149454766
clean,1024,15,8,0.8517872876934064,0.003228941120921549,0.27549809828373306,3.3248506342921313,0.007207601277640772,0.003450663024478323
noised,1024,15,8,0.8507177738179666,0.0019139271740024994,0.2798533135823244,3.663946250021927,0.01627840773986811,0.004788911321326324
