arm,n_chains,rep,rho_err,q_err,rho_fitted,q_fitted
clean,1024,0,0.0009327185211939204,0.005385461334207364,0.8509327185211939,0.28288546133420744
noised,1024,0,0.004564015126314991,-0.0013254492754385394,0.854564015126315,0.27617455072456154
clean,1024,1,0.00015601339378834567,-0.0006029254149930163,0.8501560133937883,0.27689707458500706
noised,1024,1,-0.003666427978873288,0.006138239776032839,0.8463335720211267,0.2836382397760329
clean,1024,2,-0.003386798538519198,-0.0004605755341883233,0.8466132014614808,0.27703942446581176
noised,1024,2,-0.002542132204134795,-0.007081017802928691,0.8474578677958652,0.2704189821970714
clean,1024,3,-0.0018000522203018843,-0.0008976073202821566,0.8481999477796981,0.2766023926797179
noised,1024,3,0.00035659965082623923,-0.009693719657900446,0.8503565996508262,0.26780628034209963
clean,1024,4,-0.000432643560828061,-0.0003208405715368068,0.8495673564391719,0.2771791594284633
noised,1024,4,-0.004227608542648031,0.00565067270884656,0.845772391457352,0.28315067270884664
clean,1024,5,0.003027386430348833,0.0008882601314454397,0.8530273864303488,0.2783882601314455
noised,1024,5,-0.0027105215505623947,0.0025032227870534496,0.8472894784494376,0.28000322278705353
clean,1024,6,-7.82827460313884e-05,0.004158935560373445,0.8499217172539686,0.2816589355603735
noised,1024,6,0.00038568075142786373,0.011769489851684023,0.8503856807514278,0.2892694898516841
clean,1024,7,0.0003929760983436559,-3.753813185874977e-05,0.8503929760983436,0.27746246186814133
noised,1024,7,0.004801311363669014,-0.0029458917928267825,0.854801311363669,0.2745541082071733
clean,1024,8,-0.0011291247538997018,0.00026697194305591587,0.8488708752461003,0.277766971943056
noised,1024,8,0.003916092193190224,-0.006788426067954212,0.8539160921931902,0.27071157393204587
clean,1024,9,-0.006657511062640564,0.0030538542898698173,0.8433424889373594,0.2805538542898699
noised,1024,9,-0.00703927581368502,0.0011932820405285982,0.842960724186315,0.2786932820405287
clean,1024,10,-0.0013183372004945682,0.0004338855243126716,0.8486816627995054,0.27793388552431275
noised,1024,10,-0.0039447850239584525,0.0028668542452320867,0.8460552149760415,0.28036685424523217
clean,1024,11,0.0012273199417478509,-0.0009109395419119592,0.8512273199417478,0.2765890604580881
noised,1024,11,0.0008598640469370533,-0.0005788444720297159,0.850859864046937,0.27692115552797036
clean,1024,12,-0.003918365009331626,0.0013433339910293163,0.8460816349906684,0.2788433339910294
noised,1024,12,-0.004722723254672823,0.008453666912547897,0.8452772767453272,0.285953666912548
clean,1024,13,0.0055683999319781075,-0.0019648932465570756,0.8555683999319781,0.275535106753443
noised,1024,13,0.00451475404975743,0.001840427246965315,0.8545147540497574,0.2793404272469654
clean,1024,14,0.0011391566262665132,-0.005238069502337184,0.8511391566262665,0.2722619304976629
noised,1024,14,-0.003719014352394856,-0.0009464616008393878,0.8462809856476051,0.2765535383991607
clean,1024,15,-0.0019939932154550144,-0.002144852040840639,0.848006006784545,0.27535514795915944
noised,1024,15,0.0017571230214233902,-0.012907321997662091,0.8517571230214234,0.264592678002338
