seed,n_obs,t,arm,lam_init,r_star_init,lam_hat,lam_true,lam_rel_err,r_star_hat,r_star_true,r_star_abs_err,n_steps,hit_cap,loglik_init,loglik_final,monotone
295485566,128,0.05,joint,0.019697979385515287,1.3694804953490485,0.06422369497082606,0.05,0.28447389941652107,0.8048693742639108,1.0,0.1951306257360892,301,True,-3312.4002053542094,-3120.043081736584,True
295485566,128,0.05,marginal,0.019697979385515287,1.3694804953490485,0.044012813967429246,0.05,0.11974372065141514,1.0180675099323133,1.0,0.01806750993231332,301,True,-1685.1154616120007,-1522.7645756584152,True
295485566,128,0.1053,joint,0.019697979385515287,1.3694804953490485,0.11989951301031332,0.05,1.3979902602062662,0.6180553778917344,1.0,0.38194462210826563,301,True,-2374.8117079291287,-2217.682434065129,True
295485566,128,0.1053,marginal,0.019697979385515287,1.3694804953490485,0.015644359700503686,0.05,0.6871128059899263,1.054503084026237,1.0,0.05450308402623705,301,True,-1626.3983993801485,-1528.4287858608834,True
295485566,128,0.2216,joint,0.019697979385515287,1.3694804953490485,0.31188093259354444,0.05,5.237618651870888,0.05,1.0,0.95,159,False,-1820.4324795345087,-1703.1446102119007,True
295485566,128,0.2216,marginal,0.019697979385515287,1.3694804953490485,0.016374442384505448,0.05,0.6725111523098911,1.0844154472389445,1.0,0.08441544723894445,301,True,-1629.9822677664404,-1588.6240208104646,True
295485566,128,0.4665,joint,0.019697979385515287,1.3694804953490485,0.20184785986422263,0.05,3.036957197284452,0.05,1.0,0.95,154,False,-1528.1997900971044,-1440.796444950671,True
295485566,128,0.4665,marginal,0.019697979385515287,1.3694804953490485,0.014030084298624054,0.05,0.719398314027519,0.9531240114241313,1.0,0.04687598857586872,301,True,-1513.9397890569637,-1486.6457968815184,True
295485566,128,0.9821,joint,0.019697979385515287,1.3694804953490485,0.014208078191600467,0.05,0.7158384361679906,0.2627319376140229,1.0,0.7372680623859771,301,True,-1588.0028077347974,-1551.7101254048935,True
295485566,128,0.9821,marginal,0.019697979385515287,1.3694804953490485,0.019543597557628956,0.05,0.6091280488474209,1.0526093835036543,1.0,0.052609383503654295,22,False,-1554.8165761878115,-1552.7405147236211,True
