n_chains,method,t,mean_rel_l2,score_rel_l2,mean_mse,identity_residual
32,em_bp,0.1,0.04114012961664979,0.12328173172972293,0.0014725724642383263,1.7493051862047433e-15
32,dsm_net_eps,0.1,0.44275778565381224,1.3267811030456453,0.17056023177722907,1.764612071670067e-16
32,dsm_net_x0,0.1,0.6283106335255437,1.882814266435366,0.34347424972627194,1.6295099361419898e-16
32,em_bp,0.2,0.05896199823029903,0.09924904213830142,0.002801581968870013,1.4299524737114693e-15
32,dsm_net_eps,0.2,0.5149613636700644,0.8668197078881155,0.21370182900266965,1.8999330627019593e-16
32,dsm_net_x0,0.2,0.6101466844956882,1.0270424310168487,0.30000428522024347,1.889280186679028e-16
32,em_bp,0.4,0.07504868928187183,0.06508144166131562,0.0037623274907958608,1.6617920274615955e-15
32,dsm_net_eps,0.4,0.5403867307009308,0.4686177443628837,0.19506516751900832,2.4584211518364636e-16
32,dsm_net_x0,0.4,0.597158242360479,0.5178494079595466,0.23820410124948646,2.5842276555449143e-16
32,em_bp,0.8,0.12198477032786617,0.044104143199382335,0.0067155017456311155,2.258438321112905e-15
32,dsm_net_eps,0.8,0.7263782510035194,0.26262532866250554,0.23811837221159532,3.43451311128359e-16
32,dsm_net_x0,0.8,0.6290603275222512,0.22743959505372646,0.17858781924579095,4.641111812787459e-16
32,em_bp,1.6,0.354824297575667,0.028839305010796113,0.01896757254870739,3.203751235286756e-15
32,dsm_net_eps,1.6,2.1425786731920113,0.17414387990899727,0.6916057668356335,4.804789174819574e-16
32,dsm_net_x0,1.6,0.7827513801058982,0.06362023669949393,0.09230659573755041,1.4492082572569126e-15
64,em_bp,0.1,0.044339500973518374,0.13286906276140747,0.0017105153108892507,1.611502366483061e-15
64,dsm_net_eps,0.1,0.4278186643268278,1.282014089308146,0.15924463838940583,1.7996925463571244e-16
64,dsm_net_x0,0.1,0.5745307593986305,1.7216559016865798,0.2871917328422944,1.640145185707329e-16
64,em_bp,0.2,0.04497400283909766,0.07570345030491096,0.0016299790885294816,1.8173187321053865e-15
64,dsm_net_eps,0.2,0.5068770364812228,0.853211591577484,0.20704472950544994,1.8681662517545185e-16
64,dsm_net_x0,0.2,0.5635008006336205,0.9485247512916448,0.25588688156298944,1.9926854217575598e-16
64,em_bp,0.4,0.04398200451656431,0.03814073621381582,0.0012921722497895019,2.9002655026824826e-15
64,dsm_net_eps,0.4,0.5430278505511025,0.4709080959878655,0.19697657445683936,2.4985705462191575e-16
64,dsm_net_x0,0.4,0.551259668342487,0.47804664263648744,0.20299381768938524,2.7302324786128144e-16
64,em_bp,0.8,0.05201415785710252,0.01880595307397056,0.0012209851540320778,5.411473429343162e-15
64,dsm_net_eps,0.8,0.7687826533872297,0.27795683135738053,0.2667315517649396,3.2872981621803117e-16
64,dsm_net_x0,0.8,0.580249010601402,0.20979164354763769,0.15194837427680885,4.939735903267317e-16
64,em_bp,1.6,0.09663719818655468,0.007854449802148852,0.0014069339525719794,1.1901596519866408e-14
64,dsm_net_eps,1.6,2.4799628386772374,0.2015656909876662,0.9265639451442541,4.1455413473134567e-16
64,dsm_net_x0,1.6,0.6939660143552794,0.0564039658272007,0.07255401575142593,1.6580053555259653e-15
128,em_bp,0.1,0.0180268833610818,0.05401989296466563,0.00028273961446307743,3.9784827665335174e-15
128,dsm_net_eps,0.1,0.3385933883367813,1.0146389827974542,0.0997475668934542,2.1713320962360964e-16
128,dsm_net_x0,0.1,0.49743159910468354,1.4906182728673805,0.21528417362062743,1.7980506376661243e-16
128,em_bp,0.2,0.02264712856805803,0.038121262593296644,0.0004133188743971428,3.687221067985893e-15
128,dsm_net_eps,0.2,0.411517954648643,0.6926963815246472,0.13646979008220883,2.2088375946996728e-16
128,dsm_net_x0,0.2,0.47734832067699323,0.8035067503728671,0.18362412735855704,2.193849793932007e-16
128,em_bp,0.4,0.028447896284526073,0.024669719353456555,0.0005405933317139288,4.4983150909944895e-15
128,dsm_net_eps,0.4,0.45709584375329154,0.396388754733995,0.13956769858403945,2.854327598154954e-16
128,dsm_net_x0,0.4,0.45573811902307687,0.39521134998959334,0.13873980619329096,3.1783881541777923e-16
128,em_bp,0.8,0.05463290406015616,0.019752772559975956,0.001347025488386656,5.050375548805703e-15
128,dsm_net_eps,0.8,0.6624345698357773,0.23950620269835635,0.19804013677257037,3.7319819377029217e-16
128,dsm_net_x0,0.8,0.4643610403189406,0.16789182586805435,0.09731477696197469,6.026232491978557e-16
128,em_bp,1.6,0.15828292667193122,0.01286487321043693,0.0037744458063554776,7.378106581734782e-15
128,dsm_net_eps,1.6,2.2407797728976804,0.18212544003934156,0.756455529047867,4.635061313632302e-16
128,dsm_net_x0,1.6,0.5542432573120295,0.045047620630856475,0.04627920471690925,2.072780234408316e-15
256,em_bp,0.1,0.022175120919205357,0.06645062457774205,0.0004278360316683109,3.246444619824547e-15
256,dsm_net_eps,0.1,0.23740972229226676,0.7114290102240735,0.049039085648936,2.953085249111277e-16
256,dsm_net_x0,0.1,0.4126886194518968,1.236674948408234,0.14818025893680778,2.0437578723082966e-16
256,em_bp,0.2,0.025934450018599606,0.043654716596883726,0.0005420171544285,3.2226047167440376e-15
256,dsm_net_eps,0.2,0.3038249030652334,0.5114197536048087,0.07438847967313489,2.781352199898445e-16
256,dsm_net_x0,0.2,0.38726694995040706,0.6518753601984987,0.12085922833146029,2.5491846037648366e-16
256,em_bp,0.4,0.02839778042807681,0.024626259404735014,0.0005386903133908555,4.412216561329259e-15
256,dsm_net_eps,0.4,0.37236254449110545,0.3229089201696514,0.09261948271651063,3.3609892471287043e-16
256,dsm_net_x0,0.4,0.36408290132035076,0.31572889985017405,0.08854640615492226,3.738037048775162e-16
256,em_bp,0.8,0.03665704970946664,0.0132535214462249,0.0006064322061404442,7.709160549895161e-15
256,dsm_net_eps,0.8,0.6147180090054463,0.22225406518818552,0.17053719434841358,3.987646194167107e-16
256,dsm_net_x0,0.8,0.37388818265022405,0.13518095663779206,0.06308857503262455,7.500101915733209e-16
256,em_bp,1.6,0.07555426470880863,0.006140877329121179,0.0008600090417963733,1.518059657545242e-14
256,dsm_net_eps,1.6,2.3564154809087663,0.19152404514123686,0.8365439929478207,4.3501029923425705e-16
256,dsm_net_x0,1.6,0.44156171347901096,0.03588912321709123,0.029374323292075087,2.6020227683198003e-15
512,em_bp,0.1,0.019167443520541113,0.05743772934268149,0.00031964929317886256,3.764808245133038e-15
512,dsm_net_eps,0.1,0.1604928591748771,0.48093765852711096,0.022410770703375986,4.2447770006118175e-16
512,dsm_net_x0,0.1,0.33148401891506346,0.9933348356792351,0.09560278749011103,2.405534995622283e-16
512,em_bp,0.2,0.022959990298430096,0.038647893779367996,0.0004248174495287708,3.605511595881766e-15
512,dsm_net_eps,0.2,0.20568391858265034,0.34622184653318333,0.03409256067834235,4.005705643127206e-16
512,dsm_net_x0,0.2,0.31368801909417704,0.528022054201001,0.07929664450274954,2.9574090284419435e-16
512,em_bp,0.4,0.028301045604977856,0.02454237197370358,0.0005350265511621623,4.4533831966674784e-15
512,dsm_net_eps,0.4,0.2783381008733671,0.24137190199385733,0.05175063603439492,4.3106592359024804e-16
512,dsm_net_x0,0.4,0.2890944537454931,0.2506996991697221,0.0558277200605411,4.697435417131041e-16
512,em_bp,0.8,0.047249625220694716,0.01708331483716882,0.0010075438972130249,5.88277834353063e-15
512,dsm_net_eps,0.8,0.5214912848734014,0.18854752313315853,0.12273300015564459,4.735049388012761e-16
512,dsm_net_x0,0.8,0.30408233262229134,0.10994233711576759,0.041730118389995866,9.005924118629758e-16
512,em_bp,1.6,0.13354938283451676,0.010854587501147307,0.0026870071447897426,8.663475503853743e-15
512,dsm_net_eps,1.6,2.1483022888187397,0.17460908225830532,0.695305768996203,4.823199673805924e-16
512,dsm_net_x0,1.6,0.4057520552480212,0.03297859633628863,0.02480313100490649,2.88731470814297e-15
1024,em_bp,0.1,0.012564929460313425,0.037652440022997564,0.0001373616419756801,5.736913189930133e-15
1024,dsm_net_eps,0.1,0.10700212144330719,0.32064572847010053,0.009961623885598937,6.404405944678034e-16
1024,dsm_net_x0,0.1,0.24784991193756764,0.7427143919438851,0.05344694692721482,3.0465973922001615e-16
1024,em_bp,0.2,0.011676229551950135,0.01965426263695511,0.0001098662233388395,7.190025375810346e-15
1024,dsm_net_eps,0.2,0.14006794970976458,0.23577236627347267,0.015810168187238065,5.671674605716011e-16
1024,dsm_net_x0,0.2,0.23663565485819793,0.39832201732228717,0.04512521780165056,3.7678349093385146e-16
1024,em_bp,0.4,0.011014909351613146,0.00955201466183169,8.104611981647545e-05,1.1379916772767145e-14
1024,dsm_net_eps,0.4,0.21495997273158296,0.18641104939627243,0.030866370800849335,5.482417369289598e-16
1024,dsm_net_x0,0.4,0.23046485315212695,0.19985672020293177,0.03547968689465454,5.623312655122697e-16
1024,em_bp,0.8,0.016578931411660242,0.005994187332626116,0.00012404529901599776,1.6686139182937977e-14
1024,dsm_net_eps,0.8,0.45798337547454593,0.1655859524150091,0.09466003657981853,5.305464969395441e-16
1024,dsm_net_x0,0.8,0.2526861514697832,0.09135981630305437,0.02881576293232858,1.0951385492414382e-15
