n_chains,em_seconds,em_iters,em_n_params,em_monotone_violation,net_n_params,net_grad_steps,net_eps_seconds,net_x0_seconds,net_eps_final_loss,net_x0_final_loss
32,19.1017664029996,120,13,0.0,25248,20000,12.576101965999442,12.599556689000565,0.0789691688012173,0.21035471622178473
64,20.881587811999452,120,13,0.0,25248,20000,16.29980641400016,15.98789502999989,0.10890132405847971,0.22922078636930174
128,26.459906939000575,120,13,0.0,25248,20000,22.683990172999984,23.009041137999702,0.15813034510422264,0.39458245574732587
256,35.04340462299933,120,13,0.0,25248,20000,23.417277038000066,23.27479092700014,0.2029180710431681,0.38671227008781206
512,73.18707145200005,120,13,0.0,25248,20000,22.941814602000704,22.431974394999997,0.294307838536235,0.39051262872922876
1024,128.79794908799977,120,13,0.0,25248,20000,22.613725472000624,23.83356195000033,0.2949924206829854,0.43097354938104915
2048,253.43821995800045,120,13,0.0,25248,20000,24.074486049999905,22.492663077000543,0.2517273409723954,0.45392252677942574
4096,479.7056687260001,120,13,0.0,25248,20000,24.44322388100045,25.082381710000845,0.2913244994888975,0.4305634130753825
