seed,n_chains,t,method,n_params,score_rel_l2
5,32,0.1,em_bp,13,0.1524988810606741
5,32,0.1,local_cnn_oracle_r,6593,0.22654473009549392
5,32,0.1,global_mlp,25505,1.106714427554364
5,32,0.2,em_bp,13,0.08247477570698042
5,32,0.2,local_cnn_oracle_r,6593,0.18990482269064404
5,32,0.2,global_mlp,25505,0.764118894476997
5,32,0.4,em_bp,13,0.05217499118418051
5,32,0.4,local_cnn_oracle_r,6593,0.14077670741712722
5,32,0.4,global_mlp,25505,0.45479193843274335
5,32,0.8,em_bp,13,0.03142899014962424
5,32,0.8,local_cnn_oracle_r,6593,0.07930121249961686
5,32,0.8,global_mlp,25505,0.201588447866373
5,32,1.6,em_bp,13,0.025517791971977098
5,32,1.6,local_cnn_oracle_r,6593,0.02563035734245022
5,32,1.6,global_mlp,25505,0.058995114876334284
5,128,0.1,em_bp,13,0.057185480343810234
5,128,0.1,local_cnn_oracle_r,6593,0.11195121907314076
5,128,0.1,global_mlp,25505,0.7326068057562634
5,128,0.2,em_bp,13,0.03497306848059943
5,128,0.2,local_cnn_oracle_r,6593,0.09308626555755603
5,128,0.2,global_mlp,25505,0.5331859222345834
5,128,0.4,em_bp,13,0.02076273855678163
5,128,0.4,local_cnn_oracle_r,6593,0.08388177552669261
5,128,0.4,global_mlp,25505,0.31004163041132843
5,128,0.8,em_bp,13,0.011392517062900079
5,128,0.8,local_cnn_oracle_r,6593,0.0580017580045003
5,128,0.8,global_mlp,25505,0.15009591406261658
5,128,1.6,em_bp,13,0.0053069795429895785
5,128,1.6,local_cnn_oracle_r,6593,0.021335288973876793
5,128,1.6,global_mlp,25505,0.03987086754249866
5,512,0.1,em_bp,13,0.05537058873909414
5,512,0.1,local_cnn_oracle_r,6593,0.07713795247450558
5,512,0.1,global_mlp,25505,0.36521687275191395
5,512,0.2,em_bp,13,0.02298658066668885
5,512,0.2,local_cnn_oracle_r,6593,0.08444857449750788
5,512,0.2,global_mlp,25505,0.28932461896550093
5,512,0.4,em_bp,13,0.010611749954198772
5,512,0.4,local_cnn_oracle_r,6593,0.06036749857577724
5,512,0.4,global_mlp,25505,0.20061453372173765
5,512,0.8,em_bp,13,0.007228245278522446
5,512,0.8,local_cnn_oracle_r,6593,0.03714858356137486
5,512,0.8,global_mlp,25505,0.12270002234897126
5,512,1.6,em_bp,13,0.004871079269138186
5,512,1.6,local_cnn_oracle_r,6593,0.015084517020052035
5,512,1.6,global_mlp,25505,0.05521189450085837
5,2048,0.1,em_bp,13,0.03846345702933806
5,2048,0.1,local_cnn_oracle_r,6593,0.07219311258319054
5,2048,0.1,global_mlp,25505,0.23609093507121076
5,2048,0.2,em_bp,13,0.015165345584510262
5,2048,0.2,local_cnn_oracle_r,6593,0.06382460630784005
5,2048,0.2,global_mlp,25505,0.17334496593941529
5,2048,0.4,em_bp,13,0.006832537055704792
5,2048,0.4,local_cnn_oracle_r,6593,0.04867553841413571
5,2048,0.4,global_mlp,25505,0.15594263054841914
5,2048,0.8,em_bp,13,0.00558170425707316
5,2048,0.8,local_cnn_oracle_r,6593,0.033424693960673595
5,2048,0.8,global_mlp,25505,0.10006697665863432
5,2048,1.6,em_bp,13,0.004398749927615323
5,2048,1.6,local_cnn_oracle_r,6593,0.014182914843732028
5,2048,1.6,global_mlp,25505,0.03831158683423853
