root,depth,root_separation,top_eigenvalue,t_speciation_predicted,t_class_agreement_075,t_correlation_crossing,magnetization_final,magnetization_initial,n_paths,agreement_stderr,curve_times,curve_class_agreement,curve_magnetization,curve_correlation
bimodal,4,0.9,8.691701680000001,1.135635011227901,1.264893465568234,1.1545556002453476,0.8276026281973086,0.10060673254086117,256,0.03125,3.00000;2.87731;2.75964;2.64679;2.53855;2.43473;2.33516;2.23966;2.14807;2.06022;1.97597;1.89516;1.81766;1.74332;1.67203;1.60365;1.53807;1.47517;1.41484;1.35698;1.30149;1.24826;1.19721;1.14825;1.10129;1.05626;1.01306;0.97163;0.93189;0.89378;0.85723;0.82218;0.78855;0.75630;0.72537;0.69571;0.66726;0.63997;0.61380;0.58870;0.56462;0.54153;0.51938;0.49814;0.47777;0.45823;0.43949;0.42152;0.40428;0.38775;0.37189;0.35668;0.34210;0.32811;0.31469;0.30182;0.28948;0.27764;0.26628;0.25539;0.24495;0.23493;0.22532;0.21611;0.20727;0.19879;0.19067;0.18287;0.17539;0.16822;0.16134;0.15474;0.14841;0.14234;0.13652;0.13094;0.12558;0.12045;0.11552;0.11080;0.10627;0.10192;0.09775;0.09375;0.08992;0.08624;0.08272;0.07933;0.07609;0.07298;0.06999;0.06713;0.06438;0.06175;0.05923;0.05680;0.05448;0.05225;0.05012;0.04807;0.04610;0.04422;0.04241;0.04067;0.03901;0.03741;0.03588;0.03442;0.03301;0.03166;0.03036;0.02912;0.02793;0.02679;0.02569;0.02464;0.02364;0.02267;0.02174;0.02085;0.02000,0.60547;0.60156;0.57812;0.58594;0.57031;0.60156;0.57422;0.57422;0.59766;0.58594;0.60938;0.62109;0.66406;0.62109;0.62500;0.67578;0.70312;0.69531;0.72266;0.69922;0.70703;0.76953;0.77734;0.78125;0.80859;0.83594;0.84375;0.82812;0.84375;0.84375;0.87109;0.88672;0.87109;0.88672;0.88672;0.88672;0.89844;0.90234;0.90234;0.89844;0.89844;0.91016;0.93359;0.93359;0.94531;0.93750;0.94531;0.93359;0.94531;0.94531;0.96094;0.95703;0.96094;0.96094;0.96484;0.96875;0.96484;0.97266;0.96484;0.96094;0.96484;0.97266;0.96484;0.97266;0.96484;0.95703;0.96094;0.96875;0.97266;0.96484;0.96484;0.96484;0.96875;0.96875;0.96875;0.96875;0.96484;0.96875;0.97266;0.97656;0.97266;0.97656;0.97656;0.97266;0.97266;0.97656;0.97656;0.98438;0.97656;0.98047;0.97266;0.97656;0.98047;0.97656;0.97656;0.98047;0.97656;0.98828;0.98438;0.98438;0.98438;0.98438;0.98047;0.98438;0.98828;0.98438;0.98438;0.98438;0.98438;0.98438;0.99219;0.99219;0.98047;0.98828;0.98438;0.98828;0.98828;0.98828;0.99609;0.99609;1.00000,0.10061;0.11261;0.12373;0.14157;0.15478;0.16660;0.18574;0.20534;0.22504;0.24165;0.26586;0.28968;0.31688;0.34064;0.37114;0.37699;0.39411;0.39938;0.42344;0.44004;0.45773;0.47442;0.49168;0.49464;0.51811;0.52361;0.55002;0.55809;0.57674;0.59990;0.61186;0.62463;0.63853;0.64115;0.65189;0.66990;0.67972;0.69409;0.70033;0.70066;0.70687;0.71296;0.72089;0.71914;0.72676;0.73391;0.74693;0.75159;0.76114;0.77173;0.78071;0.79254;0.79629;0.79972;0.79881;0.80933;0.80716;0.81315;0.81748;0.82355;0.82720;0.82395;0.82197;0.82231;0.82787;0.82785;0.82692;0.82636;0.82696;0.82724;0.82960;0.83004;0.83057;0.83051;0.82885;0.82706;0.82674;0.82886;0.82708;0.82786;0.82531;0.82471;0.82845;0.82826;0.82699;0.82578;0.82600;0.82637;0.82599;0.82532;0.82444;0.82407;0.82397;0.82593;0.82470;0.82674;0.82711;0.82439;0.82392;0.82504;0.82657;0.82683;0.82924;0.82923;0.83081;0.83111;0.83038;0.83079;0.82916;0.82951;0.82859;0.82840;0.82834;0.82704;0.82603;0.82571;0.82716;0.82773;0.82895;0.82880;0.82760,0.22095;0.24968;0.25325;0.27999;0.32478;0.31420;0.30949;0.32443;0.35551;0.38046;0.42008;0.43516;0.46118;0.47415;0.49269;0.52703;0.53962;0.57477;0.60704;0.60858;0.62858;0.66848;0.69611;0.70873;0.72542;0.73949;0.75746;0.77305;0.78455;0.80420;0.81672;0.82551;0.83717;0.84143;0.84857;0.85773;0.87212;0.87586;0.88570;0.89029;0.89777;0.90530;0.91100;0.91692;0.92132;0.92345;0.92642;0.93185;0.93627;0.93774;0.94419;0.94680;0.94836;0.95239;0.95550;0.95821;0.96015;0.96381;0.96526;0.96762;0.96889;0.97109;0.97231;0.97343;0.97521;0.97588;0.97600;0.97751;0.97800;0.97875;0.97959;0.98080;0.98143;0.98122;0.98290;0.98405;0.98499;0.98543;0.98687;0.98751;0.98809;0.98850;0.98963;0.99026;0.99104;0.99159;0.99223;0.99238;0.99290;0.99320;0.99359;0.99382;0.99425;0.99462;0.99521;0.99526;0.99548;0.99570;0.99605;0.99648;0.99662;0.99653;0.99693;0.99724;0.99736;0.99749;0.99776;0.99805;0.99827;0.99853;0.99873;0.99882;0.99893;0.99906;0.99927;0.99937;0.99951;0.99966;0.99976;0.99990;1.00000
gaussian,4,0.0,8.691701680000001,1.135635011227901,0.939841305501069,1.0314592337939126,0.6469181714699352,0.08532075783056893,256,0.03125,3.00000;2.87731;2.75964;2.64679;2.53855;2.43473;2.33516;2.23966;2.14807;2.06022;1.97597;1.89516;1.81766;1.74332;1.67203;1.60365;1.53807;1.47517;1.41484;1.35698;1.30149;1.24826;1.19721;1.14825;1.10129;1.05626;1.01306;0.97163;0.93189;0.89378;0.85723;0.82218;0.78855;0.75630;0.72537;0.69571;0.66726;0.63997;0.61380;0.58870;0.56462;0.54153;0.51938;0.49814;0.47777;0.45823;0.43949;0.42152;0.40428;0.38775;0.37189;0.35668;0.34210;0.32811;0.31469;0.30182;0.28948;0.27764;0.26628;0.25539;0.24495;0.23493;0.22532;0.21611;0.20727;0.19879;0.19067;0.18287;0.17539;0.16822;0.16134;0.15474;0.14841;0.14234;0.13652;0.13094;0.12558;0.12045;0.11552;0.11080;0.10627;0.10192;0.09775;0.09375;0.08992;0.08624;0.08272;0.07933;0.07609;0.07298;0.06999;0.06713;0.06438;0.06175;0.05923;0.05680;0.05448;0.05225;0.05012;0.04807;0.04610;0.04422;0.04241;0.04067;0.03901;0.03741;0.03588;0.03442;0.03301;0.03166;0.03036;0.02912;0.02793;0.02679;0.02569;0.02464;0.02364;0.02267;0.02174;0.02085;0.02000,0.57422;0.55469;0.55078;0.59375;0.58203;0.58203;0.56250;0.53516;0.55859;0.60547;0.61328;0.62109;0.61328;0.61719;0.64062;0.66016;0.66406;0.64844;0.69531;0.69531;0.70703;0.68750;0.69922;0.66406;0.72266;0.75391;0.75000;0.73438;0.75391;0.75000;0.76172;0.75000;0.76172;0.77344;0.76953;0.78125;0.80078;0.80469;0.80469;0.79297;0.82812;0.81641;0.84375;0.84375;0.84375;0.83594;0.87109;0.85547;0.85938;0.87109;0.85547;0.84375;0.84766;0.85938;0.86328;0.85547;0.86328;0.86328;0.87500;0.86719;0.87500;0.87891;0.88672;0.88672;0.89062;0.89844;0.90234;0.91016;0.90234;0.91406;0.92188;0.92578;0.92969;0.93359;0.92188;0.91016;0.91016;0.92188;0.92578;0.92578;0.92578;0.92188;0.93359;0.92969;0.92969;0.92969;0.92969;0.93750;0.94141;0.93359;0.94141;0.94141;0.94531;0.95312;0.94922;0.95312;0.96094;0.97266;0.96484;0.97266;0.97266;0.98438;0.97656;0.98047;0.97656;0.97656;0.98047;0.98438;0.98047;0.97266;0.97656;0.98047;0.98047;0.97656;0.97656;0.98047;0.98438;0.98828;0.98828;0.98828;1.00000,0.08532;0.09720;0.10815;0.11787;0.13545;0.15643;0.17062;0.18415;0.19767;0.21288;0.22360;0.23575;0.24594;0.25844;0.26855;0.29914;0.30870;0.32427;0.32927;0.34650;0.36431;0.38242;0.39797;0.40705;0.41238;0.43227;0.44677;0.46425;0.47355;0.48183;0.49703;0.49944;0.50710;0.52241;0.52648;0.53897;0.54638;0.56417;0.56497;0.56277;0.56962;0.57528;0.58017;0.58652;0.58595;0.58454;0.59814;0.59653;0.58995;0.59601;0.59786;0.59439;0.60018;0.60267;0.60314;0.60571;0.61168;0.61162;0.61352;0.60961;0.60705;0.60000;0.60442;0.60691;0.60946;0.60413;0.60707;0.61396;0.61187;0.60890;0.61212;0.61379;0.61512;0.61640;0.61686;0.62017;0.62357;0.62709;0.62734;0.62409;0.62834;0.62705;0.62763;0.63118;0.63373;0.63220;0.63114;0.63286;0.63219;0.63632;0.63710;0.63751;0.63716;0.63776;0.63696;0.63554;0.63625;0.63707;0.63553;0.63772;0.64068;0.64078;0.64261;0.64400;0.64298;0.64291;0.64380;0.64369;0.64339;0.64298;0.64385;0.64729;0.64832;0.64829;0.64826;0.64740;0.64782;0.64844;0.64847;0.64808;0.64692,0.20773;0.21244;0.26904;0.29059;0.29535;0.29076;0.28307;0.28064;0.31385;0.33421;0.35167;0.35734;0.37779;0.39795;0.44178;0.48473;0.50236;0.55832;0.57193;0.60880;0.60924;0.62891;0.66069;0.66580;0.68271;0.69155;0.71865;0.74117;0.75895;0.76752;0.78800;0.80214;0.81787;0.83312;0.84722;0.85331;0.86592;0.86742;0.87161;0.87634;0.88339;0.88881;0.89570;0.90037;0.90695;0.91600;0.92054;0.92273;0.92646;0.92735;0.92982;0.92994;0.93377;0.93604;0.94026;0.94398;0.94679;0.94798;0.95132;0.95516;0.95792;0.96017;0.96151;0.96280;0.96554;0.96695;0.96927;0.97096;0.97214;0.97353;0.97526;0.97710;0.97788;0.97924;0.97924;0.98027;0.98160;0.98270;0.98346;0.98478;0.98567;0.98626;0.98700;0.98758;0.98850;0.98915;0.98996;0.99044;0.99088;0.99155;0.99211;0.99297;0.99316;0.99361;0.99386;0.99403;0.99434;0.99472;0.99516;0.99552;0.99574;0.99604;0.99629;0.99673;0.99709;0.99721;0.99760;0.99786;0.99806;0.99840;0.99858;0.99875;0.99889;0.99904;0.99924;0.99932;0.99951;0.99965;0.99974;0.99989;1.00000
