family,t,half_width,n_grid,score_rel,dlogev_per_site,forward_edge_max,forward_edge_mean,belief_edge_max,belief_edge_mean,zero_frac,shifted
gaussian,0.1053,8.0,401,7.210814063117223e-16,3.68594044175552e-14,1.2297152298763555e-14,3.844212186843456e-16,2.6074657704290417e-25,2.5463532918763326e-28,0.0,0
gaussian,0.1053,8.0,801,6.702235249984361e-16,5.906386491005833e-14,1.3451887568885792e-14,4.205282456706479e-16,3.5540553609550986e-25,3.4707571891035785e-28,0.0,0
gaussian,0.1053,10.0,201,6.377809285688017e-16,4.1300296516055823e-14,4.562772340260218e-22,1.4258663565880097e-23,2.4182579098295933e-54,2.3615799900679622e-57,0.0,0
gaussian,0.1053,10.0,401,6.387238594970464e-16,2.353672812205332e-14,6.054347283029152e-22,1.8919835264011356e-23,1.0452614612063546e-53,1.0207631457093307e-56,0.0,0
gaussian,0.1053,10.0,801,6.391872153295644e-16,2.353672812205332e-14,6.910461802997053e-22,2.1595193140254835e-23,1.9598117483290059e-53,1.9138786604775448e-56,0.0,0
gaussian,0.1527,6.0,201,2.1733900533332157e-14,4.440892098500626e-14,2.1654666676635115e-08,2.363906654865764e-10,2.4637247923391615e-12,2.4064912977395155e-15,0.0,0
gaussian,0.1527,6.0,401,2.0497374864624672e-14,2.9753977059954195e-14,2.5551255975634214e-08,2.7298222053013285e-10,3.2547706646170345e-12,3.1792152338305465e-15,0.0,0
gaussian,0.1527,6.0,801,2.0189843994238037e-14,5.950795411990839e-14,2.7617292764794564e-08,2.9212094533448624e-10,3.706865219642445e-12,3.620844674583703e-15,0.0,0
gaussian,0.1527,8.0,201,8.296055597120514e-16,3.708144902248023e-14,1.0160023906008359e-14,3.175451596183575e-16,5.580975032231271e-30,5.4501725881713863e-33,0.0,0
gaussian,0.1527,8.0,401,5.421153323548372e-16,3.68594044175552e-14,1.2297152298763555e-14,3.8434636552289067e-16,1.0669394839644741e-29,1.0419334356740297e-32,0.0,0
gaussian,0.1527,8.0,801,5.022272971724089e-16,5.950795411990839e-14,1.3451887568885792e-14,4.204411243103713e-16,1.4279049869307893e-29,1.3944389440257206e-32,0.0,0
gaussian,0.1527,10.0,201,4.673770144017084e-16,4.1744385725905886e-14,4.562772340260218e-22,1.425866357012215e-23,4.590175337721664e-56,4.482593108205249e-59,0.0,0
gaussian,0.1527,10.0,401,5.119025107427179e-16,2.398081733190338e-14,6.054347283029152e-22,1.8919835270915355e-23,1.6146066684219594e-55,1.576764326608859e-58,0.0,0
gaussian,0.1527,10.0,801,5.008743589012682e-16,2.398081733190338e-14,6.910461802997053e-22,2.1595193148877115e-23,2.7827415452446755e-55,2.7175210438682416e-58,0.0,0
gaussian,0.2216,6.0,201,2.4417388621434284e-12,5.773159728050814e-14,1.440572705683177e-07,6.834168865098896e-10,1.649665280512572e-10,2.0617891537667095e-13,0.0,0
gaussian,0.2216,6.0,401,2.3508731963808036e-12,4.241051954068098e-14,1.6787967614863626e-07,7.946695023836946e-10,2.0663848726689715e-10,2.606552732964171e-13,0.0,0
gaussian,0.2216,6.0,801,2.3279574961981384e-12,7.216449660063518e-14,1.803962906330891e-07,8.530767456030103e-10,2.2966078755350665e-10,2.9095646775425426e-13,0.0,0
gaussian,0.2216,8.0,201,7.201336744089982e-16,3.68594044175552e-14,1.0160023906008359e-14,3.199530022034312e-16,2.1292492827755577e-24,2.079880260501845e-27,0.0,0
gaussian,0.2216,8.0,401,4.0888852156294964e-16,3.68594044175552e-14,1.2297152298763555e-14,3.875250385609562e-16,3.469729463705656e-24,3.389400408900297e-27,0.0,0
gaussian,0.2216,8.0,801,3.9577455449120556e-16,5.906386491005833e-14,1.3451887568885792e-14,4.240605211365462e-16,4.337407793187771e-24,4.237061462876333e-27,0.0,0
gaussian,0.2216,10.0,201,3.577844318840688e-16,4.1522341120980855e-14,4.562772340260218e-22,1.4258667742526042e-23,1.009719097040815e-44,9.860538126817669e-48,0.0,0
gaussian,0.2216,10.0,401,3.6047503206846054e-16,2.375877272697835e-14,6.054347283029152e-22,1.8919842017282417e-23,2.545873954891975e-44,2.486205056637578e-47,0.0,0
gaussian,0.2216,10.0,801,3.935342724476729e-16,2.375877272697835e-14,6.910461802997053e-22,2.159520155490227e-23,3.8253348380395133e-44,3.735678590348209e-47,0.0,0
gaussian,0.3215,6.0,201,2.022537272907539e-13,4.551914400963142e-14,6.942450206049535e-08,3.184163823877715e-10,1.4830975507281793e-11,1.8743987182156912e-14,0.0,0
gaussian,0.3215,6.0,401,1.9392757482071408e-13,3.064215547965432e-14,8.06611397665075e-08,3.6755976174315073e-10,1.880061047832103e-11,2.380491434517315e-14,0.0,0
gaussian,0.3215,6.0,801,1.9179786111321207e-13,6.039613253960852e-14,8.655265598448735e-08,3.93233740480192e-10,2.1011238456896043e-11,2.662708487148747e-14,0.0,0
gaussian,0.3215,8.0,201,5.922662996949849e-16,3.708144902248023e-14,1.0160023906008359e-14,3.19050897310838e-16,5.869364361116289e-26,1.0889016982957052e-28,0.0,0
gaussian,0.3215,8.0,401,3.156271048712305e-16,3.708144902248023e-14,1.2297152298763555e-14,3.863046654630968e-16,9.090290839490944e-26,1.7402853104011899e-28,0.0,0
gaussian,0.3215,8.0,801,2.8706971303008085e-16,5.928590951498336e-14,1.3451887568885792e-14,4.226557786414728e-16,1.1116032263417921e-25,2.158131817028518e-28,0.0,0
gaussian,0.3215,10.0,201,2.9397336718818755e-16,4.1522341120980855e-14,4.562772340260218e-22,1.4258677914145625e-23,6.235854276260006e-44,6.416018316514736e-47,0.0,0
gaussian,0.3215,10.0,401,3.04696938992902e-16,2.375877272697835e-14,6.054347283029152e-22,1.8919857626964503e-23,1.3618703655863136e-43,1.402615359597065e-46,0.0,0
gaussian,0.3215,10.0,801,3.109314430991107e-16,2.375877272697835e-14,6.910461802997053e-22,2.159522056323298e-23,1.9280067963807017e-43,1.986541025434467e-46,0.0,0
gaussian,0.4665,6.0,201,1.6110020552178572e-07,1.3722034619689794e-09,1.6727186957957144e-06,4.057320962183378e-09,3.132970177061206e-06,5.405432965727312e-09,0.0,0
gaussian,0.4665,6.0,401,1.5909148835012652e-07,1.3536651799483934e-09,1.9128661622253986e-06,4.6527243959809744e-09,3.622759973571234e-06,6.276445803918371e-09,0.0,0
gaussian,0.4665,6.0,801,1.5858796347296177e-07,1.3490504269242365e-09,2.0372634703655034e-06,4.961884153589148e-09,3.878485961127212e-06,6.732621933866237e-09,0.0,0
gaussian,0.4665,8.0,201,5.624653831773014e-16,3.708144902248023e-14,5.296244545574454e-13,1.360024446445983e-15,5.073750151977862e-14,5.4210942089619236e-17,0.0,0
gaussian,0.4665,8.0,401,4.35071800777397e-16,3.708144902248023e-14,6.621934710573039e-13,1.6866862273504023e-15,6.642129879228732e-14,7.117359117799688e-17,0.0,0
gaussian,0.4665,8.0,801,4.2457747058904387e-16,5.950795411990839e-14,7.353866632680157e-13,1.8661959625375665e-15,7.533872313085444e-14,8.083736295776168e-17,0.0,0
gaussian,0.4665,10.0,201,2.438753910353599e-16,4.1744385725905886e-14,4.562772340260218e-22,1.5105000904310515e-23,1.1612844459886566e-25,1.1371765284853596e-28,0.0,0
gaussian,0.4665,10.0,401,2.4321741508796564e-16,2.398081733190338e-14,6.054347283029152e-22,2.01258787756236e-23,1.8828603686521854e-25,1.8441699155168405e-28,0.0,0
gaussian,0.4665,10.0,801,2.4728528377834785e-16,2.398081733190338e-14,6.910461802997053e-22,2.3016855824605746e-23,2.348687973325178e-25,2.300650355768033e-28,0.0,0
gaussian,0.6769,6.0,201,3.049661622090086e-08,3.766931211401925e-10,5.715102421850305e-06,1.2864488395501301e-08,5.65391834814198e-07,1.6553769421555635e-09,0.0,0
gaussian,0.6769,6.0,401,3.0078400734519564e-08,3.710309837146042e-10,6.4843275094726355e-06,1.4657844443790182e-08,6.58019824464987e-07,1.934250228750573e-09,0.0,0
gaussian,0.6769,6.0,801,2.997352946041263e-08,3.6964409311224244e-10,6.880213473221296e-06,1.5584216541791918e-08,7.066194471012493e-07,2.0810255682146275e-09,0.0,0
gaussian,0.6769,8.0,201,3.5692553747131917e-16,3.708144902248023e-14,1.2603435423336904e-11,1.7456020035615845e-14,3.676433909924111e-15,9.345318473691064e-18,0.0,0
gaussian,0.6769,8.0,401,1.9961979705866162e-16,3.708144902248023e-14,1.538656089125546e-11,2.1367943462207548e-14,4.86110532382142e-15,1.228775900566045e-17,0.0,0
gaussian,0.6769,8.0,801,1.8540531211704237e-16,5.928590951498336e-14,1.689848542520434e-11,2.3497315818277703e-14,5.538977792153583e-15,1.3966547842527856e-17,0.0,0
gaussian,0.6769,10.0,201,2.217500339415438e-16,4.1522341120980855e-14,9.397281384611992e-20,1.2053609579475751e-22,8.576602646116897e-26,8.962060664474635e-29,0.0,0
gaussian,0.6769,10.0,401,2.1563546971902862e-16,2.375877272697835e-14,1.298351346402762e-19,1.6601938822187935e-22,1.3074265898829748e-25,1.3731890734887993e-28,0.0,0
gaussian,0.6769,10.0,801,2.250664269798664e-16,2.375877272697835e-14,1.5092276243732829e-19,1.9272624538361411e-22,1.5877304444103985e-25,1.671500517919946e-28,0.0,0
gaussian,0.9821,6.0,201,9.725949902700882e-07,1.1061776605814089e-08,3.84763607384202e-06,1.2408419113386079e-08,9.145496801924412e-06,2.8409276859354704e-08,0.0,0
gaussian,0.9821,6.0,401,9.649834274104938e-07,1.0966753949404051e-08,4.355286176399635e-06,1.409515139457842e-08,1.0414630208357556e-05,3.241799346963909e-08,0.0,0
gaussian,0.9821,6.0,801,9.630771810576235e-07,1.0942984962625246e-08,4.616023145186757e-06,1.4964222583039518e-08,1.1069219506918191e-05,3.4488997683455606e-08,0.0,0
gaussian,0.9821,8.0,201,2.463385617367774e-13,3.885780586188048e-14,2.2912656023636625e-11,5.107105710963158e-14,8.250594138825597e-12,2.0642668368053702e-14,0.0,0
gaussian,0.9821,8.0,401,2.383272852203108e-13,3.863576125695545e-14,2.7616452110640164e-11,6.166036698107472e-14,1.02097142555614e-11,2.558878145296184e-14,0.0,0
gaussian,0.9821,8.0,801,2.363167744688569e-13,6.084022174945858e-14,3.0148821319613094e-11,6.736875050591208e-14,1.1283619743287699e-11,2.830330522675117e-14,0.0,0
gaussian,0.9821,10.0,201,1.832205535676581e-16,4.1522341120980855e-14,9.415386423053536e-19,1.8814673566280767e-21,1.1132340191484023e-20,2.459343341944789e-23,0.0,0
gaussian,0.9821,10.0,401,1.7355850947782373e-16,2.375877272697835e-14,1.2608360182079703e-18,2.521973522531138e-21,1.5897885029295987e-20,3.5172029095633224e-23,0.0,0
gaussian,0.9821,10.0,801,1.748537413230548e-16,2.375877272697835e-14,1.4450629350153056e-18,2.891766596682736e-21,1.8755674160036112e-20,4.1521457531669004e-23,0.0,0
gaussian,1.425,6.0,201,1.301882205704896e-08,5.282323467525885e-10,2.2726228558829216e-07,4.05801743454036e-09,6.395399534841536e-08,1.5835296435797503e-09,0.0,0
gaussian,1.425,6.0,401,1.2898481398501667e-08,5.228781851940312e-10,2.58044799398808e-07,4.6344773188319035e-09,7.321161373762512e-08,1.8203968262971005e-09,0.0,0
gaussian,1.425,6.0,801,1.2868331136673499e-08,5.215701204264178e-10,2.738986983673879e-07,4.932862177065298e-09,7.800943318304954e-08,1.9435594955198472e-09,0.0,0
gaussian,1.425,8.0,201,3.0958667987963333e-15,3.708144902248023e-14,9.939562028157975e-13,7.005431233933401e-15,9.599855320851213e-14,7.897156503489595e-16,0.0,0
gaussian,1.425,8.0,401,3.036608311757401e-15,3.708144902248023e-14,1.1981621723504668e-12,8.501720652163984e-15,1.169214522748953e-13,9.730665291041568e-16,0.0,0
gaussian,1.425,8.0,801,3.0041841724173257e-15,5.928590951498336e-14,1.308125729400462e-12,9.311530264456036e-15,1.2827241323906676e-13,1.0733416654439874e-15,0.0,0
gaussian,1.425,10.0,201,1.7641942677392956e-16,4.1522341120980855e-14,5.546448490779101e-20,2.305523813279801e-22,1.6195345344174397e-21,5.06021694546176e-24,0.0,0
gaussian,1.425,10.0,401,1.6238786603711196e-16,2.375877272697835e-14,7.363358724248483e-20,3.0776455970458295e-22,2.1920154386273664e-21,6.931061527807482e-24,0.0,0
gaussian,1.425,10.0,801,1.4837868292363024e-16,2.375877272697835e-14,8.406257501577792e-20,3.5224360116414183e-22,2.5245772105289983e-21,8.026088216566152e-24,0.0,0
gaussian,2.0676,6.0,201,2.1592299822015976e-08,1.8678831814611385e-09,5.9415605556533374e-08,4.869921814944097e-09,8.871600210042341e-08,4.793989574353065e-09,0.0,0
gaussian,2.0676,6.0,401,2.14290239449414e-08,1.8518899747022033e-09,6.749461257650545e-08,5.557447364257596e-09,1.0091692542901337e-07,5.478361804146455e-09,0.0,0
gaussian,2.0676,6.0,801,2.1388130398542436e-08,1.8479167085416748e-09,7.165729327793264e-08,5.913093680897574e-09,1.0720651752749426e-07,5.832488835200892e-09,0.0,0
gaussian,2.0676,8.0,201,2.797788617349991e-14,3.774758283725532e-14,2.9340988296728056e-13,1.0278411665480924e-14,3.542044875267167e-13,9.915334012882586e-15,0.0,0
gaussian,2.0676,8.0,401,2.7334873711281255e-14,3.774758283725532e-14,3.5276810221633835e-13,1.2444325889557237e-14,4.2723338452290955e-13,1.2021516978718248e-14,0.0,0
gaussian,2.0676,8.0,801,2.716680988424546e-14,5.995204332975845e-14,3.8467246107374814e-13,1.361456399020113e-14,4.665700155957229e-13,1.3160287871401504e-14,0.0,0
gaussian,2.0676,10.0,201,1.1092670851296063e-16,4.107825191113079e-14,2.6348215199702134e-20,4.713602518079339e-22,2.0822817028346714e-20,3.8055946482053674e-22,0.0,0
gaussian,2.0676,10.0,401,1.0478756713676253e-16,2.353672812205332e-14,3.4656671916579696e-20,6.253801041937965e-22,2.75975531981938e-20,5.0696201717556755e-22,0.0,0
gaussian,2.0676,10.0,801,9.035397825845392e-17,2.353672812205332e-14,3.93983814630051e-20,7.137712153114509e-22,3.148218825981962e-20,5.796792940608412e-22,0.0,0
gaussian,3.0,6.0,201,3.4194274875931044e-09,1.8397461332142484e-09,8.78963906289475e-09,4.878277003309326e-09,1.627052237956343e-08,4.718140815866261e-09,0.0,0
gaussian,3.0,6.0,401,3.3931458810229795e-09,1.8240069454833474e-09,1.0014583191611284e-08,5.567114868383764e-09,1.853662710551783e-08,5.39170367660361e-09,0.0,0
gaussian,3.0,6.0,801,3.386563205321144e-09,1.8200974061244324e-09,1.0647360239421876e-08,5.9234467848870864e-09,1.9706265049775567e-08,5.740239439312313e-09,0.0,0
gaussian,3.0,8.0,201,4.395770805280328e-15,3.8191672047105385e-14,2.571049213607424e-14,1.0207511256792135e-14,6.008561953196955e-14,1.0155716340712252e-14,0.0,0
gaussian,3.0,8.0,401,4.2946341051392026e-15,3.8191672047105385e-14,3.1036093714985346e-14,1.2359810443250115e-14,7.243500215941937e-14,1.2302456067064133e-14,0.0,0
gaussian,3.0,8.0,801,4.2694171568023385e-15,6.039613253960852e-14,3.390720720531612e-14,1.3522782154637555e-14,7.908454557875896e-14,1.346247781071505e-14,0.0,0
gaussian,3.0,10.0,201,6.64560574954722e-17,4.1300296516055823e-14,1.611405778545431e-21,4.62850374698377e-22,4.4278100124455885e-21,4.647496949042025e-22,0.0,0
gaussian,3.0,10.0,401,5.868741237620094e-17,2.353672812205332e-14,2.128452218538235e-21,6.141707077442974e-22,5.8374169170379855e-21,6.167010162578848e-22,0.0,0
gaussian,3.0,10.0,801,5.1654743202012597e-17,2.375877272697835e-14,2.424344181193222e-21,7.010201950924042e-22,6.643070369253254e-21,7.039089572750946e-22,0.0,0
gaussian,0.05,6.0,201,0.044788276240764466,0.0012576862971471758,0.028863234419280622,0.00017235787209457772,0.586520245278434,0.0015827801509105273,0.0,1
gaussian,0.05,6.0,401,0.044901656529339966,0.0012550998440579164,0.03187483204028795,0.00019246925771055268,0.6180278313439093,0.0017281440968009254,0.0,1
gaussian,0.05,6.0,801,0.04492995150026528,0.0012544526644888698,0.03340782280098359,0.0002027205534382546,0.6333756455899837,0.0018016474323672331,0.0,1
gaussian,0.05,8.0,201,9.91129512178745e-15,3.730349362740526e-14,1.6380828418961477e-06,3.3816699688058163e-09,3.5532321869706124e-11,3.682780735815748e-14,0.002492420708955224,1
gaussian,0.05,8.0,401,7.646898471081026e-15,3.730349362740526e-14,1.9979395677214375e-06,4.131567410095126e-09,6.640190461850561e-11,6.900500243754996e-14,0.002374435006234414,1
gaussian,0.05,8.0,801,7.366877922774315e-15,5.950795411990839e-14,2.1929602047273587e-06,4.538507607419036e-09,8.782460322158748e-11,9.137248482950914e-14,0.0023359472534332086,1
gaussian,0.05,10.0,201,2.869698400503864e-15,4.1744385725905886e-14,7.761411932961204e-16,1.4982800299719386e-18,2.9017780627724057e-44,2.8426331010515634e-47,0.03703649720149254,1
gaussian,0.05,10.0,401,2.9975916256673487e-15,2.398081733190338e-14,1.1702731667567451e-15,2.2601218525520446e-18,2.1991197994899855e-43,2.154799178684827e-46,0.03624240180798005,1
gaussian,0.05,10.0,801,2.9980330664345595e-15,2.398081733190338e-14,1.4138782904456965e-15,2.7311310387879613e-18,5.185945207554707e-43,5.081954453377603e-46,0.03584508622034956,1
gaussian,0.0725,6.0,201,0.011082825937241166,0.00025641623706706973,0.01596509041447013,0.00010620232641839138,0.20569741817692014,0.0007394147440869699,0.0,1
gaussian,0.0725,6.0,401,0.011037801711121028,0.0002538303389398866,0.017738317193958027,0.00011933386054550317,0.22593499557715724,0.0008370514494850118,0.0,1
gaussian,0.0725,6.0,801,0.011026577519538285,0.0002531832108874088,0.018635339309159615,0.00012603596128883438,0.23602734585971075,0.0008870569884239284,0.0,1
gaussian,0.0725,8.0,201,2.6569953363136944e-15,3.708144902248023e-14,2.582932552513897e-07,3.4404873949039423e-10,1.7825332792047242e-12,1.9757516906748176e-15,0.0,1
gaussian,0.0725,8.0,401,2.464956030429206e-15,3.730349362740526e-14,3.1736872490664773e-07,4.2532710266297276e-10,3.1659851364439504e-12,3.5034836861372542e-15,0.0,1
gaussian,0.0725,8.0,801,2.4705023224971035e-15,5.950795411990839e-14,3.495565399378173e-07,4.698152428832796e-10,4.101057729201559e-12,4.535456667551331e-15,0.0,1
gaussian,0.0725,10.0,201,2.2232477578657388e-15,4.1522341120980855e-14,8.246999874061268e-17,8.486175269069563e-20,8.785453112470901e-40,8.889061387123677e-43,0.0003449549129353234,1
gaussian,0.0725,10.0,401,2.372630945271196e-15,2.375877272697835e-14,1.2453309794349758e-16,1.2833221346233547e-19,3.689705933805724e-39,3.7626250374655693e-42,0.0003117206982543641,1
gaussian,0.0725,10.0,801,2.4461779402119107e-15,2.398081733190338e-14,1.5056134916926885e-16,1.5525666468379632e-19,6.826991217332276e-39,6.98755246162779e-42,0.00029747971285892636,1
gaussian,0.1053,6.0,201,0.026772453690508416,0.0007358407125357402,0.014963468629897194,9.506955384872419e-05,0.35093532652801834,0.0009405198791995282,0.0,1
gaussian,0.1053,6.0,401,0.026771981705336716,0.0007334793694244723,0.0166198469333299,0.00010656216678706199,0.37681802873772624,0.0010366512937600725,0.0,1
gaussian,0.1053,6.0,801,0.026771870840220587,0.0007328890001123689,0.017458850947463096,0.00011241963605075874,0.38960002357122836,0.0010852421185607141,0.0,1
gaussian,0.1053,8.0,201,8.296972973461659e-11,4.212186155427844e-13,5.31745865836715e-07,1.2300994581980067e-09,3.704273063437516e-08,3.9525587351264835e-11,0.0,1
gaussian,0.1053,8.0,401,7.423331455162882e-11,3.788080960021034e-13,6.464878870639157e-07,1.5009703401915952e-09,5.393326223838758e-08,5.770050778884799e-11,0.0,1
gaussian,0.1053,8.0,801,7.198806725045988e-11,3.9013237085328e-13,7.08558392508308e-07,1.6478948608501412e-09,6.411804102236853e-08,6.86784924337836e-11,0.0,1
gaussian,0.1053,10.0,201,1.6275459761232694e-15,4.1300296516055823e-14,6.949115409661179e-16,1.2686911165353526e-18,1.3938446317081926e-28,1.373556413439077e-31,0.0,1
gaussian,0.1053,10.0,401,1.7567540634719008e-15,2.353672812205332e-14,1.0191749393571798e-15,1.865781929199784e-18,4.198020480774255e-28,4.1388427707767485e-31,0.0,1
gaussian,0.1053,10.0,801,1.8917226849220256e-15,2.353672812205332e-14,1.216453615028334e-15,2.229651283879679e-18,6.774655421359727e-28,6.680484894419979e-31,0.0,1
gaussian,0.1527,6.0,201,0.015470348589229542,0.0004892275835315374,0.011911504703791162,6.678630854182376e-05,0.23817562837502756,0.0007996102229556605,0.0,1
gaussian,0.1527,6.0,401,0.015447692709511273,0.000486839895912361,0.013243436530696893,7.493256370457098e-05,0.2579924970268716,0.0008919721170922241,0.0,1
gaussian,0.1527,6.0,801,0.015442041407278319,0.00048624260949070575,0.013918165820695407,7.908533879303599e-05,0.2678297367887279,0.0009388697785908461,0.0,1
gaussian,0.1527,8.0,201,4.597542127378003e-10,2.51820786445478e-12,7.28749426924074e-07,1.0397228330121705e-09,1.2447247520125824e-07,1.2332284985243917e-10,0.0,1
gaussian,0.1527,8.0,401,4.2427516671111675e-10,2.3168134077877767e-12,8.785717139196268e-07,1.2596822283001808e-09,1.7060746378033408e-07,1.6914061517778277e-10,0.0,1
gaussian,0.1527,8.0,801,4.1523464592374623e-10,2.2879476091475226e-12,9.591538369559697e-07,1.3784351119944673e-09,1.974800579477667e-07,1.958414204605579e-10,0.0,1
gaussian,0.1527,10.0,201,1.244706149200844e-15,4.1300296516055823e-14,3.327377087765983e-15,3.641854893453463e-18,2.000889458795217e-24,2.024189828077635e-27,0.0,1
gaussian,0.1527,10.0,401,1.3127280612509984e-15,2.353672812205332e-14,4.752793281275606e-15,5.2129717482972524e-18,4.705176352508807e-24,4.7464139199721164e-27,0.0,1
gaussian,0.1527,10.0,801,1.3088752259707079e-15,2.353672812205332e-14,5.60672449031339e-15,6.155450685458927e-18,6.859699059011512e-24,6.912187236871893e-27,0.0,1
gaussian,0.2216,6.0,201,0.015269997900479051,0.0006607730244905241,0.00808704838205432,6.672612264736084e-05,0.12285042898745477,0.0009893267091174614,0.0,1
gaussian,0.2216,6.0,401,0.015236983487595113,0.0006577957307871696,0.009007614913221731,7.479906510712218e-05,0.1347102642596234,0.0011016471873159953,0.0,1
gaussian,0.2216,6.0,801,0.015228737889998416,0.0006570510421823883,0.009474016323977562,7.890975683316244e-05,0.14063911815394947,0.0011585184812181169,0.0,1
gaussian,0.2216,8.0,201,3.0610484175398655e-09,2.9037661164466044e-11,9.280902411660247e-07,1.8214551467545562e-09,2.9076762029739094e-07,7.367318022878663e-10,0.0,1
gaussian,0.2216,8.0,401,2.8975143815450943e-09,2.7397861757094688e-11,1.1096738763419117e-06,2.1910395500017716e-09,3.802175157590018e-07,9.617386866507384e-10,0.0,1
gaussian,0.2216,8.0,801,2.856124085784931e-09,2.7004398717167533e-11,1.2067723643802807e-06,2.3895861555246337e-09,4.308869917418033e-07,1.0891812522430224e-09,0.0,1
gaussian,0.2216,10.0,201,1.0135699317494176e-15,4.1300296516055823e-14,1.5418537519414252e-14,2.0468726625105703e-17,2.506958716342838e-19,2.50665305017767e-22,0.0,1
gaussian,0.2216,10.0,401,1.0657329909760092e-15,2.353672812205332e-14,2.1442984576559166e-14,2.856432271886005e-17,4.3263843347542833e-19,4.33894375455361e-22,0.0,1
gaussian,0.2216,10.0,801,1.0703451931550054e-15,2.353672812205332e-14,2.499559341408287e-14,3.3348881128930275e-17,5.541364821601723e-19,5.565180702105465e-22,0.0,1
gaussian,0.3215,6.0,201,0.015253443806579121,0.0005798551710953781,0.005887947977174969,3.636730004023306e-05,0.16026567014138077,0.0006738580943778757,0.0,1
gaussian,0.3215,6.0,401,0.015235435365552111,0.0005779802371543852,0.006563987946777327,4.0804763058636227e-05,0.17416999601596267,0.0007479176617432634,0.0,1
gaussian,0.3215,6.0,801,0.015230937770748467,0.0005775112516559489,0.006906736873212853,4.306635095536104e-05,0.18109550087764134,0.000785388637934004,0.0,1
gaussian,0.3215,8.0,201,1.7422893251928105e-07,1.4033949558012182e-09,1.3168663318111918e-06,2.370327324650167e-09,1.3523508474945035e-05,1.7158897569740663e-08,0.0,1
gaussian,0.3215,8.0,401,1.6842733868909827e-07,1.3525953690418646e-09,1.5609192150948538e-06,2.819827599863248e-09,1.6630120994196014e-05,2.1178781122509565e-08,0.0,1
gaussian,0.3215,8.0,801,1.6696645882452938e-07,1.3398149256715897e-09,1.6905780747699397e-06,3.059341933813694e-09,1.8321243288023194e-05,2.337304933937682e-08,0.0,1
gaussian,0.3215,10.0,201,7.415725622693441e-16,4.1300296516055823e-14,9.05541823574357e-14,1.254880481831976e-16,4.253659888178686e-16,4.508331017266127e-19,0.0,1
gaussian,0.3215,10.0,401,7.323012596422149e-16,2.353672812205332e-14,1.224644856339664e-13,1.7016757971585521e-16,6.933558301209924e-16,7.360771034699195e-19,0.0,1
gaussian,0.3215,10.0,801,8.215194889152307e-16,2.353672812205332e-14,1.4096887120024908e-13,1.9612133428052523e-16,8.664575859358582e-16,9.205089716460064e-19,0.0,1
gaussian,0.4665,6.0,201,0.008027394093395456,0.00039129031870066555,0.0012420473652313766,1.9118280612612268e-05,0.043896663018012504,0.0005342971191858586,0.0,1
gaussian,0.4665,6.0,401,0.00800655625038387,0.00038968325733579334,0.0013909390418587473,2.1500569121130357e-05,0.04843529200156186,0.0005963495157457815,0.0,1
gaussian,0.4665,6.0,801,0.00800134573335973,0.0003892811522934192,0.0014666277896829313,2.2716421394357767e-05,0.050714693335673085,0.0006278034319491379,0.0,1
gaussian,0.4665,8.0,201,4.789427874555171e-08,6.17938589186906e-10,6.50626273739586e-08,4.56782203822446e-10,1.6292258192390602e-06,6.6293643904632996e-09,0.0,1
gaussian,0.4665,8.0,401,4.649297041541704e-08,5.979527983868138e-10,7.761027919398658e-08,5.4683829814373e-10,1.9916555732561237e-06,8.14303436390616e-09,0.0,1
gaussian,0.4665,8.0,801,4.6140336140649724e-08,5.929412516536559e-10,8.431063338208573e-08,5.950632027343226e-10,2.1883422442307955e-06,8.967574225670534e-09,0.0,1
gaussian,0.4665,10.0,201,4.98954645925902e-16,4.1300296516055823e-14,3.5169423757713094e-15,1.892902996080667e-17,4.4133873719412015e-15,5.668205445575525e-18,0.0,1
gaussian,0.4665,10.0,401,5.190386978024993e-16,2.353672812205332e-14,4.743693700761006e-15,2.5601351868772266e-17,6.274322983318081e-15,8.19519428066377e-18,0.0,1
gaussian,0.4665,10.0,801,5.28441426320221e-16,2.398081733190338e-14,5.454181841594087e-15,2.9472477495237793e-17,7.386071597432215e-15,9.722084114246858e-18,0.0,1
gaussian,0.6769,6.0,201,0.0014897680308361512,5.219402248912708e-05,0.0003855613584563815,3.375528521439677e-06,0.009944352440100935,8.497671921527038e-05,0.0,1
gaussian,0.6769,6.0,401,0.0014845470062786995,5.1926938813728896e-05,0.0004327876401726137,3.8091912462349416e-06,0.011060251489219651,9.548959065016903e-05,0.0,1
gaussian,0.6769,6.0,801,0.0014832408106659656,5.1860086623056745e-05,0.0004568379477673032,4.031247050566111e-06,0.011624318028652492,0.00010084855333910897,0.0,1
gaussian,0.6769,8.0,201,8.95399930988526e-09,1.0005662964829298e-10,1.937488043754725e-08,5.051885951605413e-11,2.8629175323831617e-07,9.142573907489067e-10,0.0,1
gaussian,0.6769,8.0,401,8.71808147095495e-09,9.720091398435216e-11,2.3035980745884457e-08,6.044855568549086e-11,3.4638981401747247e-07,1.1125962919325471e-09,0.0,1
gaussian,0.6769,8.0,801,8.658746317751207e-09,9.650458210330726e-11,2.4986288247564155e-08,6.576498809592149e-11,3.787917898329934e-07,1.219979561292688e-09,0.0,1
gaussian,0.6769,10.0,201,3.2054191685166365e-16,4.1300296516055823e-14,2.418766282631871e-15,3.82690498912307e-18,1.0772215582143107e-15,2.3832145552943535e-18,0.0,1
