seed,depth,width,n_params,t,net_rms,radius_d_rms,ratio_net_over_radius
0,6,24,8977,0.1,0.028515885973806603,0.0002116649298472812,134.7218265887559
0,6,24,8977,0.2,0.04476722160658544,0.0024550820914932573,18.23451108282763
0,6,24,8977,0.4,0.07804419328125028,0.016462041972677057,4.7408573863913395
0,6,24,8977,0.8,0.15611119570970772,0.06406979585035258,2.4365801956718522
0,6,24,8977,1.6,0.3128610616590617,0.10314155988394855,3.0333171421014242
1,6,24,8977,0.1,0.015540542603450879,0.0002116649298472812,73.42048876336561
1,6,24,8977,0.2,0.02543910769803138,0.0024550820914932573,10.361815511659133
1,6,24,8977,0.4,0.0439456800416064,0.016462041972677057,2.6695157328930046
1,6,24,8977,0.8,0.10589034697850741,0.06406979585035258,1.6527342653913684
1,6,24,8977,1.6,0.21299544081353078,0.10314155988394855,2.0650787233893513
2,6,24,8977,0.1,0.02030212743646586,0.0002116649298472812,95.9163497283848
2,6,24,8977,0.2,0.026356902956335915,0.0024550820914932573,10.735650366910878
2,6,24,8977,0.4,0.053212635172557136,0.016462041972677057,3.2324443869646933
2,6,24,8977,0.8,0.12351241739568529,0.06406979585035258,1.927779162652125
2,6,24,8977,1.6,0.23413348221165167,0.10314155988394855,2.270020760545903
