t,trial,alpha,delta,posterior_mean_mse,posterior_mean_rel_error,score_mse,score_rel_error,score_cosine,score_max_abs_error,identity_residual,grid_self_conv_rel_error,legacy_vs_analytic_max_abs_mean
0.05,52,0.951229424500714,0.09516258196404048,0.0030251207310706893,0.05528245523454688,0.30226010570950856,0.30884397944978753,0.9517226589152291,1.8086949754161896,1.2163548963673214e-15,1.1899509176626798e-05,3.0022111628280612e-05
0.05,53,0.951229424500714,0.09516258196404048,0.0023908765993081475,0.06243929385179999,0.23888851979454595,0.2838904983900501,0.9595210549927903,1.6855730406152116,1.2616967144803047e-15,1.264906758774153e-05,1.971065023276264e-05
0.05,54,0.951229424500714,0.09516258196404048,0.0009395834204674791,0.03917003257821814,0.09388008256215466,0.21196548654791386,0.9912250405250812,0.7076148395643826,1.5650647953226587e-15,2.1473019267279855e-05,4.474122995645757e-06
0.05,55,0.951229424500714,0.09516258196404048,0.0017003721908262477,0.0423865456749619,0.1698955922207922,0.21966708848982708,0.9782442403355227,0.8917705463468111,1.4562819008883346e-15,9.396974928086388e-06,1.4841791619701894e-05
0.05,56,0.951229424500714,0.09516258196404048,0.002312517690752285,0.04390653349245967,0.2310591555843467,0.22296529760780442,0.9766503431484461,0.9471093176189611,1.0575313934272003e-15,8.708947467483315e-06,3.0262357234578374e-05
0.05,57,0.951229424500714,0.09516258196404048,0.005647913254660468,0.06311095292670689,0.5643209012645247,0.3842858250643822,0.9378503368416153,2.4201568239489237,8.409057894112001e-16,1.024752805766919e-05,0.00026409194850085527
0.05,58,0.951229424500714,0.09516258196404048,0.002401792975307632,0.04531898117255134,0.23997924815116298,0.2075755998386538,0.9782553150770888,0.9971242907561924,1.6988075548323747e-15,8.922711758216964e-06,6.184299568601226e-05
0.05,59,0.951229424500714,0.09516258196404048,0.002082221045121945,0.032251972893935575,0.20804867281656136,0.24432088399503987,0.9698685745674104,0.8896116487529624,2.021975220788135e-15,9.841264732049763e-06,0.0002993433713704974
0.0725,0,0.9300657466602784,0.1349777068892587,0.020482828774297,0.05467353283590678,0.9725079118569464,0.5219929079068936,0.8982283545071776,3.1071364969192814,1.5026891015116012e-15,5.905581514717981e-06,0.13805601126142975
0.0725,1,0.9300657466602784,0.1349777068892587,0.006264528059844289,0.05540179553502529,0.29743465462609214,0.32866897796706457,0.9508124895115712,1.9994011106054426,1.2817487827093035e-15,6.3236001697518095e-06,0.0005181655517467743
0.0725,2,0.9300657466602784,0.1349777068892587,0.00144219256486817,0.05517426903388396,0.06847412021114721,0.15154151925747414,0.9957091450795074,0.5801841313461265,1.152059715439477e-15,1.0509942177277385e-05,1.1447689886701085e-05
0.0725,3,0.9300657466602784,0.1349777068892587,0.001666850478853681,0.0768903531524501,0.07914069372106929,0.13606142201866975,0.9939106377252171,0.6234454839282333,1.0737849372584985e-15,7.469683572474411e-06,3.1700655329092164e-06
0.0725,4,0.9300657466602784,0.1349777068892587,0.002230361122708141,0.05563347882511907,0.10589571694577878,0.15658700915788057,0.9881276295170135,0.8650646308891603,9.211127179367629e-16,4.254939773793023e-06,4.050881180295285e-05
0.0725,5,0.9300657466602784,0.1349777068892587,0.001402585826970137,0.06300582444123194,0.06659362477796679,0.18536695156490784,0.9862628547369426,0.5354804716343167,6.788337827097798e-16,1.1640843664107168e-05,1.2682988869139322e-05
0.0725,6,0.9300657466602784,0.1349777068892587,0.0027565117275989964,0.05094593963671722,0.13087691616015518,0.2376880442602468,0.9715933625987964,1.0153519816788446,1.2215847065923488e-15,4.792780609490717e-06,8.435861175604131e-05
0.0725,7,0.9300657466602784,0.1349777068892587,0.0067756127950354865,0.06861423736742575,0.3217005387029274,0.3026945303216873,0.9551165565002354,1.8344247244761434,6.726550475354292e-16,3.6823217380328816e-06,5.93999568950232e-05
0.0725,8,0.9300657466602784,0.1349777068892587,0.0019030745254187264,0.09755732822364765,0.09035641772026842,0.20744705897886426,0.9792199121750157,0.7788956262951485,7.928322192818855e-16,1.2803687682480499e-05,7.76350384350255e-06
0.0725,9,0.9300657466602784,0.1349777068892587,0.0017410272804099832,0.09759624433158047,0.08266254742519578,0.17116880730394268,0.9976650277905098,0.6522793055699658,7.101398133906831e-16,9.952996486254473e-06,3.0721348305284835e-06
0.0725,10,0.9300657466602784,0.1349777068892587,0.0013865080690747753,0.05391851554921989,0.06583026601876163,0.13070104723636436,0.9963240495512199,0.5806391978050844,1.4229995454667958e-15,5.2893619513309394e-06,1.8121878063492858e-05
