seed,n_chains,t,method,n_params,score_rel_l2
7,32,0.1,em_bp,13,0.12688877773883217
7,32,0.1,local_cnn_oracle_r,6593,0.16188884707194606
7,32,0.1,global_mlp,25505,1.2765215249785
7,32,0.2,em_bp,13,0.07388513686240115
7,32,0.2,local_cnn_oracle_r,6593,0.15215568926098683
7,32,0.2,global_mlp,25505,0.8606917398821635
7,32,0.4,em_bp,13,0.07207826536893783
7,32,0.4,local_cnn_oracle_r,6593,0.13558681630999908
7,32,0.4,global_mlp,25505,0.5389316458225657
7,32,0.8,em_bp,13,0.0665265625321118
7,32,0.8,local_cnn_oracle_r,6593,0.08524882090512685
7,32,0.8,global_mlp,25505,0.23858702384834926
7,32,1.6,em_bp,13,0.047290730928459326
7,32,1.6,local_cnn_oracle_r,6593,0.04409704785541996
7,32,1.6,global_mlp,25505,0.07498532499946331
7,128,0.1,em_bp,13,0.037766906996971626
7,128,0.1,local_cnn_oracle_r,6593,0.11671647299845299
7,128,0.1,global_mlp,25505,0.7940042844741149
7,128,0.2,em_bp,13,0.023447366959759262
7,128,0.2,local_cnn_oracle_r,6593,0.09502528851678203
7,128,0.2,global_mlp,25505,0.6130176743018171
7,128,0.4,em_bp,13,0.01773800405802249
7,128,0.4,local_cnn_oracle_r,6593,0.06879929480544379
7,128,0.4,global_mlp,25505,0.3525658761578081
7,128,0.8,em_bp,13,0.012463623553473626
7,128,0.8,local_cnn_oracle_r,6593,0.060047912078378056
7,128,0.8,global_mlp,25505,0.1856552382327738
7,128,1.6,em_bp,13,0.009129434858969089
7,128,1.6,local_cnn_oracle_r,6593,0.025621099883541956
7,128,1.6,global_mlp,25505,0.05627681819112254
7,512,0.1,em_bp,13,0.044119461051651626
7,512,0.1,local_cnn_oracle_r,6593,0.08624303347597236
7,512,0.1,global_mlp,25505,0.3523261536734593
7,512,0.2,em_bp,13,0.023015644825128672
7,512,0.2,local_cnn_oracle_r,6593,0.09814510972396868
7,512,0.2,global_mlp,25505,0.2718013331345999
7,512,0.4,em_bp,13,0.014932861026431469
7,512,0.4,local_cnn_oracle_r,6593,0.08035320269498428
7,512,0.4,global_mlp,25505,0.1878132234656046
7,512,0.8,em_bp,13,0.008346810860936516
7,512,0.8,local_cnn_oracle_r,6593,0.04169864658317074
7,512,0.8,global_mlp,25505,0.0847424048339817
7,512,1.6,em_bp,13,0.0053262711191657385
7,512,1.6,local_cnn_oracle_r,6593,0.013771580760883098
7,512,1.6,global_mlp,25505,0.027279294953997658
7,2048,0.1,em_bp,13,0.04036091698273443
7,2048,0.1,local_cnn_oracle_r,6593,0.0978494042507438
7,2048,0.1,global_mlp,25505,0.22835805813328364
7,2048,0.2,em_bp,13,0.0156566308470024
7,2048,0.2,local_cnn_oracle_r,6593,0.07730691780463156
7,2048,0.2,global_mlp,25505,0.16250989684799905
7,2048,0.4,em_bp,13,0.0054652243659619616
7,2048,0.4,local_cnn_oracle_r,6593,0.04795164766964699
7,2048,0.4,global_mlp,25505,0.12873985321181183
7,2048,0.8,em_bp,13,0.0031806702421043353
7,2048,0.8,local_cnn_oracle_r,6593,0.033761883633450805
7,2048,0.8,global_mlp,25505,0.060004374666902865
7,2048,1.6,em_bp,13,0.00291210569824383
7,2048,1.6,local_cnn_oracle_r,6593,0.012650211838215793
7,2048,1.6,global_mlp,25505,0.029567575690944523
