n_chains,n_components,design,seed,n_updates,final_log_evidence,monotone_violations,settle_rho,settle_innovation_var,settle_innovation_excess_kurtosis,final_innovation_excess_kurtosis,final_innovation_var,final_rho,final_abs_rho_score,final_min_sd_over_dx,final_min_component_mass,final_effective_components
512,4,low,0,800,-18333.972888763514,0,41,33,44,3.5440239199387014,0.27099429159646904,0.8541946088359881,3.6818044121912363e-07,6.13819884857389,0.1414486438699808,3.777198857079209
512,4,low,1,800,-18386.438883188992,0,44,36,318,2.9667824986157187,0.26922336782298134,0.8556888627987405,3.618098443810807e-07,7.498186129990517,0.06996693294795658,3.0720427471702507
512,4,low,2,800,-18441.597911968947,0,43,32,237,2.6082968152308075,0.2681974990699277,0.8525847759945396,7.236835260811764e-07,7.731628550402851,0.06238832078506687,3.1773050483601293
512,4,low,3,800,-18581.018103200295,0,53,39,68,2.649072584009021,0.2796767436706245,0.8545285562221303,2.5427111135573607e-07,7.115878215374006,0.17793426853506555,3.8876467064947335
