seed,n_chains,t,method,n_params,score_rel_l2
9,32,0.1,em_bp,13,0.25318660013574484
9,32,0.1,local_cnn_oracle_r,6593,0.22062604550560808
9,32,0.1,global_mlp,25505,1.195536999310484
9,32,0.2,em_bp,13,0.14093920815932515
9,32,0.2,local_cnn_oracle_r,6593,0.14099340002721922
9,32,0.2,global_mlp,25505,0.8342386766971353
9,32,0.4,em_bp,13,0.08323379734876067
9,32,0.4,local_cnn_oracle_r,6593,0.11532396803959628
9,32,0.4,global_mlp,25505,0.4909438235208565
9,32,0.8,em_bp,13,0.046410416785622646
9,32,0.8,local_cnn_oracle_r,6593,0.06324646821828231
9,32,0.8,global_mlp,25505,0.23577619386185336
9,32,1.6,em_bp,13,0.02498897807030135
9,32,1.6,local_cnn_oracle_r,6593,0.03452235565977654
9,32,1.6,global_mlp,25505,0.08191871103986158
9,128,0.1,em_bp,13,0.05890148440635812
9,128,0.1,local_cnn_oracle_r,6593,0.11256008556082156
9,128,0.1,global_mlp,25505,0.665954127018481
9,128,0.2,em_bp,13,0.03067001087784097
9,128,0.2,local_cnn_oracle_r,6593,0.1088684578541504
9,128,0.2,global_mlp,25505,0.4629538903039637
9,128,0.4,em_bp,13,0.022882972232901838
9,128,0.4,local_cnn_oracle_r,6593,0.08496077144991764
9,128,0.4,global_mlp,25505,0.3462912274218601
9,128,0.8,em_bp,13,0.016933382284311748
9,128,0.8,local_cnn_oracle_r,6593,0.051380092784738395
9,128,0.8,global_mlp,25505,0.15325701749395026
9,128,1.6,em_bp,13,0.009809702586649585
9,128,1.6,local_cnn_oracle_r,6593,0.018724734312935455
9,128,1.6,global_mlp,25505,0.053128858900798374
9,512,0.1,em_bp,13,0.049652386739359254
9,512,0.1,local_cnn_oracle_r,6593,0.07910966393391897
9,512,0.1,global_mlp,25505,0.3353224355931634
9,512,0.2,em_bp,13,0.01998166893529106
9,512,0.2,local_cnn_oracle_r,6593,0.08516015355541916
9,512,0.2,global_mlp,25505,0.25019069975708713
9,512,0.4,em_bp,13,0.009712642128630565
9,512,0.4,local_cnn_oracle_r,6593,0.06679180020432224
9,512,0.4,global_mlp,25505,0.18534590189351857
9,512,0.8,em_bp,13,0.005821190728769836
9,512,0.8,local_cnn_oracle_r,6593,0.037019081468004915
9,512,0.8,global_mlp,25505,0.09713534231873767
9,512,1.6,em_bp,13,0.004073992267310589
9,512,1.6,local_cnn_oracle_r,6593,0.01197151427826231
9,512,1.6,global_mlp,25505,0.024628517742275462
9,2048,0.1,em_bp,13,0.029195374248575257
9,2048,0.1,local_cnn_oracle_r,6593,0.07403526269745085
9,2048,0.1,global_mlp,25505,0.20982516485289385
9,2048,0.2,em_bp,13,0.013094785122087073
9,2048,0.2,local_cnn_oracle_r,6593,0.07662400169127445
9,2048,0.2,global_mlp,25505,0.15421107217573551
9,2048,0.4,em_bp,13,0.006523473123275868
9,2048,0.4,local_cnn_oracle_r,6593,0.057084375953177925
9,2048,0.4,global_mlp,25505,0.13617860413590552
9,2048,0.8,em_bp,13,0.005162982957367932
9,2048,0.8,local_cnn_oracle_r,6593,0.031321312739365115
9,2048,0.8,global_mlp,25505,0.05559037332780182
9,2048,1.6,em_bp,13,0.003781030402843357
9,2048,1.6,local_cnn_oracle_r,6593,0.013731409984391686
9,2048,1.6,global_mlp,25505,0.02419956521558946
