n_chains,n_edges,gauss_rho_rmse,gauss_q_rmse,mixture_rho_rmse,mixture_var_rmse
64,1984,0.015370345102165594,0.03898034063567598,0.021904279897109302,0.03994930135709931
128,3968,0.012584838931642806,0.022449753715495065,0.006750211065390945,0.017728211937704182
256,7936,0.012657522242271688,0.020783244849338765,0.010802805549539045,0.011852960695961506
512,15872,0.0097920445103843,0.0107403572494319,0.0070221246484913616,0.014146699156527762
1024,31744,0.005189812784727068,0.007053737744738253,0.005012089946944863,0.00956795545859367
