family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,rate_over_gaussian
gaussian,0.0,0.85,1.6,8,0.07369195349934404,0.8136279290109805,0.00432101256168291,1.0
laplace,3.0,0.85,0.05,1,0.03925672395608836,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,2,0.009329041674711958,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,3,0.00242751701630314,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,4,0.0006133894813664377,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,5,0.0001416509125101231,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,6,4.385195400876075e-05,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,7,7.448340833331729e-06,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.05,8,1.9816527450593423e-06,0.24417479647449608,0.0043013559047801785,1.216519453794436
laplace,3.0,0.85,0.1,1,0.07842073202111505,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,2,0.02784106157062632,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,3,0.010570388153587133,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,4,0.003254300655368666,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,5,0.0011930840092786903,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,6,0.0004216826374179924,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,7,0.00012707521816928219,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.1,8,5.544801651102688e-05,0.34912078191265183,0.004105261425814532,1.1151393939479135
laplace,3.0,0.85,0.2,1,0.14758282149260904,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,2,0.06807060881303403,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,3,0.03307187435727087,0.46950223524079004,0.0033845888147978733,1.073369855071238
laplace,3.0,0.85,0.2,4,0.013930174570912316,0.46950223524079004,0.0033845888147978733,1.073369855071238
