seed,n_chains,t,method,n_params,score_rel_l2
14,32,0.1,em_bp,13,0.11866653716940552
14,32,0.1,local_cnn_oracle_r,6593,0.17910197909119507
14,32,0.1,global_mlp,25505,1.1862094809954697
14,32,0.2,em_bp,13,0.06662076738431122
14,32,0.2,local_cnn_oracle_r,6593,0.1454388801387481
14,32,0.2,global_mlp,25505,0.8316135315042137
14,32,0.4,em_bp,13,0.04026090961379319
14,32,0.4,local_cnn_oracle_r,6593,0.12433183500191125
14,32,0.4,global_mlp,25505,0.43747269670415107
14,32,0.8,em_bp,13,0.020636357569225137
14,32,0.8,local_cnn_oracle_r,6593,0.07644193198422686
14,32,0.8,global_mlp,25505,0.19985079610012346
14,32,1.6,em_bp,13,0.014786445069917793
14,32,1.6,local_cnn_oracle_r,6593,0.034816985323704266
14,32,1.6,global_mlp,25505,0.052006475464604275
14,128,0.1,em_bp,13,0.05431527804068178
14,128,0.1,local_cnn_oracle_r,6593,0.1156895258993117
14,128,0.1,global_mlp,25505,0.8365768239639659
14,128,0.2,em_bp,13,0.03786478828919773
14,128,0.2,local_cnn_oracle_r,6593,0.09528524340142877
14,128,0.2,global_mlp,25505,0.5839239935698972
14,128,0.4,em_bp,13,0.03078961271645643
14,128,0.4,local_cnn_oracle_r,6593,0.08044530202321036
14,128,0.4,global_mlp,25505,0.3825069915388618
14,128,0.8,em_bp,13,0.023988731683223814
14,128,0.8,local_cnn_oracle_r,6593,0.04799287832949061
14,128,0.8,global_mlp,25505,0.19754417578027775
14,128,1.6,em_bp,13,0.017220985610049453
14,128,1.6,local_cnn_oracle_r,6593,0.019095292756720932
14,128,1.6,global_mlp,25505,0.06024706788533134
14,512,0.1,em_bp,13,0.05267451215269472
14,512,0.1,local_cnn_oracle_r,6593,0.08832212988295031
14,512,0.1,global_mlp,25505,0.37911554030314243
14,512,0.2,em_bp,13,0.03715052423146207
14,512,0.2,local_cnn_oracle_r,6593,0.08057514714096123
14,512,0.2,global_mlp,25505,0.28684416537335944
14,512,0.4,em_bp,13,0.023553706441125134
14,512,0.4,local_cnn_oracle_r,6593,0.0650392157297928
14,512,0.4,global_mlp,25505,0.20570169897777657
14,512,0.8,em_bp,13,0.013627204702865034
14,512,0.8,local_cnn_oracle_r,6593,0.04411611695151482
14,512,0.8,global_mlp,25505,0.09361296367993455
14,512,1.6,em_bp,13,0.005562517821223686
14,512,1.6,local_cnn_oracle_r,6593,0.012568183671562956
14,512,1.6,global_mlp,25505,0.03172737153456207
14,2048,0.1,em_bp,13,0.042175508108849256
14,2048,0.1,local_cnn_oracle_r,6593,0.07238360694324454
14,2048,0.1,global_mlp,25505,0.2483734080423045
14,2048,0.2,em_bp,13,0.017592935773957052
14,2048,0.2,local_cnn_oracle_r,6593,0.07095720912655099
14,2048,0.2,global_mlp,25505,0.1790019870956429
14,2048,0.4,em_bp,13,0.007576895752793899
14,2048,0.4,local_cnn_oracle_r,6593,0.05491666432792457
14,2048,0.4,global_mlp,25505,0.1497627075688704
14,2048,0.8,em_bp,13,0.003928728596651939
14,2048,0.8,local_cnn_oracle_r,6593,0.03667074866219796
14,2048,0.8,global_mlp,25505,0.06418371008467143
14,2048,1.6,em_bp,13,0.002742482698351604
14,2048,1.6,local_cnn_oracle_r,6593,0.012939915206982525
14,2048,1.6,global_mlp,25505,0.017523695900004393
