t,rr_nearest_neighbor_intensity,tt_nearest_neighbor_intensity,fro_integrated_offdiag_intensity,offdiag_fraction,rr_integrated_length,tt_integrated_length,rr_L95_response_mass,tt_L95_response_mass
0.03,0.8306053465823414,1.5807120518484794,16.024426475901365,0.425126408530091,1.9504479715031395,4.972852375114854,5,9
0.06,0.242012334150687,0.6600000590302615,8.38837098516173,0.4189580321082459,2.13264281579482,6.431641539972115,6,9
0.1,0.0959449098614548,0.3550469607119428,5.165541162784406,0.4111359840531668,2.4410980355599623,7.413447215286986,8,9
0.2,0.0288047969713133,0.1650156617431177,2.7582286433555483,0.400261696787828,3.5550883008821046,8.533972452987774,9,9
0.4,0.0157221870566161,0.0912217708675774,1.722303794079238,0.4087187970000218,7.137342639764526,9.35841318855724,9,9
0.7,0.0316349649035137,0.0646827295671428,1.4287382124694044,0.4401504007043019,9.740176024165422,9.686520953399882,10,10
1.0,0.0220467141640068,0.0377119406272145,0.8474284195286166,0.3466025375805597,9.66455129132854,9.768707375483569,10,10
1.5,0.0178224457386765,0.0200366988951369,0.5088973146420831,0.2581221266138438,9.850120292786226,9.816845722945944,10,10
2.0,0.0080577773093465,0.0080481878837553,0.2150775275400125,0.1307977264583982,9.810475702158437,9.830679924190283,10,10
