beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
0.5,em_bp,0.1,0.017567732070851497,1.0,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,cnn,0.1,0.04818756614428199,2.7429588492094057,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,mlp,0.1,0.0719381224947377,4.094900935681842,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,em_bp,0.2,0.0205791361343601,1.0,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,cnn,0.2,0.06771046576935198,3.290248207080895,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,mlp,0.2,0.10557630310429376,5.130259230270484,0.8860218432093265,1726.060495309066,401,0.0,41,eps,eps,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,em_bp,0.4,0.03272260163415061,1.0,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,cnn,0.4,0.10131091426716342,3.0960531622715264,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,mlp,0.4,0.15564874409860413,4.756612748546341,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,em_bp,0.8,0.06543149565692435,1.0,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,cnn,0.8,0.18096836521138587,2.7657684329921732,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,mlp,0.8,0.17927177461199473,2.7398391678522347,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,em_bp,1.6,0.13207058568073596,1.0,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,cnn,1.6,0.3815703487099885,2.8891395214403524,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
0.5,mlp,1.6,0.21757570700806353,1.6474198693570228,0.8860218432093265,1726.060495309066,401,0.0,41,x0,x0,-0.0015080168589073992,0.21333770142431838,2.732916258044396
