n_components,n_chains,seed,iter,log_evidence,seconds
2,2048,0,0,-457038.49844151543,13.416502937907353
2,2048,0,1,-447195.03663493687,13.439355558948591
2,2048,0,2,-440059.5664997172,13.178864808054641
2,2048,0,3,-434857.8655631715,13.552759305108339
2,2048,0,4,-431052.82957848307,13.354979020077735
2,2048,0,5,-428245.9835869203,13.635676526930183
2,2048,0,6,-426149.7715481519,13.401615066919476
2,2048,0,7,-424563.3003193636,13.665345964953303
2,2048,0,8,-423347.7003225363,13.403241341002285
2,2048,0,9,-422406.2221942942,13.641561402007937
2,2048,0,10,-421670.3424785574,13.39817379694432
2,2048,0,11,-421090.64240919735,13.634299673838541
2,2048,0,12,-420630.8825705735,13.40949485800229
2,2048,0,13,-420264.10021249676,13.70607612398453
2,2048,0,14,-419969.98256430327,13.398187606828287
2,2048,0,15,-419733.06009205274,13.615549562964588
2,2048,0,16,-419541.4394309199,13.39547849399969
2,2048,0,17,-419385.8997494378,13.659434334840626
2,2048,0,18,-419259.2388150216,13.409180192044005
2,2048,0,19,-419155.79361786845,13.635633382946253
2,2048,0,20,-419071.08488439425,13.406612001126632
2,2048,0,21,-419001.5507093944,13.648964199004695
2,2048,0,22,-418944.34507611534,13.420604266924784
2,2048,0,23,-418897.184144953,13.658571114065126
2,2048,0,24,-418858.22806435113,13.45737064187415
2,2048,0,25,-418825.98944289086,13.673569117905572
2,2048,0,26,-418799.2620033644,13.415424158098176
2,2048,0,27,-418777.0646348858,13.673123904969543
2,2048,0,28,-418758.59727872675,13.418565241852775
2,2048,0,29,-418743.20596985414,13.651926217833534
2,2048,0,30,-418730.35500624304,13.32458205614239
2,2048,0,31,-418719.6046990877,13.59493846190162
2,2048,0,32,-418710.5935159272,13.343127927975729
2,2048,0,33,-418703.0236985311,13.622074260143563
2,2048,0,34,-418696.64964173106,13.404996603028849
2,2048,0,35,-418691.2684751859,13.574870154028758
2,2048,0,36,-418686.71240962716,13.33299421495758
2,2048,0,37,-418682.8425014144,13.581098762108013
2,2048,0,38,-418679.5435608879,13.352547937072814
2,2048,0,39,-418676.7199859158,13.614706090185791
2,2048,1,0,-458051.6211529261,13.19993162015453
2,2048,1,1,-447403.9337472323,13.327562041115016
2,2048,1,2,-439967.84731595404,12.975340342149138
2,2048,1,3,-434669.79895374586,13.365668459096923
2,2048,1,4,-430841.4125671598,13.168350939871743
2,2048,1,5,-428035.2143106791,13.508035995066166
2,2048,1,6,-425947.7709626552,13.242154237814248
2,2048,1,7,-424373.11164815334,13.661867836024612
2,2048,1,8,-423170.360248753,13.412436274113134
2,2048,1,9,-422241.7257840818,13.676030032103881
2,2048,1,10,-421518.09423379647,13.35688200010918
2,2048,1,11,-420949.73737472726,13.696308393962681
2,2048,1,12,-420500.2870295509,13.425904111936688
2,2048,1,13,-420142.76098180644,13.67496897908859
2,2048,1,14,-419856.8880324082,13.369745325064287
2,2048,1,15,-419627.27092954365,13.551654770970345
2,2048,1,16,-419442.1012912487,13.29009292088449
2,2048,1,17,-419292.24576079176,13.549371165921912
2,2048,1,18,-419170.58657158894,13.242992657935247
2,2048,1,19,-419071.53942929726,13.561191227985546
2,2048,1,20,-418990.6968644704,13.256007442018017
2,2048,1,21,-418924.56158870587,13.561295537976548
2,2048,1,22,-418870.3452167093,13.216221641050652
2,2048,1,23,-418825.8149993675,13.600975112058222
2,2048,1,24,-418789.17618626705,13.314743472030386
2,2048,1,25,-418758.9810803647,13.645639112917706
2,2048,1,26,-418734.05826375145,13.3503129449673
2,2048,1,27,-418713.4571887925,13.615096274064854
