n_components,n_chains,seed,iter,log_evidence,seconds
2,2048,1,28,-418696.40456020884,13.302931299898773
2,2048,1,29,-418682.2698266133,13.637749283807352
2,2048,1,30,-418670.5377538374,13.321820197161287
2,2048,1,31,-418660.7865354164,13.62169493897818
2,2048,1,32,-418652.6702554723,13.359532591886818
2,2048,1,33,-418645.90478943125,13.58674261905253
2,2048,1,34,-418640.25643240975,13.437450823141262
2,2048,1,35,-418635.5327007613,13.55287888390012
2,2048,1,36,-418631.574871599,13.256210915977135
2,2048,1,37,-418628.2519171317,13.529892025981098
2,2048,1,38,-418625.4555620172,13.240918428171426
2,2048,1,39,-418623.0962475769,13.607675251085311
2,2048,2,0,-454874.76185167104,13.233601317973807
2,2048,2,1,-446464.93576621974,13.35408573015593
2,2048,2,2,-440031.43062084436,13.12942340807058
2,2048,2,3,-435191.69930063264,13.49243321409449
2,2048,2,4,-431585.04838294024,13.141118013998494
2,2048,2,5,-428892.28465490066,13.4164244660642
2,2048,2,6,-426862.8057407856,13.310751938959584
2,2048,2,7,-425314.95603859855,13.565993754891679
2,2048,2,8,-424121.0905243195,13.369987476151437
2,2048,2,9,-423191.3543360748,13.604298191145062
2,2048,2,10,-422461.4611797357,13.382464051945135
2,2048,2,11,-421884.54766863666,13.688566808821633
2,2048,2,12,-421425.8804881999,13.3889106689021
2,2048,2,13,-421059.36260459735,13.678559585940093
2,2048,2,14,-420765.1634641003,13.372815654845908
2,2048,2,15,-420528.0698342429,13.637468641856685
2,2048,2,16,-420336.31393423025,13.389450204791501
2,2048,2,17,-420180.72673046694,13.678786584874615
2,2048,2,18,-420054.117742653,13.375396291026846
2,2048,2,19,-419950.8154315291,13.628583641024306
2,2048,2,20,-419866.32307978167,13.427040171111003
2,2048,2,21,-419797.05876774853,13.671702244086191
2,2048,2,22,-419740.1572524832,13.374867459991947
2,2048,2,23,-419693.31786505453,13.640374145004898
2,2048,2,24,-419654.6869258931,13.386819859966636
2,2048,2,25,-419622.7662666171,13.612541564973071
2,2048,2,26,-419596.34164751647,13.406131457071751
2,2048,2,27,-419574.42644455936,13.56332233082503
2,2048,2,28,-419556.21713198867,13.302335664862767
2,2048,2,29,-419541.05793195916,13.68649823195301
2,2048,2,30,-419528.4126282134,13.472437409916893
2,2048,2,31,-419517.84200735437,13.687304437858984
2,2048,2,32,-419508.98574189073,13.433380033820868
2,2048,2,33,-419501.5477945493,13.706924938829616
2,2048,2,34,-419495.2846254768,13.43153928895481
2,2048,2,35,-419489.99563888414,13.749358567874879
2,2048,2,36,-419485.5154251465,13.474326248979196
2,2048,2,37,-419481.7074469894,13.695271752076223
2,2048,2,38,-419478.4588905616,13.418700726004317
2,2048,2,39,-419475.6764587194,13.685081912903115
