n_chains,n_components,design,seed,n_updates,final_log_evidence,monotone_violations,settle_rho,settle_innovation_var,settle_innovation_excess_kurtosis,final_innovation_excess_kurtosis,final_innovation_var,final_rho,final_abs_rho_score,final_min_sd_over_dx,final_min_component_mass,final_effective_components
128,4,high,0,400,-5823.113500392647,0,391,391,397,0.6492405558462679,0.21508553156994123,0.8701903806282031,0.00036741235350012843,9.141159384780906,0.17276872497913517,3.8697517043557568
128,4,high,1,400,-5808.339784699172,0,382,379,396,3.1687493853623243,0.29883809215199875,0.8527721609662047,0.0002672762889992104,8.511257636657112,0.13128441977027178,3.8123256730630937
128,4,high,2,400,-5712.423330181092,0,345,353,397,1.2637800395135352,0.2262924569767129,0.885722084139426,2.986760954661921e-05,8.959815045417377,0.14148508000805143,3.7340111711234805
128,4,high,3,400,-5739.73539631229,0,392,389,396,0.7537433362176742,0.2920249372456806,0.840705366476654,0.0003377840798589365,11.144809043595206,0.17273778214704616,3.905684553644781
128,4,high,4,400,-5691.2873235014995,0,383,382,398,0.006032776430673348,0.23586851193169708,0.8615418041357417,0.00017796059452197222,9.925875732637744,0.18647341268585285,3.9078653658087776
128,4,high,5,400,-5807.043082388229,0,386,384,396,1.31886961732833,0.2805973888533967,0.8701115075345851,0.00028206191838010515,8.356264247877256,0.16232224553727015,3.9069402233942303
128,4,high,6,400,-5756.284102599968,0,396,394,395,0.12282009767809132,0.2601383560969707,0.8319095185229034,0.0005587952809588801,10.585532015848976,0.18032016604450948,3.8958931489587343
128,4,high,7,400,-5737.403518619214,0,375,377,394,-0.013041941751205322,0.22054165054574562,0.8823985801980949,0.0001365474938696509,10.63279264122225,0.19856740790525196,3.928945749485386
128,4,low,0,400,-4581.452467113084,0,136,64,155,3.1993070777330885,0.2642370020717424,0.8475043765536926,1.3800863742200778e-05,6.473472389060899,0.11642118952016745,3.417273317389038
128,4,low,1,400,-4679.724979986151,0,33,29,290,3.5120959400505427,0.2966255957243161,0.8530630151157734,4.297929868799624e-06,8.478853487746484,0.010432403943762499,2.8883415664900207
128,4,low,2,400,-4632.74474769601,0,59,36,248,2.6635127212460494,0.2765191529011358,0.8511737531200407,8.93383406627564e-06,5.111936263996564,0.182646492879107,3.870907901174802
128,4,low,3,400,-4558.950955662072,0,44,35,121,3.5528415101232653,0.2547952370731722,0.8611344478167576,1.3426309615439259e-06,7.665540052469871,0.13185604408213047,3.710890524225782
128,4,low,4,400,-4652.003840630112,0,37,32,38,3.0886452706044327,0.2812835559474305,0.8483228775393811,4.310145110512405e-07,8.07576366119048,0.16723652661734428,3.7606503781488847
128,4,low,5,400,-4538.221302764579,0,48,41,65,2.87786279083818,0.2514094604492928,0.8451035940459707,1.0311741296658056e-06,7.643447214807998,0.09771673375878227,3.4657361514794798
128,4,low,6,400,-4708.959964024336,0,34,29,182,3.3660782386884023,0.2999825172924851,0.8528402234400538,7.923108411858943e-06,7.6125022354152625,0.04521727482559851,3.208315634689511
128,4,low,7,400,-4587.797867439569,0,60,35,166,4.187305651320378,0.27475171153038164,0.8534746756200161,5.558342317658709e-07,6.994195007093217,0.026680883833247866,2.7010238623379275
128,4,uniform,0,400,-5245.114715108976,0,94,78,75,4.566121941497237,0.2876902198541209,0.8494976317468986,7.575519165791395e-06,7.51713506128089,0.14322434544539173,3.6492307825102217
128,4,uniform,1,400,-5191.230896282747,0,74,64,133,1.656200634069866,0.2824924620099045,0.8319663382181036,1.2476564269125705e-06,10.517206551867673,0.10014972129488255,3.6862570585306114
128,4,uniform,2,400,-5138.985515396087,0,68,54,181,2.1622756634185487,0.2727783689738915,0.844009093340063,1.4615371810862006e-06,8.367669834258416,0.13577580756629495,3.597551847631704
128,4,uniform,3,400,-5199.851069821019,0,79,75,369,7.05917314660573,0.28364515921871597,0.8530515830535724,9.67542094273506e-06,6.926319546394948,0.0032497786651215356,2.996430805585116
128,4,uniform,4,400,-5221.92019429158,0,48,47,305,2.5236555535109364,0.2888873019895479,0.8564670131761637,1.5150064014837654e-06,7.963075072763846,0.14389948251547155,3.843027095984344
128,4,uniform,5,400,-5149.244694348099,0,62,54,284,3.0754240222810427,0.2325912123724709,0.870441363407632,5.282581032164305e-06,9.25582572106347,0.10567110373032358,3.576026237036906
128,4,uniform,6,400,-5198.888679968312,0,79,56,284,3.10317094012159,0.25780173954051366,0.8768214947493898,4.692785478541104e-07,8.757818328802745,0.04372414837433915,3.280525761739919
128,4,uniform,7,400,-5261.522868281299,0,88,71,112,2.399456070787773,0.3076310675591479,0.8488992855689819,1.5220421519732733e-07,8.687312632390535,0.1509412622726125,3.6590998419349834
