beta,arm,t,score_rel_l2,ratio_to_em,fitted_rho,em_seconds,em_iters,em_monotone_violation,n_nodes,mode_cnn,mode_mlp,innovation_mean,innovation_var,innovation_excess_kurtosis
0.25,em_bp,0.1,0.00966857548453661,1.0,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,cnn,0.1,0.04837727131781808,5.003557286716129,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,mlp,0.1,0.078261332858477,8.0944015986268,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,em_bp,0.2,0.00897238087531415,1.0,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,cnn,0.2,0.06350538491949616,7.077874401678545,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,mlp,0.2,0.11371021091028938,12.673359779358234,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,eps,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,em_bp,0.4,0.01181251481561118,1.0,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,cnn,0.4,0.08022444456714671,6.791478852676121,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,mlp,0.4,0.17929290860055197,15.17821661172455,0.8617500946915108,1728.4006741150515,401,0.0,41,eps,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,em_bp,0.8,0.022461879935630327,1.0,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,cnn,0.8,0.13821880003870674,6.153483165024674,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,mlp,0.8,0.19159586135342105,8.529823055883256,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,em_bp,1.6,0.047224945223804396,1.0,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,cnn,1.6,0.2835166613499193,6.003536055072199,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
0.25,mlp,1.6,0.29084404045769974,6.158695136211524,0.8617500946915108,1728.4006741150515,401,0.0,41,x0,x0,-0.001134117071879261,0.2546135579902779,2.8743062339097847
