n_steps,arm,innov_kurtosis,innov_kurtosis_se,innov_kl,cov_worst_lag_abs
200,exact,1.8169546282222644,0.09563753302606992,0.02542686244633414,0.039739374202193534
200,em_bp,0.8908489775719559,0.041113848306144084,0.0455049962370117,0.0417786686834144
200,mlp,0.21534510296271003,0.02552192778858619,0.06685406809974419,0.11390630429609261
200,cnn,1.2612220302245332,0.06117962436298504,0.03688116114337624,0.06131174529445019
