n_chains,seed,arm,innov_kurtosis,innov_kurtosis_se,kurtosis_gap_in_se,innov_variance,innov_kl,cov_frobenius_rel,cov_worst_lag_abs,marginal_var,notes
2048,0,exact,1.8686361642773264,0.04053855264549558,1.0163768339150894,0.335629094561849,0.0003549841783521857,0.10402151004268834,0.03724257346251114,0.9905754002769024,
2048,0,em_bp,0.9413844386181522,0.01996449247783906,48.508829990219105,0.3432018007714812,0.004353657359747046,0.1109682843636621,0.03649249114198796,0.9844526115342814,
2048,0,mlp,0.04682539275656605,0.010941608183922345,170.26868317653802,0.43325507651794276,0.041563594709333795,0.2933342829308337,0.21776141257243464,0.8448139465786578,
2048,0,cnn,1.3788050088261201,0.03297224219013491,16.105474361686486,0.31731316001662746,0.0014893655406932234,0.2096342832585757,0.09020695074565038,0.9335758818674226,
2048,1,exact,1.9588693430304192,0.05314150794293731,0.9226447434726994,0.338244208196399,0.00020448199402999147,0.1017876745845728,0.026687991290938178,0.9991204238127676,
2048,1,em_bp,0.8456823039703143,0.02162231393053921,49.215653306806075,0.34573466522447077,0.005832014373089011,0.10818435116481996,0.026492721863211,0.9967523671850854,
2048,1,mlp,0.035063026089344085,0.009764697651297711,191.9952517657479,0.4368614529594728,0.04227842348177621,0.29448971411613867,0.17330656819644097,0.893762689901926,
2048,1,cnn,1.4276576837019865,0.043040771667906395,11.202887580294242,0.3053647584609408,0.002447036786495128,0.28192017598230856,0.15953326848234994,0.840270975577934,
2048,2,exact,1.8594281890195408,0.038485223484450694,1.3098643188984482,0.3378037435684221,0.00019523673774635698,0.10837657478170748,0.028319133507001427,1.006859685238652,
2048,2,em_bp,0.8042160363744739,0.01702156746187361,64.9542162417563,0.3457492290526022,0.005168764061979704,0.11005566730661763,0.028076222694523645,1.0148405655012906,
2048,2,mlp,0.05338380330712811,0.009924069715350781,187.06587720639646,0.43525231174608076,0.04022911695177641,0.2552315671298307,0.17546520680144062,0.8938962810501242,
2048,2,cnn,1.4410218565956665,0.032612956260472004,14.375168866221749,0.3176595960180706,0.001598005508553205,0.21159659234562553,0.0900708724894722,0.9505960969466355,
