n_chains,em_seconds,em_iters,em_n_params,em_monotone_violation,net_n_params,net_grad_steps,net_eps_seconds,net_x0_seconds,net_eps_final_loss,net_x0_final_loss
32,18.33929745799992,120,13,0.0,25248,20000,12.177471892999847,11.944142886000009,0.08499472608015043,0.29679691640362704
64,19.916238257000032,120,13,0.0,25248,20000,16.522184088999893,16.302105281999957,0.11321913868580964,0.19978928459475992
128,24.11533732399994,120,13,0.0,25248,20000,22.863320103999968,23.061337312999967,0.15676131863490866,0.3032486370830053
256,33.99075356900016,120,13,0.0,25248,20000,22.485539448999816,23.68618842800015,0.21291009018512136,0.3439995393173776
512,219.05545524700005,120,13,0.0,25248,20000,23.531967214999895,24.257556298999816,0.28439421857538405,0.38938020057825384
1024,127.6725741790001,120,13,0.0,25248,20000,23.026816618999874,22.98159550599985,0.2866733861762413,0.41580173150179806
2048,248.66251582799987,120,13,0.0,25248,20000,22.240346468000098,21.981710011999894,0.2845461134809889,0.42563198663357327
4096,450.22341497800016,120,13,0.0,25248,20000,21.97701477800001,22.19973071000004,0.30684831364788057,0.3771791969664171
