n_chains,em_seconds,em_iters,em_n_params,em_monotone_violation,net_n_params,net_grad_steps,net_eps_seconds,net_x0_seconds,net_eps_final_loss,net_x0_final_loss
32,152.41863036202267,401,25,0.0,25248,20000,9.660332603845745,9.73802830092609,0.07413985334163449,0.3654326940697661
64,147.18746491102502,401,25,0.0,25248,20000,11.62255453504622,11.616961103864014,0.10807572338586693,0.3583283296521708
128,158.31142320903018,401,25,0.0,25248,20000,15.990410958882421,15.951515826862305,0.16808002624829407,0.32260416472829767
256,187.89214556012303,401,25,0.0,25248,20000,16.0664935503155,16.069994355086237,0.20825088213392123,0.3602642941065489
512,243.00734318606555,401,25,0.0,25248,20000,16.0663643470034,15.970318085048348,0.2713928820430558,0.38934304445269463
1024,363.86292007705197,401,25,0.0,25248,20000,16.196659164037555,16.28125615697354,0.27954929931931216,0.35954518907377625
2048,658.1326139341109,401,25,0.0,25248,20000,16.294364400207996,16.25330634927377,0.2639761419124051,0.47340461543794443
