n_chains,method,t,mean_rel_l2,score_rel_l2,mean_mse,identity_residual
32,em_bp,0.05,0.09298524859531399,0.4614620759931573,0.008041374756639044,7.535774551623912e-16
32,dsm_net_eps,0.05,0.3676981502317836,1.8247921504546438,0.125743365339638,1.9622197405967297e-16
32,dsm_net_x0,0.05,0.6099651483873929,3.027101480185811,0.3460287883978478,1.5615992192382888e-16
32,em_bp,0.0725,0.0865077158697158,0.3200715619097101,0.006862699033396166,8.274178780143603e-16
32,dsm_net_eps,0.0725,0.42320334605716703,1.565818200331799,0.1642417063587235,1.8863982754858868e-16
32,dsm_net_x0,0.0725,0.6059862843317926,2.2421003094573524,0.33675251823701063,1.6169767874997672e-16
32,em_bp,0.1053,0.08379309596185243,0.22949547302567624,0.006193065155591443,8.700334789547625e-16
32,dsm_net_eps,0.1053,0.4664725241344684,1.277591326002061,0.19192931439769756,1.9607120464942918e-16
32,dsm_net_x0,0.1053,0.6030364873925911,1.6516175030566973,0.32075715748106176,1.8525332007288152e-16
32,em_bp,0.1527,0.07607396250508794,0.1553791179612513,0.004950083583647952,1.0267654560925581e-15
32,dsm_net_eps,0.1527,0.4844464916996148,0.9894695386042818,0.20073915243846419,1.856147822034106e-16
32,dsm_net_x0,0.1527,0.5988184274307548,1.2230712849604926,0.30671200052033976,1.807244176382273e-16
32,em_bp,0.2216,0.07659560097765315,0.11565184465288558,0.004832588023644322,1.1542798205367371e-15
32,dsm_net_eps,0.2216,0.4882815291078686,0.7372572162170516,0.19638698786338477,1.9980756223668477e-16
32,dsm_net_x0,0.2216,0.5800332305776457,0.8757932860380384,0.2771263794512036,1.9900209687696512e-16
32,em_bp,0.3215,0.07606442120475224,0.08340516703696066,0.0044453547120157835,1.3833340078332147e-15
32,dsm_net_eps,0.3215,0.5035037485799578,0.5520953632317068,0.1947819490747147,2.1878049324390095e-16
32,dsm_net_x0,0.3215,0.5752004757050216,0.6307113233239101,0.25420363935275675,2.2294485425216074e-16
32,em_bp,0.4665,0.08218717578244183,0.06114395223517626,0.004487190097143751,1.7330879021594112e-15
32,dsm_net_eps,0.4665,0.5346793596507753,0.3977799324089431,0.18991234359711112,2.5811870685087464e-16
32,dsm_net_x0,0.4665,0.5712976104356082,0.42502243777073273,0.21681592103108044,2.7976268113013815e-16
32,em_bp,0.6769,0.0968263510637284,0.04505927555164381,0.0051555473316609104,2.26723820872785e-15
32,dsm_net_eps,0.6769,0.6249804949065042,0.29084198696964214,0.21479322281644375,3.2229568555061305e-16
32,dsm_net_x0,0.6769,0.5843508724275742,0.27193451669192376,0.18777381964322332,3.9777629026739353e-16
32,em_bp,0.9821,0.13251478786840382,0.0362090459779004,0.007260067717874345,2.6648356711914637e-15
32,dsm_net_eps,0.9821,0.8265820344450415,0.22585967476663238,0.2824775278372583,3.918729117580383e-16
32,dsm_net_x0,0.9821,0.6017306740108728,0.16442009221800777,0.14969809778456677,6.112792926346823e-16
32,em_bp,1.425,0.20341305374011281,0.024850426427613568,0.009452727686441698,3.842261663243811e-15
