seed,n_obs,t,arm,lam_init,r_star_init,lam_hat,lam_true,lam_rel_err,r_star_hat,r_star_true,r_star_abs_err,n_steps,hit_cap,loglik_init,loglik_final,monotone
123393400,128,0.05,joint,0.010403670039784185,0.9339035778646879,0.10349463932650228,0.05,1.0698927865300456,0.6936336372429689,1.0,0.3063663627570311,283,False,-3588.2221548400657,-3562.7446556729533,True
123393400,128,0.05,marginal,0.010403670039784185,0.9339035778646879,0.039367992007530855,0.05,0.21264015984938295,1.011319147082686,1.0,0.01131914708268611,301,True,-1613.0222620440377,-1588.189117512653,True
123393400,128,0.1053,joint,0.010403670039784185,0.9339035778646879,0.1782412789193642,0.05,2.564825578387284,0.44271235976267814,1.0,0.5572876402373219,301,True,-2649.0383222066866,-2625.3795028808054,True
123393400,128,0.1053,marginal,0.010403670039784185,0.9339035778646879,0.02697537846355084,0.05,0.4604924307289832,1.050867885177832,1.0,0.05086788517783192,301,True,-1674.595270923332,-1654.3335189525235,True
123393400,128,0.2216,joint,0.010403670039784185,0.9339035778646879,0.2843359397271601,0.05,4.686718794543202,0.05,1.0,0.95,223,False,-1819.4666267668983,-1797.0511203745323,True
123393400,128,0.2216,marginal,0.010403670039784185,0.9339035778646879,0.012511260109431512,0.05,0.7497747978113697,1.0523394572833717,1.0,0.05233945728337175,301,True,-1587.808841540334,-1581.3252413409414,True
123393400,128,0.4665,joint,0.010403670039784185,0.9339035778646879,0.2548456115172453,0.05,4.0969122303449055,0.05,1.0,0.95,291,False,-1643.8475775953134,-1631.807399892394,True
123393400,128,0.4665,marginal,0.010403670039784185,0.9339035778646879,0.010772979276892603,0.05,0.784540414462148,1.1147116376984825,1.0,0.11471163769848247,301,True,-1618.1977667374467,-1613.6692770515692,True
123393400,128,0.9821,joint,0.010403670039784185,0.9339035778646879,0.01537128523786403,0.05,0.6925742952427194,0.22164587249955858,1.0,0.7783541275004414,301,True,-1559.0054589013566,-1548.5748643023694,True
123393400,128,0.9821,marginal,0.010403670039784185,0.9339035778646879,0.010159555953291956,0.05,0.7968088809341608,1.082254104147521,1.0,0.0822541041475211,301,True,-1555.8683844606176,-1555.5289983302441,True
123393400,128,2.0676,joint,0.010403670039784185,0.9339035778646879,0.011716270260180102,0.05,0.765674594796398,0.6858981041186436,1.0,0.3141018958813564,301,True,-1511.4131252947282,-1511.335423368557,True
123393400,128,2.0676,marginal,0.010403670039784185,0.9339035778646879,8.934312678855858e-05,0.05,0.9982131374642289,0.05,1.0,0.95,31,False,-1511.6641796362724,-1511.536348473402,True
123393400,512,0.05,joint,0.01488803983617156,0.967672134089432,0.07298758483892472,0.05,0.45975169677849426,0.7874013190138531,1.0,0.21259868098614687,301,True,-11272.96135613717,-11207.89342899427,True
123393400,512,0.05,marginal,0.01488803983617156,0.967672134089432,0.025209698994625173,0.05,0.4958060201074966,1.0310120034812194,1.0,0.031012003481219352,301,True,-6064.968160574172,-6027.077498148575,True
123393400,512,0.1053,joint,0.01488803983617156,0.967672134089432,0.09455733806137992,0.05,0.8911467612275983,0.6469594456072595,1.0,0.3530405543927405,301,True,-8385.594756105409,-8304.789875658464,True
123393400,512,0.1053,marginal,0.01488803983617156,0.967672134089432,0.01781328284596648,0.05,0.6437343430806705,1.0415897652684145,1.0,0.041589765268414514,301,True,-6201.551162995711,-6179.815501859972,True
123393400,512,0.2216,joint,0.01488803983617156,0.967672134089432,0.2722635962508596,0.05,4.445271925017192,0.05,1.0,0.95,162,False,-6511.548493051748,-6391.071324905783,True
123393400,512,0.2216,marginal,0.01488803983617156,0.967672134089432,0.016876746522037304,0.05,0.662465069559254,1.037615781351396,1.0,0.03761578135139598,301,True,-6263.254256516211,-6254.152548194946,True
123393400,512,0.4665,joint,0.01488803983617156,0.967672134089432,0.20821422653018218,0.05,3.1642845306036436,0.05,1.0,0.95,222,False,-5957.44648095921,-5880.546891443759,True
123393400,512,0.4665,marginal,0.01488803983617156,0.967672134089432,0.015122127927302264,0.05,0.6975574414539548,0.9844354808344555,1.0,0.015564519165544466,301,True,-6096.035460683571,-6095.885949884037,True
123393400,512,0.9821,joint,0.01488803983617156,0.967672134089432,0.03232559527493857,0.05,0.35348809450122864,0.40496542647999695,1.0,0.5950345735200031,301,True,-6162.436591718856,-6131.283341856748,True
123393400,512,0.9821,marginal,0.01488803983617156,0.967672134089432,0.014910310395640943,0.05,0.7017937920871811,1.0112791277665865,1.0,0.011279127766586461,23,False,-6160.7797140338125,-6160.664904599222,True
123393400,512,2.0676,joint,0.01488803983617156,0.967672134089432,0.009969641894944486,0.05,0.8006071621011103,0.6058244121906524,1.0,0.3941755878093476,301,True,-6257.748121604,-6257.136981014955,True
123393400,512,2.0676,marginal,0.01488803983617156,0.967672134089432,0.015071867701445718,0.05,0.6985626459710856,1.808704726636625,1.0,0.808704726636625,26,False,-6256.178788798199,-6255.126719875712,True
123393400,1024,0.05,joint,0.034578693235930186,0.8063771505700055,0.0743585603927488,0.05,0.48717120785497586,0.7714950917291981,1.0,0.22850490827080194,278,False,-22496.87240679836,-22472.918069435087,True
123393400,1024,0.05,marginal,0.034578693235930186,0.8063771505700055,0.041148675625953604,0.05,0.17702648748092797,1.0005117251226876,1.0,0.0005117251226876007,301,True,-12514.255456093275,-12100.798881123152,True
123393400,1024,0.1053,joint,0.034578693235930186,0.8063771505700055,0.15036177545354826,0.05,2.007235509070965,0.5513480257888598,1.0,0.4486519742111402,277,False,-16256.952910561182,-16213.409788829747,True
123393400,1024,0.1053,marginal,0.034578693235930186,0.8063771505700055,0.03764760862441116,0.05,0.24704782751177684,1.0167803966117899,1.0,0.016780396611789872,301,True,-12675.191666205683,-12387.192362823736,True
123393400,1024,0.2216,joint,0.034578693235930186,0.8063771505700055,0.2732071787356297,0.05,4.464143574712594,0.05,1.0,0.95,152,False,-13034.663574089755,-12965.097087835817,True
123393400,1024,0.2216,marginal,0.034578693235930186,0.8063771505700055,0.031458246302105274,0.05,0.37083507395789456,1.031396223480186,1.0,0.03139622348018589,301,True,-12698.757458693519,-12550.66638878785,True
123393400,1024,0.4665,joint,0.034578693235930186,0.8063771505700055,0.23085844065275926,0.05,3.617168813055185,0.05,1.0,0.95,93,False,-12036.083579612736,-11972.678903067705,True
123393400,1024,0.4665,marginal,0.034578693235930186,0.8063771505700055,0.030803470328244452,0.05,0.383930593435111,1.0047513963104828,1.0,0.004751396310482825,301,True,-12427.23670290536,-12393.683992624212,True
123393400,1024,0.9821,joint,0.034578693235930186,0.8063771505700055,0.1952599283777103,0.05,2.905198567554206,0.05,1.0,0.95,163,False,-12334.22724940727,-12314.926312089912,True
123393400,1024,0.9821,marginal,0.034578693235930186,0.8063771505700055,0.03209122171887326,0.05,0.3581755656225348,1.055890575776626,1.0,0.05589057577662593,301,True,-12445.766122650964,-12439.319798256758,True
