arm,n_chains,rep,n_components,rho_fitted,innovation_mean,innovation_var,innovation_excess_kurtosis,score_rel_l2_t0.2,score_rel_l2_t0.8
clean,128,0,8,0.8481450993236842,0.0005667537112161912,0.26988775196520454,2.9472021563441926,0.008807370818388286,0.005557698857251445
noised,128,0,8,0.852352518967685,-0.004672094951012373,0.27543820177700457,2.277022847594516,0.03564155595283058,0.008708623684539838
clean,128,1,8,0.8547675519107102,-0.007895977750925877,0.28010731339109507,2.9027057361817032,0.016031352795785114,0.009319825339228718
noised,128,1,8,0.8580681674715839,-0.009599105622283832,0.27714249445108124,4.50088726698132,0.035409629443083165,0.01477964924042827
clean,128,2,8,0.8475287046179311,-0.0057791846667000326,0.2934715490244651,2.3761199484846482,0.0220481197136837,0.008764448325754728
noised,128,2,8,0.8525386443638302,-0.007931221492751104,0.2651154172175256,2.110160763932959,0.03887044332318817,0.010679367567595171
clean,128,3,8,0.8460622984547789,-0.009371268570029631,0.28836940128870325,2.532893035426457,0.018758945659369027,0.009747945156060886
noised,128,3,8,0.8436552520146585,-0.014524795323374683,0.3133450954910122,2.258331448189561,0.052567732007536706,0.019288722233368357
clean,128,4,8,0.8493284663564216,0.006451986555058779,0.2615774753605498,2.133509438984464,0.024978019196383577,0.011374604467230775
noised,128,4,8,0.8571337726043037,0.01515951752202272,0.25853735431445907,3.1681079017153113,0.05626574624099527,0.01849172640951689
clean,128,5,8,0.8515674804914267,0.0042998011309105365,0.2908389331090378,2.7950883804040965,0.01642207834836378,0.009391819579622077
noised,128,5,8,0.8577489763228593,0.004358330802739249,0.29989459691326387,2.0699900577660237,0.04403947539055592,0.018659582047098687
clean,128,6,8,0.839227051453218,0.003959450351337177,0.2827875036210685,2.857535740454092,0.013546338748798598,0.009272147760456935
noised,128,6,8,0.8533911779983155,0.004435160632860528,0.2746406089072471,4.227744946651124,0.056714476331425866,0.014309614015600842
clean,128,7,8,0.8457854488187931,-0.007038063932641669,0.2944784321496936,2.913516353006588,0.019354674002012545,0.00888795297408639
noised,128,7,8,0.8494877022614554,-0.004351406640153852,0.34225647366539813,3.3372737091851192,0.0681634295680328,0.0315760225551794
clean,128,8,8,0.8527312299044589,-0.009892986572885093,0.3052953181363612,3.3298982542980804,0.02723796116292028,0.017378801985513424
noised,128,8,8,0.8639649334354037,-0.012427491847016435,0.2993907532436949,2.2844551194984257,0.0320605927139296,0.02456696895017857
clean,128,9,8,0.8412287622795375,-0.007748770199204653,0.2809172625872723,3.1896833790882395,0.018786950563649887,0.01074284067451551
noised,128,9,8,0.8323472251271609,-0.007459067770224493,0.25391879361030695,2.4835175704461987,0.049792088628190526,0.03038964234652843
clean,128,10,8,0.8479928873564259,-0.0038459780159864378,0.27081714361977377,2.552709648319868,0.015079562113640126,0.006475594847586713
noised,128,10,8,0.8354505636142531,-0.004381034351283028,0.28838949617860943,3.227001990902372,0.03991704728010588,0.012081119425976351
clean,128,11,8,0.8552441351065091,0.0014957883630853095,0.29333797287206187,3.5122853669303007,0.018099366533368095,0.012511605248432705
noised,128,11,8,0.862798001797873,0.0008058624568503084,0.28939651041793385,4.419882877819862,0.050085844988751425,0.018197849762367397
clean,128,12,8,0.8488226225806202,-0.0020133350279134426,0.2771566013074242,3.2875022966675598,0.016225151369164813,0.005393771639233196
noised,128,12,8,0.8539595475038754,-0.003192261556651459,0.24308695354843807,3.626927614657955,0.06258502052690736,0.019096478573751106
clean,128,13,8,0.8444734568540649,-0.0050640759257209005,0.2724665106546173,2.3985062364182053,0.028193984191831306,0.011235671706719012
noised,128,13,8,0.8523663823253373,-0.0007560742342530792,0.2513839718061951,2.6375730701174582,0.049703791110225784,0.013007629882860694
clean,128,14,8,0.8472519920360155,-0.00212029711102768,0.27429402351210225,3.7685045679452953,0.015316262887297361,0.0066397372274540145
noised,128,14,8,0.8542837717486889,-0.007206852315567735,0.24176954998362887,2.552919496734855,0.05428791950744401,0.01861884522449695
clean,128,15,8,0.8501966614074441,-0.011145131713860326,0.26064498846907813,2.744009822258837,0.01821109339329177,0.013927366173938359
noised,128,15,8,0.8507159802839259,-0.014482235581614678,0.23131371697210706,1.685227507487311,0.07022960006719534,0.030616417714353448
