init,family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,invariant_iters,rate_over_gaussian
n01,gauss_mix_kappa0.6,-0.72,0.85,0.1,4,0.001521959539529381,0.2980848991835138,0.022172761967186313,43,0.959947647793962
n01,gauss_mix_kappa0.6,-0.72,0.85,0.1,5,0.0007719270472248772,0.2980848991835138,0.022172761967186313,43,0.959947647793962
n01,gauss_mix_kappa0.6,-0.72,0.85,0.4,1,0.2356096873809495,0.558980859988473,0.014826207748687705,43,0.9035263684364481
n01,gauss_mix_kappa0.6,-0.72,0.85,0.4,2,0.14801566282612566,0.558980859988473,0.014826207748687705,43,0.9035263684364481
n01,gauss_mix_kappa0.6,-0.72,0.85,0.4,3,0.07714909994517816,0.558980859988473,0.014826207748687705,43,0.9035263684364481
n01,gauss_mix_kappa0.6,-0.72,0.85,0.4,4,0.03856605606130719,0.558980859988473,0.014826207748687705,43,0.9035263684364481
n01,gauss_mix_kappa0.6,-0.72,0.85,0.4,5,0.025190051395448165,0.558980859988473,0.014826207748687705,43,0.9035263684364481
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.1,1,0.06853525002970953,0.32951206691143986,0.004518788206386524,43,1.0911457568961658
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.1,2,0.022835804686442533,0.32951206691143986,0.004518788206386524,43,1.0911457568961658
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.1,3,0.007041769708602925,0.32951206691143986,0.004518788206386524,43,1.0911457568961658
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.1,4,0.002569703052935748,0.32951206691143986,0.004518788206386524,43,1.0911457568961658
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.1,5,0.0007936651445771464,0.32951206691143986,0.004518788206386524,43,1.0911457568961658
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.4,1,0.2187835189578226,0.6135076929607344,0.010138814570293097,43,1.0671322508722443
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.4,2,0.13448816988274143,0.6135076929607344,0.010138814570293097,43,1.0671322508722443
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.4,3,0.07480434239814715,0.6135076929607344,0.010138814570293097,43,1.0671322508722443
n01_exact,gauss_mix_kappa0.6,-0.72,0.85,0.4,4,0.051426627256532784,0.6135076929607344,0.010138814570293097,43,1.0671322508722443
