seed,n_chains,t,method,n_params,score_rel_l2
6,32,0.1,em_bp,13,0.29487335290243116
6,32,0.1,local_cnn_oracle_r,6593,0.22536764917425456
6,32,0.1,global_mlp,25505,1.1248565088425522
6,32,0.2,em_bp,13,0.17366003766825197
6,32,0.2,local_cnn_oracle_r,6593,0.17510406649522708
6,32,0.2,global_mlp,25505,0.7831534299038648
6,32,0.4,em_bp,13,0.09595493029008549
6,32,0.4,local_cnn_oracle_r,6593,0.130530447961393
6,32,0.4,global_mlp,25505,0.42978633162308844
6,32,0.8,em_bp,13,0.04377757578434089
6,32,0.8,local_cnn_oracle_r,6593,0.07312393267545358
6,32,0.8,global_mlp,25505,0.20130074912898774
6,32,1.6,em_bp,13,0.020762731349847303
6,32,1.6,local_cnn_oracle_r,6593,0.02812745232425708
6,32,1.6,global_mlp,25505,0.06695374257452831
6,128,0.1,em_bp,13,0.11633888724842455
6,128,0.1,local_cnn_oracle_r,6593,0.1189599118038673
6,128,0.1,global_mlp,25505,0.6411438589864449
6,128,0.2,em_bp,13,0.07207295820648393
6,128,0.2,local_cnn_oracle_r,6593,0.09774583524295694
6,128,0.2,global_mlp,25505,0.4735897423308531
6,128,0.4,em_bp,13,0.042949922920437
6,128,0.4,local_cnn_oracle_r,6593,0.07756371445337476
6,128,0.4,global_mlp,25505,0.31107969427173837
6,128,0.8,em_bp,13,0.022084661401746752
6,128,0.8,local_cnn_oracle_r,6593,0.054039733106705075
6,128,0.8,global_mlp,25505,0.15179480375663107
6,128,1.6,em_bp,13,0.011284250479158335
6,128,1.6,local_cnn_oracle_r,6593,0.019024203420729423
6,128,1.6,global_mlp,25505,0.047777140939410344
6,512,0.1,em_bp,13,0.03580444596464386
6,512,0.1,local_cnn_oracle_r,6593,0.09376145676711524
6,512,0.1,global_mlp,25505,0.3716302334295197
6,512,0.2,em_bp,13,0.02330052318810122
6,512,0.2,local_cnn_oracle_r,6593,0.08098902970539017
6,512,0.2,global_mlp,25505,0.28115764731531806
6,512,0.4,em_bp,13,0.017599237641915295
6,512,0.4,local_cnn_oracle_r,6593,0.06181658419099027
6,512,0.4,global_mlp,25505,0.18583929202356933
6,512,0.8,em_bp,13,0.007814622361840965
6,512,0.8,local_cnn_oracle_r,6593,0.044703366063722445
6,512,0.8,global_mlp,25505,0.09119598537089064
6,512,1.6,em_bp,13,0.0030969738226978706
6,512,1.6,local_cnn_oracle_r,6593,0.022361028962663305
6,512,1.6,global_mlp,25505,0.02663469593482947
6,2048,0.1,em_bp,13,0.0314833544787675
6,2048,0.1,local_cnn_oracle_r,6593,0.08831136928393679
6,2048,0.1,global_mlp,25505,0.20850915802320993
6,2048,0.2,em_bp,13,0.015565799815713183
6,2048,0.2,local_cnn_oracle_r,6593,0.07636335419267286
6,2048,0.2,global_mlp,25505,0.16032035003284312
6,2048,0.4,em_bp,13,0.007818142054224902
6,2048,0.4,local_cnn_oracle_r,6593,0.05011443365414846
6,2048,0.4,global_mlp,25505,0.13463019803340426
6,2048,0.8,em_bp,13,0.0031035636564983797
6,2048,0.8,local_cnn_oracle_r,6593,0.03018639116778746
6,2048,0.8,global_mlp,25505,0.054844799024749584
6,2048,1.6,em_bp,13,0.002016705507462761
6,2048,1.6,local_cnn_oracle_r,6593,0.012276158925626505
6,2048,1.6,global_mlp,25505,0.019684232618948406
