family,rho,n,t,n_chains,rep,rho_true,q_true,rho_hat,q_hat,rho_abs_err,q_rel_err,loglik,em_iters,em_converged,restart_rho_std,restart_rho_range,restart_loglik_range,ridge_width,ridge_width_censored,profile_curvature,profile_peak_at_edge,profile_scan_lo,profile_scan_hi,profile_peak_rho
laplace,0.5,40,1.8,1000,0,0.5,0.75,0.5803985037002987,0.6537013755431876,0.08039850370029866,0.1283981659424165,-56.734502149015405,300,0,0.13714652904696653,0.415971575777597,0.006642237112416183,0.8999999999999999,1,0.16161707693709715,0,0.04999999999999999,0.95,0.4775
gaussian,0.5,40,0.5,250,0,0.5,0.75,0.4968677076000135,0.783414967488637,0.003132292399986525,0.044553289984849385,-56.23910393064056,79,1,0.0003177065769460443,0.0006781793612997133,2.3771919970272393e-06,0.6525000000000001,0,8.739092076012499,0,0.04999999999999999,0.95,0.49999999999999994
uniform,0.5,40,0.5,4000,0,0.5,0.75,0.502951842734996,0.7427118030735774,0.0029518427349960463,0.009717595901896766,-55.98781764272823,84,1,0.00028020419181396715,0.0006060264557227191,1.137317347854605e-06,0.675,0,7.9121387358257085,0,0.04999999999999999,0.95,0.49999999999999994
student,0.7,40,2.4,1000,2,0.7,0.51,0.6509258224752179,0.47891194064182174,0.04907417752478205,0.06095697913368287,-56.587931850318085,300,0,0.21745347350255387,0.6094417636180725,0.0019011224836802398,0.7450000000000001,1,0.17484658879891254,0,0.24999999999999994,0.995,0.752875
gaussian,0.5,80,1.8,1000,2,0.5,0.75,0.6477004114548253,0.48530935440166606,0.14770041145482526,0.35292086079777857,-113.56680373927527,300,0,0.1589036553307171,0.4735156579029609,0.012044246121675428,0.8999999999999999,1,0.1920233395970696,0,0.04999999999999999,0.95,0.49999999999999994
gaussian,0.85,20,0.8,4000,0,0.85,0.2775000000000001,0.8374636111444225,0.29633278884498077,0.012536388855577507,0.06786590574767813,-27.847297672605777,300,0,0.0005294853145320351,0.0016794482681466993,3.100524794419357e-05,0.580125,1,6.469564669503259,0,0.39999999999999997,0.995,0.831375
mixture,0.95,20,0.08,4000,1,0.95,0.09750000000000003,0.9506856244820329,0.09803116445951386,0.0006856244820329094,0.005447840610398259,-16.961228052596784,58,1,1.4493192510585856e-07,4.091088855462388e-07,1.1038768121807152e-08,0.111375,0,238.11566731849163,0,0.49999999999999994,0.995,0.9455
student,0.7,40,0.3,250,2,0.7,0.51,0.7004533876310413,0.5303990095210809,0.0004533876310413021,0.03999805788447229,-53.60033671741501,33,1,7.763748618103176e-05,0.00020967446565844927,7.359524332173351e-07,0.3538750000000001,0,27.932548380362995,0,0.24999999999999994,0.995,0.6970000000000001
laplace,0.85,80,0.08,250,1,0.85,0.2775000000000001,0.8504220305090677,0.27105806797814763,0.0004220305090677501,0.023214169448116922,-82.28530175114959,33,1,1.8720555658391227e-07,5.696735537741304e-07,4.714252099802252e-08,0.11899999999999988,0,219.95719771763748,0,0.39999999999999997,0.995,0.84625
mixture,0.85,40,0.15,4000,0,0.85,0.2775000000000001,0.8508703185326858,0.27717096597286206,0.0008703185326858209,0.001185708205902774,-45.655598157521055,50,1,3.917912363154323e-07,1.1490129130375948e-06,3.406239557079971e-08,0.19337500000000007,0,91.79566711464578,0,0.39999999999999997,0.995,0.84625
