stage,seed,n_chains,method,region,checkpoint,at_cap,n_params,sq_err,sq_ref,risk,val_bundle,test_bundle
confirm,8,2048,em_bp,all,800,False,25,346.92235066131315,1421382.3600478668,0.015622864984027015,6ab05819eda6,a4ca7661968b
confirm,8,2048,em_bp,bulk,800,False,25,270.61807845816224,1078009.6798048625,0.015844081683294306,6ab05819eda6,a4ca7661968b
confirm,8,2048,em_bp,centre,800,False,25,12.965687985452176,45217.02096450108,0.01693350303659884,6ab05819eda6,a4ca7661968b
confirm,8,2048,window,all,64000,True,4801,20804.26195248746,1421382.3600478668,0.12098198226366103,6ab05819eda6,a4ca7661968b
confirm,8,2048,window,bulk,64000,True,4801,14866.119415821955,1078009.6798048625,0.11743227601839284,6ab05819eda6,a4ca7661968b
confirm,8,2048,window,centre,64000,True,4801,639.8953042614153,45217.02096450108,0.1189606938120809,6ab05819eda6,a4ca7661968b
confirm,9,32,em_bp,all,40,False,25,12068.403881211243,1424798.1557679134,0.09203398896690118,e9e4426a58d8,5ea85f0d7404
confirm,9,32,em_bp,bulk,40,False,25,9326.930654273292,1081488.4682437193,0.0928663608938364,e9e4426a58d8,5ea85f0d7404
confirm,9,32,em_bp,centre,40,False,25,413.41267576159055,45286.755562901555,0.09554463160462906,e9e4426a58d8,5ea85f0d7404
confirm,9,32,window,all,2000,False,4801,54548.98642007362,1424798.1557679134,0.19566658736352183,e9e4426a58d8,5ea85f0d7404
confirm,9,32,window,bulk,2000,False,4801,32973.74937996566,1081488.4682437193,0.1746116514585376,e9e4426a58d8,5ea85f0d7404
confirm,9,32,window,centre,2000,False,4801,1411.0340959967118,45286.755562901555,0.17651562307318797,e9e4426a58d8,5ea85f0d7404
confirm,9,128,em_bp,all,60,False,25,3279.3454240139686,1424798.1557679134,0.04797521284665686,e9e4426a58d8,5ea85f0d7404
confirm,9,128,em_bp,bulk,60,False,25,2634.6761870158684,1081488.4682437193,0.049357445721637805,e9e4426a58d8,5ea85f0d7404
confirm,9,128,em_bp,centre,60,False,25,104.48470394422468,45286.755562901555,0.04803311524325613,e9e4426a58d8,5ea85f0d7404
confirm,9,128,window,all,4000,False,4801,36471.241464373765,1424798.1557679134,0.15999212298143045,e9e4426a58d8,5ea85f0d7404
confirm,9,128,window,bulk,4000,False,4801,20027.90263061764,1081488.4682437193,0.13608391317196986,e9e4426a58d8,5ea85f0d7404
confirm,9,128,window,centre,4000,False,4801,883.3965880390638,45286.755562901555,0.13966650152930257,e9e4426a58d8,5ea85f0d7404
confirm,9,512,em_bp,all,120,False,25,2554.311435074345,1424798.1557679134,0.04234091623174556,e9e4426a58d8,5ea85f0d7404
confirm,9,512,em_bp,bulk,120,False,25,1992.011088882639,1081488.4682437193,0.042917550747826265,e9e4426a58d8,5ea85f0d7404
confirm,9,512,em_bp,centre,120,False,25,78.55836385343127,45286.755562901555,0.04164957852105592,e9e4426a58d8,5ea85f0d7404
confirm,9,512,window,all,32000,False,4801,25442.98942639688,1424798.1557679134,0.133631054829331,e9e4426a58d8,5ea85f0d7404
confirm,9,512,window,bulk,32000,False,4801,16161.532580832994,1081488.4682437193,0.12224478035304533,e9e4426a58d8,5ea85f0d7404
confirm,9,512,window,centre,32000,False,4801,697.6709176677456,45286.755562901555,0.12411941097070989,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,em_bp,all,1200,True,25,1012.1131314188174,1424798.1557679134,0.02665249420629462,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,em_bp,bulk,1200,True,25,806.1393757054599,1081488.4682437193,0.02730197853375298,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,em_bp,centre,1200,True,25,31.494104168067643,45286.755562901555,0.02637114737360198,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,window,all,16000,False,4801,28368.51000709189,1424798.1557679134,0.1411047361063008,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,window,bulk,16000,False,4801,13862.37251497746,1081488.4682437193,0.11321600761578811,e9e4426a58d8,5ea85f0d7404
confirm,9,2048,window,centre,16000,False,4801,591.3054717918967,45286.755562901555,0.11426687357114398,e9e4426a58d8,5ea85f0d7404
confirm,10,32,em_bp,all,20,False,25,26023.290959773254,1423073.6782317953,0.13522824626249827,c590ac2491f4,96f3ec125462
confirm,10,32,em_bp,bulk,20,False,25,19999.972643543544,1079222.8921559064,0.1361316556111354,c590ac2491f4,96f3ec125462
confirm,10,32,em_bp,centre,20,False,25,831.9136904006709,43965.05385316399,0.13755783468885083,c590ac2491f4,96f3ec125462
confirm,10,32,window,all,2000,False,4801,61528.12095444773,1423073.6782317953,0.20793286289603521,c590ac2491f4,96f3ec125462
confirm,10,32,window,bulk,2000,False,4801,33036.62635738704,1079222.8921559064,0.17496141053473385,c590ac2491f4,96f3ec125462
confirm,10,32,window,centre,2000,False,4801,1381.4032120788995,43965.05385316399,0.17725823720310296,c590ac2491f4,96f3ec125462
confirm,10,128,em_bp,all,60,False,25,5962.703731018639,1423073.6782317953,0.06473034513362966,c590ac2491f4,96f3ec125462
confirm,10,128,em_bp,bulk,60,False,25,4654.465100639973,1079222.8921559064,0.06567185967925071,c590ac2491f4,96f3ec125462
confirm,10,128,em_bp,centre,60,False,25,189.77556701218293,43965.05385316399,0.06570014743004896,c590ac2491f4,96f3ec125462
confirm,10,128,window,all,4000,False,4801,38148.007375305264,1423073.6782317953,0.16372772828421794,c590ac2491f4,96f3ec125462
confirm,10,128,window,bulk,4000,False,4801,18630.86445150848,1079222.8921559064,0.13138958128826578,c590ac2491f4,96f3ec125462
confirm,10,128,window,centre,4000,False,4801,779.607008089508,43965.05385316399,0.1331631507867316,c590ac2491f4,96f3ec125462
confirm,10,512,em_bp,all,1200,True,25,1171.826249626737,1423073.6782317953,0.02869577234199451,c590ac2491f4,96f3ec125462
confirm,10,512,em_bp,bulk,1200,True,25,899.0579429917667,1079222.8921559064,0.028862787153137837,c590ac2491f4,96f3ec125462
confirm,10,512,em_bp,centre,1200,True,25,37.81933656175032,43965.05385316399,0.029329397954325237,c590ac2491f4,96f3ec125462
confirm,10,512,window,all,32000,False,4801,27415.92179057988,1423073.6782317953,0.1387994462067097,c590ac2491f4,96f3ec125462
confirm,10,512,window,bulk,32000,False,4801,16758.95025065786,1079222.8921559064,0.12461428541882512,c590ac2491f4,96f3ec125462
confirm,10,512,window,centre,32000,False,4801,693.4524701479473,43965.05385316399,0.1255898509493701,c590ac2491f4,96f3ec125462
confirm,10,2048,em_bp,all,1200,True,25,1021.1196486631476,1423073.6782317953,0.02678703367335144,c590ac2491f4,96f3ec125462
confirm,10,2048,em_bp,bulk,1200,True,25,806.7136021214418,1079222.8921559064,0.027340352863343857,c590ac2491f4,96f3ec125462
confirm,10,2048,em_bp,centre,1200,True,25,35.29721103436927,43965.05385316399,0.028334554652272755,c590ac2491f4,96f3ec125462
confirm,10,2048,window,all,64000,True,4801,24460.177398037024,1423073.6782317953,0.13110405012135642,c590ac2491f4,96f3ec125462
confirm,10,2048,window,bulk,64000,True,4801,15243.095645161076,1079222.8921559064,0.11884502679513897,c590ac2491f4,96f3ec125462
confirm,10,2048,window,centre,64000,True,4801,624.4982918932242,43965.05385316399,0.1191823165841977,c590ac2491f4,96f3ec125462
confirm,11,32,em_bp,all,20,False,25,22512.73302083861,1428322.0986866392,0.12554546591692436,dbf79e5fcdfc,4954d14491cc
confirm,11,32,em_bp,bulk,20,False,25,17517.831029049554,1085858.512211827,0.12701457120217938,dbf79e5fcdfc,4954d14491cc
confirm,11,32,em_bp,centre,20,False,25,717.7373564164222,45679.66542113472,0.12534912832684994,dbf79e5fcdfc,4954d14491cc
confirm,11,32,window,all,4000,False,4801,59104.635918417356,1428322.0986866392,0.20342189487342724,dbf79e5fcdfc,4954d14491cc
confirm,11,32,window,bulk,4000,False,4801,36506.71080748744,1085858.512211827,0.18335794488952026,dbf79e5fcdfc,4954d14491cc
confirm,11,32,window,centre,4000,False,4801,1505.2446004895428,45679.66542113472,0.18152735591517,dbf79e5fcdfc,4954d14491cc
confirm,11,128,em_bp,all,220,False,25,1215.6020773145908,1428322.0986866392,0.029173103916936515,dbf79e5fcdfc,4954d14491cc
confirm,11,128,em_bp,bulk,220,False,25,952.2932495583921,1085858.512211827,0.02961411324453761,dbf79e5fcdfc,4954d14491cc
confirm,11,128,em_bp,centre,220,False,25,36.84100941935942,45679.66542113472,0.028399082110301628,dbf79e5fcdfc,4954d14491cc
confirm,11,128,window,all,8000,False,4801,37121.607416116705,1428322.0986866392,0.16121309249171722,dbf79e5fcdfc,4954d14491cc
confirm,11,128,window,bulk,8000,False,4801,19622.008898680884,1085858.512211827,0.13442656896583083,dbf79e5fcdfc,4954d14491cc
confirm,11,128,window,centre,8000,False,4801,829.8611206973669,45679.66542113472,0.13478490347727184,dbf79e5fcdfc,4954d14491cc
confirm,11,512,em_bp,all,160,False,25,1060.1473360233529,1428322.0986866392,0.027243947543775137,dbf79e5fcdfc,4954d14491cc
confirm,11,512,em_bp,bulk,160,False,25,826.9711814646771,1085858.512211827,0.02759678992416286,dbf79e5fcdfc,4954d14491cc
confirm,11,512,em_bp,centre,160,False,25,34.079058406254454,45679.66542113472,0.02731381328499797,dbf79e5fcdfc,4954d14491cc
confirm,11,512,window,all,64000,True,4801,22137.674766442193,1428322.0986866392,0.12449529069301417,dbf79e5fcdfc,4954d14491cc
confirm,11,512,window,bulk,64000,True,4801,15381.222830923578,1085858.512211827,0.11901694870661735,dbf79e5fcdfc,4954d14491cc
confirm,11,512,window,centre,64000,True,4801,634.1004337155398,45679.66542113472,0.11781960651554681,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,em_bp,all,1200,True,25,341.7367088949135,1428322.0986866392,0.015467949251593009,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,em_bp,bulk,1200,True,25,264.9172767155947,1085858.512211827,0.01561955011520149,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,em_bp,centre,1200,True,25,11.110046516003413,45679.66542113472,0.015595398679180309,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,window,all,64000,True,4801,19217.86486673254,1428322.0986866392,0.11599505892363635,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,window,bulk,64000,True,4801,13840.97407265944,1085858.512211827,0.1129007189351907,dbf79e5fcdfc,4954d14491cc
confirm,11,2048,window,centre,64000,True,4801,580.8475002142815,45679.66542113472,0.11276377469613369,dbf79e5fcdfc,4954d14491cc
confirm,12,32,em_bp,all,40,False,25,2946.0242121970205,1419615.2931389436,0.04555466122563899,51872dbd685b,2bdcc9dab0d4
confirm,12,32,em_bp,bulk,40,False,25,2237.569222963681,1078314.6033666192,0.045552844005955356,51872dbd685b,2bdcc9dab0d4
confirm,12,32,em_bp,centre,40,False,25,89.75492854516712,44065.61651861961,0.045131443816309964,51872dbd685b,2bdcc9dab0d4
confirm,12,32,window,all,2000,False,4801,57027.22537656679,1419615.2931389436,0.2004267970715477,51872dbd685b,2bdcc9dab0d4
confirm,12,32,window,bulk,2000,False,4801,36421.099664549685,1078314.6033666192,0.18378234292389847,51872dbd685b,2bdcc9dab0d4
confirm,12,32,window,centre,2000,False,4801,1476.0814664264724,44065.61651861961,0.18302281817545912,51872dbd685b,2bdcc9dab0d4
confirm,12,128,em_bp,all,40,False,25,1119.1300395395458,1419615.2931389436,0.028077274114024667,51872dbd685b,2bdcc9dab0d4
confirm,12,128,em_bp,bulk,40,False,25,866.0546138294334,1078314.6033666192,0.028340003298060596,51872dbd685b,2bdcc9dab0d4
confirm,12,128,em_bp,centre,40,False,25,32.82558741424182,44065.61651861961,0.027293317537595688,51872dbd685b,2bdcc9dab0d4
confirm,12,128,window,all,8000,False,4801,35313.34503664289,1419615.2931389436,0.1577190288611656,51872dbd685b,2bdcc9dab0d4
confirm,12,128,window,bulk,8000,False,4801,17833.34468755768,1078314.6033666192,0.1286007965204316,51872dbd685b,2bdcc9dab0d4
confirm,12,128,window,centre,8000,False,4801,714.9413096957985,44065.61651861961,0.1273753148273085,51872dbd685b,2bdcc9dab0d4
confirm,12,512,em_bp,all,120,False,25,1305.0759138262729,1419615.2931389436,0.03032023427517676,51872dbd685b,2bdcc9dab0d4
confirm,12,512,em_bp,bulk,120,False,25,999.2366794623564,1078314.6033666192,0.03044117700380904,51872dbd685b,2bdcc9dab0d4
confirm,12,512,em_bp,centre,120,False,25,35.97887139507215,44065.61651861961,0.02857418437420767,51872dbd685b,2bdcc9dab0d4
confirm,12,512,window,all,64000,True,4801,23115.755431669106,1419615.2931389436,0.12760529939749882,51872dbd685b,2bdcc9dab0d4
confirm,12,512,window,bulk,64000,True,4801,16518.348218666077,1078314.6033666192,0.12376862470269154,51872dbd685b,2bdcc9dab0d4
confirm,12,512,window,centre,64000,True,4801,653.203342415412,44065.61651861961,0.12175148691469986,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,em_bp,all,600,False,25,285.55534397233566,1419615.2931389436,0.014182729223528538,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,em_bp,bulk,600,False,25,220.902122574325,1078314.6033666192,0.014312885632178217,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,em_bp,centre,600,False,25,8.270000612133932,44065.61651861961,0.013699440974660608,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,window,all,8000,False,4801,30612.242844395674,1419615.2931389436,0.14684604031704057,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,window,bulk,8000,False,4801,15334.55481910039,1078314.6033666192,0.1192512232990721,51872dbd685b,2bdcc9dab0d4
confirm,12,2048,window,centre,8000,False,4801,615.9823416181639,44065.61651861961,0.11823177397043183,51872dbd685b,2bdcc9dab0d4
confirm,13,32,em_bp,all,20,False,25,3247.115020948587,1426688.5664845705,0.04770723492856586,f13e56e6a72e,cb0116691d64
confirm,13,32,em_bp,bulk,20,False,25,2466.0828663860666,1084309.9579855623,0.04768997665233099,f13e56e6a72e,cb0116691d64
confirm,13,32,em_bp,centre,20,False,25,97.12252732924081,46029.884881622944,0.04593461103260523,f13e56e6a72e,cb0116691d64
confirm,13,32,window,all,4000,False,4801,65587.5512345573,1426688.5664845705,0.2144105336897399,f13e56e6a72e,cb0116691d64
confirm,13,32,window,bulk,4000,False,4801,35516.69481581388,1084309.9579855623,0.18098373585742233,f13e56e6a72e,cb0116691d64
confirm,13,32,window,centre,4000,False,4801,1542.902519395864,46029.884881622944,0.1830835394165634,f13e56e6a72e,cb0116691d64
confirm,13,128,em_bp,all,60,False,25,4003.5471784009455,1426688.5664845705,0.052973404477315446,f13e56e6a72e,cb0116691d64
confirm,13,128,em_bp,bulk,60,False,25,2928.9751260489675,1084309.9579855623,0.05197339882450599,f13e56e6a72e,cb0116691d64
confirm,13,128,em_bp,centre,60,False,25,124.27781277406271,46029.884881622944,0.051960922913529814,f13e56e6a72e,cb0116691d64
confirm,13,128,window,all,8000,False,4801,38907.659914632335,1426688.5664845705,0.16514026043162314,f13e56e6a72e,cb0116691d64
confirm,13,128,window,bulk,8000,False,4801,21895.38689588453,1084309.9579855623,0.1421018031283327,f13e56e6a72e,cb0116691d64
confirm,13,128,window,centre,8000,False,4801,913.5871771976932,46029.884881622944,0.14088185237702822,f13e56e6a72e,cb0116691d64
confirm,13,512,em_bp,all,80,False,25,2183.108471177284,1426688.5664845705,0.03911767796197511,f13e56e6a72e,cb0116691d64
confirm,13,512,em_bp,bulk,80,False,25,1673.0055141999796,1084309.9579855623,0.039280043772838086,f13e56e6a72e,cb0116691d64
confirm,13,512,em_bp,centre,80,False,25,52.53320627279738,46029.884881622944,0.03378290637764308,f13e56e6a72e,cb0116691d64
confirm,13,512,window,all,16000,False,4801,29554.056040780477,1426688.5664845705,0.14392755767122953,f13e56e6a72e,cb0116691d64
confirm,13,512,window,bulk,16000,False,4801,15753.891622345069,1084309.9579855623,0.12053611888604696,f13e56e6a72e,cb0116691d64
confirm,13,512,window,centre,16000,False,4801,657.9869367691766,46029.884881622944,0.11956076670850904,f13e56e6a72e,cb0116691d64
confirm,13,2048,em_bp,all,1200,True,25,1728.7458062400028,1426688.5664845705,0.0348097560226187,f13e56e6a72e,cb0116691d64
confirm,13,2048,em_bp,bulk,1200,True,25,1344.9478594317272,1084309.9579855623,0.035218917313002134,f13e56e6a72e,cb0116691d64
confirm,13,2048,em_bp,centre,1200,True,25,54.85949229742308,46029.884881622944,0.034522794863066766,f13e56e6a72e,cb0116691d64
confirm,13,2048,window,all,64000,True,4801,20996.717147856245,1426688.5664845705,0.12131405191141822,f13e56e6a72e,cb0116691d64
confirm,13,2048,window,bulk,64000,True,4801,15320.763805506844,1084309.9579855623,0.11886759763645292,f13e56e6a72e,cb0116691d64
confirm,13,2048,window,centre,64000,True,4801,642.807433763563,46029.884881622944,0.11817360951365641,f13e56e6a72e,cb0116691d64
confirm,14,32,em_bp,all,20,False,25,9789.179819951176,1420455.5586993417,0.08301552672431557,5f316b4f8889,6d5db8cb6f96
confirm,14,32,em_bp,bulk,20,False,25,7556.748637402528,1078524.357056671,0.08370521368753014,5f316b4f8889,6d5db8cb6f96
confirm,14,32,em_bp,centre,20,False,25,316.2881472115681,44854.64274111028,0.08397263043182474,5f316b4f8889,6d5db8cb6f96
confirm,14,32,window,all,2000,False,4801,60777.54527460094,1420455.5586993417,0.20685106079508733,5f316b4f8889,6d5db8cb6f96
confirm,14,32,window,bulk,2000,False,4801,35049.761554654506,1078524.357056671,0.18027170037026158,5f316b4f8889,6d5db8cb6f96
confirm,14,32,window,centre,2000,False,4801,1494.1648875119424,44854.64274111028,0.18251373900624215,5f316b4f8889,6d5db8cb6f96
confirm,14,128,em_bp,all,160,False,25,4731.903200024635,1420455.5586993417,0.057717046672108176,5f316b4f8889,6d5db8cb6f96
confirm,14,128,em_bp,bulk,160,False,25,3699.3498628444536,1078524.357056671,0.05856629144907324,5f316b4f8889,6d5db8cb6f96
confirm,14,128,em_bp,centre,160,False,25,156.84508666939104,44854.64274111028,0.05913325129939518,5f316b4f8889,6d5db8cb6f96
confirm,14,128,window,all,32000,False,4801,33469.63488775174,1420455.5586993417,0.15350116010374912,5f316b4f8889,6d5db8cb6f96
confirm,14,128,window,bulk,32000,False,4801,21508.160534027942,1078524.357056671,0.1412168942432588,5f316b4f8889,6d5db8cb6f96
confirm,14,128,window,centre,32000,False,4801,919.0292878857663,44854.64274111028,0.14313998749523263,5f316b4f8889,6d5db8cb6f96
confirm,14,512,em_bp,all,400,False,25,2381.5938663949382,1420455.5586993417,0.04094680556469929,5f316b4f8889,6d5db8cb6f96
confirm,14,512,em_bp,bulk,400,False,25,1861.767952286918,1078524.357056671,0.041547777422114816,5f316b4f8889,6d5db8cb6f96
confirm,14,512,em_bp,centre,400,False,25,77.13941247438241,44854.64274111028,0.04147004077815185,5f316b4f8889,6d5db8cb6f96
confirm,14,512,window,all,8000,False,4801,29995.181139580796,1420455.5586993417,0.14531549283983994,5f316b4f8889,6d5db8cb6f96
confirm,14,512,window,bulk,8000,False,4801,15067.669459601258,1078524.357056671,0.11819743811707187,5f316b4f8889,6d5db8cb6f96
confirm,14,512,window,centre,8000,False,4801,630.0412486015156,44854.64274111028,0.11851703849215536,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,em_bp,all,800,False,25,361.08876510744886,1420455.5586993417,0.01594384863526047,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,em_bp,bulk,800,False,25,282.77969409303637,1078524.357056671,0.01619232199228958,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,em_bp,centre,800,False,25,12.316991262282663,44854.64274111028,0.01657099612250227,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,window,all,64000,True,4801,18809.649472745783,1420455.5586993417,0.1150738188424445,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,window,bulk,64000,True,4801,13641.03233297974,1078524.357056671,0.11246273484971649,5f316b4f8889,6d5db8cb6f96
confirm,14,2048,window,centre,64000,True,4801,579.7023161917499,44854.64274111028,0.11368386149177508,5f316b4f8889,6d5db8cb6f96
confirm,15,32,em_bp,all,40,False,25,9561.982036569243,1420979.5713022486,0.08203138508000483,033caad5d5fe,520f32abc8bc
confirm,15,32,em_bp,bulk,40,False,25,7484.216950418052,1081596.8450059965,0.08318412988870559,033caad5d5fe,520f32abc8bc
confirm,15,32,em_bp,centre,40,False,25,339.3429337463927,44851.79002316666,0.08698202516282637,033caad5d5fe,520f32abc8bc
confirm,15,32,window,all,8000,False,4801,56015.917835683744,1420979.5713022486,0.19854630586360744,033caad5d5fe,520f32abc8bc
confirm,15,32,window,bulk,8000,False,4801,31410.133951545242,1081596.8450059965,0.1704127906200828,033caad5d5fe,520f32abc8bc
confirm,15,32,window,centre,8000,False,4801,1306.8807724460958,44851.79002316666,0.17069786690344102,033caad5d5fe,520f32abc8bc
confirm,15,128,em_bp,all,120,False,25,3678.3073736683477,1420979.5713022486,0.05087800711400324,033caad5d5fe,520f32abc8bc
confirm,15,128,em_bp,bulk,120,False,25,2877.531798663843,1081596.8450059965,0.05157952755750076,033caad5d5fe,520f32abc8bc
confirm,15,128,em_bp,centre,120,False,25,130.12114510354078,44851.79002316666,0.05386219503115363,033caad5d5fe,520f32abc8bc
confirm,15,128,window,all,8000,False,4801,38310.67186832121,1420979.5713022486,0.1641972832062328,033caad5d5fe,520f32abc8bc
confirm,15,128,window,bulk,8000,False,4801,21227.526227266728,1081596.8450059965,0.14009317795361667,033caad5d5fe,520f32abc8bc
confirm,15,128,window,centre,8000,False,4801,884.0983460933719,44851.79002316666,0.1403978311488974,033caad5d5fe,520f32abc8bc
confirm,15,512,em_bp,all,160,False,25,1355.462153798435,1420979.5713022486,0.03088515468869756,033caad5d5fe,520f32abc8bc
confirm,15,512,em_bp,bulk,160,False,25,1049.6563626314066,1081596.8450059965,0.031152353722201855,033caad5d5fe,520f32abc8bc
confirm,15,512,em_bp,centre,160,False,25,44.67123040641701,44851.79002316666,0.03155906058844133,033caad5d5fe,520f32abc8bc
confirm,15,512,window,all,64000,True,4801,22298.192990631243,1420979.5713022486,0.12526822330277765,033caad5d5fe,520f32abc8bc
confirm,15,512,window,bulk,64000,True,4801,15452.940235266125,1081596.8450059965,0.11952888177798611,033caad5d5fe,520f32abc8bc
confirm,15,512,window,centre,64000,True,4801,670.7876780735628,44851.79002316666,0.12229329541255733,033caad5d5fe,520f32abc8bc
confirm,15,2048,em_bp,all,1200,True,25,995.8434683820798,1420979.5713022486,0.02647290629776437,033caad5d5fe,520f32abc8bc
confirm,15,2048,em_bp,bulk,1200,True,25,784.2069940103848,1081596.8450059965,0.026926670116075097,033caad5d5fe,520f32abc8bc
confirm,15,2048,em_bp,centre,1200,True,25,34.258875402438996,44851.79002316666,0.027637366712290386,033caad5d5fe,520f32abc8bc
confirm,15,2048,window,all,64000,True,4801,18505.395436166415,1420979.5713022486,0.11411829325258226,033caad5d5fe,520f32abc8bc
confirm,15,2048,window,bulk,64000,True,4801,13604.858746714921,1081596.8450059965,0.11215388255688381,033caad5d5fe,520f32abc8bc
confirm,15,2048,window,centre,64000,True,4801,583.2434052762205,44851.79002316666,0.11403417588849767,033caad5d5fe,520f32abc8bc
