seed,n_chains,t,method,n_params,score_rel_l2
3,32,0.1,em_bp,13,0.12102094006571867
3,32,0.1,local_cnn_oracle_r,6593,0.19073644270558865
3,32,0.1,global_mlp,25505,0.9469353578297116
3,32,0.2,em_bp,13,0.07954419944853973
3,32,0.2,local_cnn_oracle_r,6593,0.16693901814632967
3,32,0.2,global_mlp,25505,0.6434243160784785
3,32,0.4,em_bp,13,0.05827701933539426
3,32,0.4,local_cnn_oracle_r,6593,0.13279167108895884
3,32,0.4,global_mlp,25505,0.3918637409764806
3,32,0.8,em_bp,13,0.038251860052752065
3,32,0.8,local_cnn_oracle_r,6593,0.08291976003575495
3,32,0.8,global_mlp,25505,0.2473082816867447
3,32,1.6,em_bp,13,0.023470927455875153
3,32,1.6,local_cnn_oracle_r,6593,0.042365678239622354
3,32,1.6,global_mlp,25505,0.09658677376055065
3,128,0.1,em_bp,13,0.059391592642222386
3,128,0.1,local_cnn_oracle_r,6593,0.10547627391031009
3,128,0.1,global_mlp,25505,0.7754640573941587
3,128,0.2,em_bp,13,0.03218834969440122
3,128,0.2,local_cnn_oracle_r,6593,0.09245888629076783
3,128,0.2,global_mlp,25505,0.5496485266177293
3,128,0.4,em_bp,13,0.014917185870533844
3,128,0.4,local_cnn_oracle_r,6593,0.07529153367973125
3,128,0.4,global_mlp,25505,0.3344800971289369
3,128,0.8,em_bp,13,0.008809525136041798
3,128,0.8,local_cnn_oracle_r,6593,0.05180063729371781
3,128,0.8,global_mlp,25505,0.15102316898908905
3,128,1.6,em_bp,13,0.007674113540965518
3,128,1.6,local_cnn_oracle_r,6593,0.021382529399699764
3,128,1.6,global_mlp,25505,0.03982515882769833
3,512,0.1,em_bp,13,0.026544058901473537
3,512,0.1,local_cnn_oracle_r,6593,0.09166550927696031
3,512,0.1,global_mlp,25505,0.36560586849876303
3,512,0.2,em_bp,13,0.014534563549133109
3,512,0.2,local_cnn_oracle_r,6593,0.0762037677442436
3,512,0.2,global_mlp,25505,0.26522245943091816
3,512,0.4,em_bp,13,0.011029945489332551
3,512,0.4,local_cnn_oracle_r,6593,0.06258825375360469
3,512,0.4,global_mlp,25505,0.21093382203646052
3,512,0.8,em_bp,13,0.01236029644261027
3,512,0.8,local_cnn_oracle_r,6593,0.04451991161957561
3,512,0.8,global_mlp,25505,0.08837424758203297
3,512,1.6,em_bp,13,0.009220516953897228
3,512,1.6,local_cnn_oracle_r,6593,0.017386695763468192
3,512,1.6,global_mlp,25505,0.022840317895396527
3,2048,0.1,em_bp,13,0.03274519817875377
3,2048,0.1,local_cnn_oracle_r,6593,0.08831958604023396
3,2048,0.1,global_mlp,25505,0.22325915677365618
3,2048,0.2,em_bp,13,0.016745061770661665
3,2048,0.2,local_cnn_oracle_r,6593,0.07704430299252066
3,2048,0.2,global_mlp,25505,0.1632055157513952
3,2048,0.4,em_bp,13,0.007202540032327773
3,2048,0.4,local_cnn_oracle_r,6593,0.06022415565019769
3,2048,0.4,global_mlp,25505,0.12342126104641174
3,2048,0.8,em_bp,13,0.0034275462681176675
3,2048,0.8,local_cnn_oracle_r,6593,0.02663120924522549
3,2048,0.8,global_mlp,25505,0.06732933953812478
3,2048,1.6,em_bp,13,0.0014734328365535114
3,2048,1.6,local_cnn_oracle_r,6593,0.013313163033018464
3,2048,1.6,global_mlp,25505,0.02823523143614269
