t,arm,n_obs,seed,psi,p_hat,p_true
0.4665,joint,4096,123393400,2.405281875404685,3.5968764712900725e-43,0.0
0.4665,joint,4096,123393400,2.4543692606170255,2.1175561644524445e-34,0.0
0.4665,joint,4096,123393400,2.5034566458293668,1.3221859163768792e-30,0.0
0.4665,joint,4096,123393400,2.552544031041707,2.2536452683869284e-32,0.0
0.4665,joint,4096,123393400,2.6016314162540475,2.5400054044210285e-38,0.0
0.4665,joint,4096,123393400,2.650718801466388,9.384092583720262e-46,0.0
0.4665,joint,4096,123393400,2.699806186678728,1.8202210158668766e-51,0.0
0.4665,joint,4096,123393400,2.7488935718910685,9.64564738155885e-53,0.0
0.4665,joint,4096,123393400,2.7979809571034098,6.870984604202333e-49,0.0
0.4665,joint,4096,123393400,2.84706834231575,2.928485786920511e-42,0.0
0.4665,joint,4096,123393400,2.8961557275280905,7.2898177617374834e-37,0.0
0.4665,joint,4096,123393400,2.945243112740431,1.3219356262767526e-35,0.0
0.4665,joint,4096,123393400,2.994330497952771,1.0235161347929156e-38,0.0
0.4665,joint,4096,123393400,3.0434178831651124,4.4306639316128e-44,0.0
0.4665,joint,4096,123393400,3.0925052683774528,8.534237875145931e-49,0.0
0.4665,marginal,4096,123393400,-3.141592653589793,0.0078125,0.0
0.4665,marginal,4096,123393400,-3.0925052683774528,0.0078125,0.0
0.4665,marginal,4096,123393400,-3.043417883165112,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.9943304979527716,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.945243112740431,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.8961557275280905,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.84706834231575,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.7979809571034093,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.748893571891069,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.6998061866787286,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.650718801466388,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.6016314162540475,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.552544031041707,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.5034566458293663,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.454369260617026,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.405281875404685,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.356194490192345,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.3071071049800045,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.2580197197676637,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.2089323345553233,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.1598449493429825,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.110757564130642,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.061670178918302,0.0078125,0.0
0.4665,marginal,4096,123393400,-2.0125827937059615,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.9634954084936207,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.9144080232812801,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.8653206380689396,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.8162332528565992,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.7671458676442586,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.718058482431918,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.6689710972195777,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.6198837120072371,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.5707963267948966,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.521708941582556,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.4726215563702154,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.423534171157875,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.3744467859455345,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.325359400733194,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.2762720155208536,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.227184630308513,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.1780972450961724,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.129009859883832,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.0799224746714913,0.0078125,0.0
0.4665,marginal,4096,123393400,-1.030835089459151,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.9817477042468106,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.9326603190344698,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.8835729338221294,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.8344855486097886,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.7853981633974483,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.7363107781851079,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.6872233929727671,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.6381360077604268,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.589048622548086,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.5399612373357456,0.0078125,0.5
0.4665,marginal,4096,123393400,-0.4908738521234053,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.4417864669110645,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.39269908169872414,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.3436116964863838,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.294524311274043,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.24543692606170264,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.1963495408493623,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.1472621556370215,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.09817477042468115,0.0078125,0.0
0.4665,marginal,4096,123393400,-0.04908738521234035,0.0078125,0.0
0.4665,marginal,4096,123393400,0.0,0.0078125,0.0
0.4665,marginal,4096,123393400,0.04908738521234035,0.0078125,0.0
0.4665,marginal,4096,123393400,0.09817477042468115,0.0078125,0.0
0.4665,marginal,4096,123393400,0.1472621556370215,0.0078125,0.0
0.4665,marginal,4096,123393400,0.1963495408493623,0.0078125,0.0
0.4665,marginal,4096,123393400,0.24543692606170264,0.0078125,0.0
0.4665,marginal,4096,123393400,0.294524311274043,0.0078125,0.0
0.4665,marginal,4096,123393400,0.3436116964863838,0.0078125,0.0
0.4665,marginal,4096,123393400,0.39269908169872414,0.0078125,0.0
0.4665,marginal,4096,123393400,0.4417864669110645,0.0078125,0.0
0.4665,marginal,4096,123393400,0.4908738521234053,0.0078125,0.0
0.4665,marginal,4096,123393400,0.5399612373357456,0.0078125,0.5
0.4665,marginal,4096,123393400,0.589048622548086,0.0078125,0.0
0.4665,marginal,4096,123393400,0.6381360077604268,0.0078125,0.0
0.4665,marginal,4096,123393400,0.6872233929727671,0.0078125,0.0
0.4665,marginal,4096,123393400,0.7363107781851079,0.0078125,0.0
0.4665,marginal,4096,123393400,0.7853981633974483,0.0078125,0.0
0.4665,marginal,4096,123393400,0.8344855486097886,0.0078125,0.0
0.4665,marginal,4096,123393400,0.883572933822129,0.0078125,0.0
0.4665,marginal,4096,123393400,0.9326603190344702,0.0078125,0.0
0.4665,marginal,4096,123393400,0.9817477042468106,0.0078125,0.0
0.4665,marginal,4096,123393400,1.030835089459151,0.0078125,0.0
0.4665,marginal,4096,123393400,1.0799224746714913,0.0078125,0.0
0.4665,marginal,4096,123393400,1.1290098598838316,0.0078125,0.0
0.4665,marginal,4096,123393400,1.178097245096172,0.0078125,0.0
0.4665,marginal,4096,123393400,1.2271846303085132,0.0078125,0.0
0.4665,marginal,4096,123393400,1.2762720155208536,0.0078125,0.0
0.4665,marginal,4096,123393400,1.325359400733194,0.0078125,0.0
0.4665,marginal,4096,123393400,1.3744467859455343,0.0078125,0.0
0.4665,marginal,4096,123393400,1.4235341711578746,0.0078125,0.0
0.4665,marginal,4096,123393400,1.4726215563702159,0.0078125,0.0
0.4665,marginal,4096,123393400,1.5217089415825562,0.0078125,0.0
0.4665,marginal,4096,123393400,1.5707963267948966,0.0078125,0.0
0.4665,marginal,4096,123393400,1.619883712007237,0.0078125,0.0
0.4665,marginal,4096,123393400,1.6689710972195773,0.0078125,0.0
0.4665,marginal,4096,123393400,1.7180584824319185,0.0078125,0.0
0.4665,marginal,4096,123393400,1.7671458676442588,0.0078125,0.0
0.4665,marginal,4096,123393400,1.8162332528565992,0.0078125,0.0
0.4665,marginal,4096,123393400,1.8653206380689396,0.0078125,0.0
0.4665,marginal,4096,123393400,1.91440802328128,0.0078125,0.0
0.4665,marginal,4096,123393400,1.9634954084936211,0.0078125,0.0
0.4665,marginal,4096,123393400,2.0125827937059615,0.0078125,0.0
0.4665,marginal,4096,123393400,2.061670178918302,0.0078125,0.0
0.4665,marginal,4096,123393400,2.110757564130642,0.0078125,0.0
0.4665,marginal,4096,123393400,2.1598449493429825,0.0078125,0.0
0.4665,marginal,4096,123393400,2.208932334555323,0.0078125,0.0
0.4665,marginal,4096,123393400,2.258019719767664,0.0078125,0.0
0.4665,marginal,4096,123393400,2.3071071049800045,0.0078125,0.0
0.4665,marginal,4096,123393400,2.356194490192345,0.0078125,0.0
0.4665,marginal,4096,123393400,2.405281875404685,0.0078125,0.0
0.4665,marginal,4096,123393400,2.4543692606170255,0.0078125,0.0
0.4665,marginal,4096,123393400,2.5034566458293668,0.0078125,0.0
0.4665,marginal,4096,123393400,2.552544031041707,0.0078125,0.0
0.4665,marginal,4096,123393400,2.6016314162540475,0.0078125,0.0
0.4665,marginal,4096,123393400,2.650718801466388,0.0078125,0.0
0.4665,marginal,4096,123393400,2.699806186678728,0.0078125,0.0
0.4665,marginal,4096,123393400,2.7488935718910685,0.0078125,0.0
0.4665,marginal,4096,123393400,2.7979809571034098,0.0078125,0.0
0.4665,marginal,4096,123393400,2.84706834231575,0.0078125,0.0
0.4665,marginal,4096,123393400,2.8961557275280905,0.0078125,0.0
0.4665,marginal,4096,123393400,2.945243112740431,0.0078125,0.0
0.4665,marginal,4096,123393400,2.994330497952771,0.0078125,0.0
0.4665,marginal,4096,123393400,3.0434178831651124,0.0078125,0.0
0.4665,marginal,4096,123393400,3.0925052683774528,0.0078125,0.0
1.425,joint,4096,123393400,-3.141592653589793,9.222625688399345e-05,0.0
1.425,joint,4096,123393400,-3.0925052683774528,0.00011366207902928913,0.0
1.425,joint,4096,123393400,-3.043417883165112,0.00017765788603365105,0.0
1.425,joint,4096,123393400,-2.9943304979527716,0.0003185805754009436,0.0
1.425,joint,4096,123393400,-2.945243112740431,0.0005908797607769362,0.0
1.425,joint,4096,123393400,-2.8961557275280905,0.0010082181786600281,0.0
1.425,joint,4096,123393400,-2.84706834231575,0.0013873526817709896,0.0
1.425,joint,4096,123393400,-2.7979809571034093,0.0013780067519419874,0.0
1.425,joint,4096,123393400,-2.748893571891069,0.0009480115146286349,0.0
1.425,joint,4096,123393400,-2.6998061866787286,0.0004691473096050178,0.0
1.425,joint,4096,123393400,-2.650718801466388,0.00018183822758916627,0.0
1.425,joint,4096,123393400,-2.6016314162540475,6.142501836235421e-05,0.0
1.425,joint,4096,123393400,-2.552544031041707,2.0384602232092262e-05,0.0
1.425,joint,4096,123393400,-2.5034566458293663,7.415761919082935e-06,0.0
1.425,joint,4096,123393400,-2.454369260617026,3.1781661024950725e-06,0.0
1.425,joint,4096,123393400,-2.405281875404685,1.6760600071680365e-06,0.0
1.425,joint,4096,123393400,-2.356194490192345,1.1496715134659184e-06,0.0
1.425,joint,4096,123393400,-2.3071071049800045,1.1107368288407333e-06,0.0
1.425,joint,4096,123393400,-2.2580197197676637,1.5979339648588304e-06,0.0
1.425,joint,4096,123393400,-2.2089323345553233,3.3071908821159343e-06,0.0
1.425,joint,4096,123393400,-2.1598449493429825,8.551166568018154e-06,0.0
1.425,joint,4096,123393400,-2.110757564130642,2.267742659604614e-05,0.0
1.425,joint,4096,123393400,-2.061670178918302,5.251544573091805e-05,0.0
1.425,joint,4096,123393400,-2.0125827937059615,0.00010214308755653994,0.0
1.425,joint,4096,123393400,-1.9634954084936207,0.00018058922233765744,0.0
1.425,joint,4096,123393400,-1.9144080232812801,0.0003166185335098547,0.0
1.425,joint,4096,123393400,-1.8653206380689396,0.0005497380268540847,0.0
1.425,joint,4096,123393400,-1.8162332528565992,0.0008734512963781902,0.0
1.425,joint,4096,123393400,-1.7671458676442586,0.0011603523599391888,0.0
1.425,joint,4096,123393400,-1.718058482431918,0.001223285393121612,0.0
1.425,joint,4096,123393400,-1.6689710972195777,0.001036424390237501,0.0
1.425,joint,4096,123393400,-1.6198837120072371,0.0007747599724536584,0.0
1.425,joint,4096,123393400,-1.5707963267948966,0.0005997208918866951,0.0
1.425,joint,4096,123393400,-1.521708941582556,0.0005649543947928578,0.0
1.425,joint,4096,123393400,-1.4726215563702154,0.0006874276183250384,0.0
1.425,joint,4096,123393400,-1.423534171157875,0.0009597236007008492,0.0
1.425,joint,4096,123393400,-1.3744467859455345,0.001199038452164502,0.0
1.425,joint,4096,123393400,-1.325359400733194,0.0011002243553513602,0.0
1.425,joint,4096,123393400,-1.2762720155208536,0.0007422438752191387,0.0
1.425,joint,4096,123393400,-1.227184630308513,0.0004296232126049874,0.0
1.425,joint,4096,123393400,-1.1780972450961724,0.00024896165551207536,0.0
1.425,joint,4096,123393400,-1.129009859883832,0.00015630973885066192,0.0
1.425,joint,4096,123393400,-1.0799224746714913,0.00010968175705198635,0.0
1.425,joint,4096,123393400,-1.030835089459151,8.758362225195608e-05,0.0
1.425,joint,4096,123393400,-0.9817477042468106,8.071530136045009e-05,0.0
1.425,joint,4096,123393400,-0.9326603190344698,8.87971651933298e-05,0.0
1.425,joint,4096,123393400,-0.8835729338221294,0.00012680007332914383,0.0
1.425,joint,4096,123393400,-0.8344855486097886,0.00025930240967252707,0.0
1.425,joint,4096,123393400,-0.7853981633974483,0.000774133104197309,0.0
1.425,joint,4096,123393400,-0.7363107781851079,0.0030269791478016437,0.0
1.425,joint,4096,123393400,-0.6872233929727671,0.012678334409568188,0.0
1.425,joint,4096,123393400,-0.6381360077604268,0.044765006766877107,0.0
1.425,joint,4096,123393400,-0.589048622548086,0.10514318428717777,0.0
1.425,joint,4096,123393400,-0.5399612373357456,0.13859300683918072,0.5
1.425,joint,4096,123393400,-0.4908738521234053,0.09991714798589056,0.0
1.425,joint,4096,123393400,-0.4417864669110645,0.045105787515962975,0.0
1.425,joint,4096,123393400,-0.39269908169872414,0.016001591127965474,0.0
1.425,joint,4096,123393400,-0.3436116964863838,0.005594794700409881,0.0
1.425,joint,4096,123393400,-0.294524311274043,0.002287484035047468,0.0
1.425,joint,4096,123393400,-0.24543692606170264,0.0012050644929879242,0.0
1.425,joint,4096,123393400,-0.1963495408493623,0.0008328211533887577,0.0
1.425,joint,4096,123393400,-0.1472621556370215,0.0007071183821747926,0.0
1.425,joint,4096,123393400,-0.09817477042468115,0.0006391559640023066,0.0
1.425,joint,4096,123393400,-0.04908738521234035,0.0005206614324010795,0.0
1.425,joint,4096,123393400,0.0,0.0003514888770048002,0.0
1.425,joint,4096,123393400,0.04908738521234035,0.00021195404727305286,0.0
1.425,joint,4096,123393400,0.09817477042468115,0.00013944904019890203,0.0
1.425,joint,4096,123393400,0.1472621556370215,0.00012389844425899328,0.0
1.425,joint,4096,123393400,0.1963495408493623,0.00016947618417589554,0.0
1.425,joint,4096,123393400,0.24543692606170264,0.00036274301796327334,0.0
1.425,joint,4096,123393400,0.294524311274043,0.0011150698408601762,0.0
1.425,joint,4096,123393400,0.3436116964863838,0.004202708773846764,0.0
1.425,joint,4096,123393400,0.39269908169872414,0.015943270105056622,0.0
1.425,joint,4096,123393400,0.4417864669110645,0.049641502276187056,0.0
1.425,joint,4096,123393400,0.4908738521234053,0.1057125455461796,0.0
1.425,joint,4096,123393400,0.5399612373357456,0.13470504913280154,0.5
1.425,joint,4096,123393400,0.589048622548086,0.0969209307340416,0.0
1.425,joint,4096,123393400,0.6381360077604268,0.040681882803999085,0.0
1.425,joint,4096,123393400,0.6872233929727671,0.011188381080418778,0.0
1.425,joint,4096,123393400,0.7363107781851079,0.0024016079020160114,0.0
1.425,joint,4096,123393400,0.7853981633974483,0.0004949183051231095,0.0
1.425,joint,4096,123393400,0.8344855486097886,0.00012202886603737249,0.0
1.425,joint,4096,123393400,0.883572933822129,4.467797208928317e-05,0.0
1.425,joint,4096,123393400,0.9326603190344702,2.8866958040414366e-05,0.0
1.425,joint,4096,123393400,0.9817477042468106,3.5057802516727015e-05,0.0
1.425,joint,4096,123393400,1.030835089459151,7.28225499304903e-05,0.0
1.425,joint,4096,123393400,1.0799224746714913,0.00020674091105082142,0.0
1.425,joint,4096,123393400,1.1290098598838316,0.0006193820041882405,0.0
1.425,joint,4096,123393400,1.178097245096172,0.0016070123352543285,0.0
1.425,joint,4096,123393400,1.2271846303085132,0.0032835671158914707,0.0
1.425,joint,4096,123393400,1.2762720155208536,0.005212711455603821,0.0
1.425,joint,4096,123393400,1.325359400733194,0.006458006906820752,0.0
1.425,joint,4096,123393400,1.3744467859455343,0.0060517583916479675,0.0
1.425,joint,4096,123393400,1.4235341711578746,0.00407602955890433,0.0
1.425,joint,4096,123393400,1.4726215563702159,0.001990886519492217,0.0
1.425,joint,4096,123393400,1.5217089415825562,0.000804653184965231,0.0
1.425,joint,4096,123393400,1.5707963267948966,0.00033769552747620854,0.0
1.425,joint,4096,123393400,1.619883712007237,0.00018333184689341028,0.0
1.425,joint,4096,123393400,1.6689710972195773,0.00014499992882598372,0.0
1.425,joint,4096,123393400,1.7180584824319185,0.0001646307415905689,0.0
1.425,joint,4096,123393400,1.7671458676442588,0.00023445463930516267,0.0
1.425,joint,4096,123393400,1.8162332528565992,0.00033625650699277453,0.0
1.425,joint,4096,123393400,1.8653206380689396,0.00038322505024784755,0.0
1.425,joint,4096,123393400,1.91440802328128,0.000298824058131939,0.0
1.425,joint,4096,123393400,1.9634954084936211,0.00016203968835075384,0.0
1.425,joint,4096,123393400,2.0125827937059615,7.12541663472508e-05,0.0
1.425,joint,4096,123393400,2.061670178918302,3.031572248583498e-05,0.0
1.425,joint,4096,123393400,2.110757564130642,1.3913484507898202e-05,0.0
1.425,joint,4096,123393400,2.1598449493429825,7.151290292153317e-06,0.0
1.425,joint,4096,123393400,2.208932334555323,4.189682134073839e-06,0.0
1.425,joint,4096,123393400,2.258019719767664,2.909377365517839e-06,0.0
1.425,joint,4096,123393400,2.3071071049800045,2.550189393172947e-06,0.0
1.425,joint,4096,123393400,2.356194490192345,2.9896989706516396e-06,0.0
1.425,joint,4096,123393400,2.405281875404685,4.746006710534949e-06,0.0
1.425,joint,4096,123393400,2.4543692606170255,9.586862199622683e-06,0.0
1.425,joint,4096,123393400,2.5034566458293668,2.154527070669803e-05,0.0
1.425,joint,4096,123393400,2.552544031041707,4.586227644534388e-05,0.0
1.425,joint,4096,123393400,2.6016314162540475,8.296812044838181e-05,0.0
1.425,joint,4096,123393400,2.650718801466388,0.00012890696293248673,0.0
1.425,joint,4096,123393400,2.699806186678728,0.00019316430426470537,0.0
1.425,joint,4096,123393400,2.7488935718910685,0.0003133463185452532,0.0
1.425,joint,4096,123393400,2.7979809571034098,0.0005436633583891154,0.0
1.425,joint,4096,123393400,2.84706834231575,0.0008429014020504056,0.0
1.425,joint,4096,123393400,2.8961557275280905,0.0009200644809379099,0.0
1.425,joint,4096,123393400,2.945243112740431,0.0006388702803127624,0.0
1.425,joint,4096,123393400,2.994330497952771,0.00032526556508668516,0.0
1.425,joint,4096,123393400,3.0434178831651124,0.00016277486848051553,0.0
1.425,joint,4096,123393400,3.0925052683774528,0.00010321152462164688,0.0
1.425,marginal,4096,123393400,-3.141592653589793,0.0078125,0.0
1.425,marginal,4096,123393400,-3.0925052683774528,0.0078125,0.0
1.425,marginal,4096,123393400,-3.043417883165112,0.0078125,0.0
1.425,marginal,4096,123393400,-2.9943304979527716,0.0078125,0.0
1.425,marginal,4096,123393400,-2.945243112740431,0.0078125,0.0
1.425,marginal,4096,123393400,-2.8961557275280905,0.0078125,0.0
1.425,marginal,4096,123393400,-2.84706834231575,0.0078125,0.0
1.425,marginal,4096,123393400,-2.7979809571034093,0.0078125,0.0
1.425,marginal,4096,123393400,-2.748893571891069,0.0078125,0.0
1.425,marginal,4096,123393400,-2.6998061866787286,0.0078125,0.0
1.425,marginal,4096,123393400,-2.650718801466388,0.0078125,0.0
1.425,marginal,4096,123393400,-2.6016314162540475,0.0078125,0.0
1.425,marginal,4096,123393400,-2.552544031041707,0.0078125,0.0
1.425,marginal,4096,123393400,-2.5034566458293663,0.0078125,0.0
1.425,marginal,4096,123393400,-2.454369260617026,0.0078125,0.0
1.425,marginal,4096,123393400,-2.405281875404685,0.0078125,0.0
1.425,marginal,4096,123393400,-2.356194490192345,0.0078125,0.0
1.425,marginal,4096,123393400,-2.3071071049800045,0.0078125,0.0
1.425,marginal,4096,123393400,-2.2580197197676637,0.0078125,0.0
1.425,marginal,4096,123393400,-2.2089323345553233,0.0078125,0.0
1.425,marginal,4096,123393400,-2.1598449493429825,0.0078125,0.0
1.425,marginal,4096,123393400,-2.110757564130642,0.0078125,0.0
1.425,marginal,4096,123393400,-2.061670178918302,0.0078125,0.0
1.425,marginal,4096,123393400,-2.0125827937059615,0.0078125,0.0
1.425,marginal,4096,123393400,-1.9634954084936207,0.0078125,0.0
1.425,marginal,4096,123393400,-1.9144080232812801,0.0078125,0.0
1.425,marginal,4096,123393400,-1.8653206380689396,0.0078125,0.0
1.425,marginal,4096,123393400,-1.8162332528565992,0.0078125,0.0
1.425,marginal,4096,123393400,-1.7671458676442586,0.0078125,0.0
1.425,marginal,4096,123393400,-1.718058482431918,0.0078125,0.0
1.425,marginal,4096,123393400,-1.6689710972195777,0.0078125,0.0
1.425,marginal,4096,123393400,-1.6198837120072371,0.0078125,0.0
1.425,marginal,4096,123393400,-1.5707963267948966,0.0078125,0.0
1.425,marginal,4096,123393400,-1.521708941582556,0.0078125,0.0
1.425,marginal,4096,123393400,-1.4726215563702154,0.0078125,0.0
1.425,marginal,4096,123393400,-1.423534171157875,0.0078125,0.0
1.425,marginal,4096,123393400,-1.3744467859455345,0.0078125,0.0
1.425,marginal,4096,123393400,-1.325359400733194,0.0078125,0.0
1.425,marginal,4096,123393400,-1.2762720155208536,0.0078125,0.0
1.425,marginal,4096,123393400,-1.227184630308513,0.0078125,0.0
1.425,marginal,4096,123393400,-1.1780972450961724,0.0078125,0.0
1.425,marginal,4096,123393400,-1.129009859883832,0.0078125,0.0
1.425,marginal,4096,123393400,-1.0799224746714913,0.0078125,0.0
1.425,marginal,4096,123393400,-1.030835089459151,0.0078125,0.0
1.425,marginal,4096,123393400,-0.9817477042468106,0.0078125,0.0
1.425,marginal,4096,123393400,-0.9326603190344698,0.0078125,0.0
1.425,marginal,4096,123393400,-0.8835729338221294,0.0078125,0.0
1.425,marginal,4096,123393400,-0.8344855486097886,0.0078125,0.0
1.425,marginal,4096,123393400,-0.7853981633974483,0.0078125,0.0
1.425,marginal,4096,123393400,-0.7363107781851079,0.0078125,0.0
1.425,marginal,4096,123393400,-0.6872233929727671,0.0078125,0.0
1.425,marginal,4096,123393400,-0.6381360077604268,0.0078125,0.0
1.425,marginal,4096,123393400,-0.589048622548086,0.0078125,0.0
1.425,marginal,4096,123393400,-0.5399612373357456,0.0078125,0.5
1.425,marginal,4096,123393400,-0.4908738521234053,0.0078125,0.0
1.425,marginal,4096,123393400,-0.4417864669110645,0.0078125,0.0
1.425,marginal,4096,123393400,-0.39269908169872414,0.0078125,0.0
1.425,marginal,4096,123393400,-0.3436116964863838,0.0078125,0.0
1.425,marginal,4096,123393400,-0.294524311274043,0.0078125,0.0
1.425,marginal,4096,123393400,-0.24543692606170264,0.0078125,0.0
1.425,marginal,4096,123393400,-0.1963495408493623,0.0078125,0.0
1.425,marginal,4096,123393400,-0.1472621556370215,0.0078125,0.0
1.425,marginal,4096,123393400,-0.09817477042468115,0.0078125,0.0
1.425,marginal,4096,123393400,-0.04908738521234035,0.0078125,0.0
1.425,marginal,4096,123393400,0.0,0.0078125,0.0
1.425,marginal,4096,123393400,0.04908738521234035,0.0078125,0.0
1.425,marginal,4096,123393400,0.09817477042468115,0.0078125,0.0
1.425,marginal,4096,123393400,0.1472621556370215,0.0078125,0.0
1.425,marginal,4096,123393400,0.1963495408493623,0.0078125,0.0
1.425,marginal,4096,123393400,0.24543692606170264,0.0078125,0.0
1.425,marginal,4096,123393400,0.294524311274043,0.0078125,0.0
1.425,marginal,4096,123393400,0.3436116964863838,0.0078125,0.0
1.425,marginal,4096,123393400,0.39269908169872414,0.0078125,0.0
1.425,marginal,4096,123393400,0.4417864669110645,0.0078125,0.0
1.425,marginal,4096,123393400,0.4908738521234053,0.0078125,0.0
1.425,marginal,4096,123393400,0.5399612373357456,0.0078125,0.5
1.425,marginal,4096,123393400,0.589048622548086,0.0078125,0.0
1.425,marginal,4096,123393400,0.6381360077604268,0.0078125,0.0
1.425,marginal,4096,123393400,0.6872233929727671,0.0078125,0.0
1.425,marginal,4096,123393400,0.7363107781851079,0.0078125,0.0
1.425,marginal,4096,123393400,0.7853981633974483,0.0078125,0.0
1.425,marginal,4096,123393400,0.8344855486097886,0.0078125,0.0
1.425,marginal,4096,123393400,0.883572933822129,0.0078125,0.0
1.425,marginal,4096,123393400,0.9326603190344702,0.0078125,0.0
1.425,marginal,4096,123393400,0.9817477042468106,0.0078125,0.0
1.425,marginal,4096,123393400,1.030835089459151,0.0078125,0.0
1.425,marginal,4096,123393400,1.0799224746714913,0.0078125,0.0
1.425,marginal,4096,123393400,1.1290098598838316,0.0078125,0.0
1.425,marginal,4096,123393400,1.178097245096172,0.0078125,0.0
1.425,marginal,4096,123393400,1.2271846303085132,0.0078125,0.0
1.425,marginal,4096,123393400,1.2762720155208536,0.0078125,0.0
1.425,marginal,4096,123393400,1.325359400733194,0.0078125,0.0
1.425,marginal,4096,123393400,1.3744467859455343,0.0078125,0.0
1.425,marginal,4096,123393400,1.4235341711578746,0.0078125,0.0
1.425,marginal,4096,123393400,1.4726215563702159,0.0078125,0.0
1.425,marginal,4096,123393400,1.5217089415825562,0.0078125,0.0
1.425,marginal,4096,123393400,1.5707963267948966,0.0078125,0.0
1.425,marginal,4096,123393400,1.619883712007237,0.0078125,0.0
1.425,marginal,4096,123393400,1.6689710972195773,0.0078125,0.0
1.425,marginal,4096,123393400,1.7180584824319185,0.0078125,0.0
1.425,marginal,4096,123393400,1.7671458676442588,0.0078125,0.0
1.425,marginal,4096,123393400,1.8162332528565992,0.0078125,0.0
1.425,marginal,4096,123393400,1.8653206380689396,0.0078125,0.0
1.425,marginal,4096,123393400,1.91440802328128,0.0078125,0.0
1.425,marginal,4096,123393400,1.9634954084936211,0.0078125,0.0
1.425,marginal,4096,123393400,2.0125827937059615,0.0078125,0.0
1.425,marginal,4096,123393400,2.061670178918302,0.0078125,0.0
1.425,marginal,4096,123393400,2.110757564130642,0.0078125,0.0
1.425,marginal,4096,123393400,2.1598449493429825,0.0078125,0.0
1.425,marginal,4096,123393400,2.208932334555323,0.0078125,0.0
1.425,marginal,4096,123393400,2.258019719767664,0.0078125,0.0
1.425,marginal,4096,123393400,2.3071071049800045,0.0078125,0.0
1.425,marginal,4096,123393400,2.356194490192345,0.0078125,0.0
1.425,marginal,4096,123393400,2.405281875404685,0.0078125,0.0
1.425,marginal,4096,123393400,2.4543692606170255,0.0078125,0.0
1.425,marginal,4096,123393400,2.5034566458293668,0.0078125,0.0
1.425,marginal,4096,123393400,2.552544031041707,0.0078125,0.0
1.425,marginal,4096,123393400,2.6016314162540475,0.0078125,0.0
1.425,marginal,4096,123393400,2.650718801466388,0.0078125,0.0
1.425,marginal,4096,123393400,2.699806186678728,0.0078125,0.0
