t,arm,n_obs,seed,psi,p_hat,p_true
0.05,joint,4096,123393400,0.8344855486097886,3.026448229735245e-25,0.0
0.05,joint,4096,123393400,0.883572933822129,2.006786046055224e-72,0.0
0.05,joint,4096,123393400,0.9326603190344702,1.180711814255237e-134,0.0
0.05,joint,4096,123393400,0.9817477042468106,2.4967343432255113e-188,0.0
0.05,joint,4096,123393400,1.030835089459151,4.8993582526334794e-225,0.0
0.05,joint,4096,123393400,1.0799224746714913,1.5409066576237517e-253,0.0
0.05,joint,4096,123393400,1.1290098598838316,4.382164652634283e-279,0.0
0.05,joint,4096,123393400,1.178097245096172,3.183250229082629e-302,0.0
0.05,joint,4096,123393400,1.2271846303085132,2.4930795413303006e-302,0.0
0.05,joint,4096,123393400,1.2762720155208536,2.008835119816983e-302,0.0
0.05,joint,4096,123393400,1.325359400733194,1.6688547808137648e-302,0.0
0.05,joint,4096,123393400,1.3744467859455343,1.4312167744512863e-302,0.0
0.05,joint,4096,123393400,1.4235341711578746,1.2666766442958494e-302,0.0
