seed,n_obs,t,arm,psi_hat_deg,psi_true_deg,psi_err_deg,is_flat,profile_range_nats
1719885688,4096,0.05,joint,29.85278477739941,29.999999999999996,0.14721522260058728,False,374913.02933846746
1719885688,4096,0.05,marginal,,29.999999999999996,,True,0.0
1719885688,4096,0.1053,joint,29.846828150468586,29.999999999999996,0.1531718495314135,False,185761.6510359336
1719885688,4096,0.1053,marginal,,29.999999999999996,,True,0.0
1719885688,4096,0.2216,joint,29.917711625520006,29.999999999999996,0.08228837447999299,False,79542.13124184054
1719885688,4096,0.2216,marginal,,29.999999999999996,,True,0.0
1719885688,4096,0.4665,joint,29.916721110631965,29.999999999999996,0.08327888936803386,False,27095.71521432587
1719885688,4096,0.4665,marginal,,29.999999999999996,,True,0.0
1719885688,4096,0.9821,joint,29.830695981249136,29.999999999999996,0.16930401875086287,False,4940.562564928921
1719885688,4096,0.9821,marginal,,29.999999999999996,,True,0.0
1719885688,4096,2.0676,joint,31.50994263290688,29.999999999999996,1.5099426329068848,False,113.92096296279487
1719885688,4096,2.0676,marginal,,29.999999999999996,,True,0.0
239607113,128,0.05,joint,30.066301460017964,29.999999999999996,0.06630146001796822,False,11791.69045271995
239607113,128,0.05,marginal,,29.999999999999996,,True,0.0
239607113,128,0.1053,joint,30.15132691477195,29.999999999999996,0.15132691477195087,False,5751.410266241814
239607113,128,0.1053,marginal,,29.999999999999996,,True,0.0
239607113,128,0.2216,joint,29.849963534319834,29.999999999999996,0.15003646568016252,False,2576.2677324462575
239607113,128,0.2216,marginal,,29.999999999999996,,True,0.0
239607113,128,0.4665,joint,29.802291735717013,29.999999999999996,0.1977082642829838,False,819.4717180806363
239607113,128,0.4665,marginal,,29.999999999999996,,True,0.0
239607113,128,0.9821,joint,31.969692655504623,29.999999999999996,1.9696926555046248,False,178.8116661145159
239607113,128,0.9821,marginal,,29.999999999999996,,True,0.0
239607113,128,2.0676,joint,32.750994355953175,29.999999999999996,2.750994355953176,False,11.657933415971911
239607113,128,2.0676,marginal,,29.999999999999996,,True,0.0
239607113,512,0.05,joint,30.3280447118583,29.999999999999996,0.32804471185830103,False,44820.282850449934
239607113,512,0.05,marginal,,29.999999999999996,,True,0.0
239607113,512,0.1053,joint,30.068189321040368,29.999999999999996,0.06818932104037174,False,22659.803127304407
239607113,512,0.1053,marginal,,29.999999999999996,,True,0.0
239607113,512,0.2216,joint,30.01627652998505,29.999999999999996,0.016276529985050196,False,9446.493880264574
239607113,512,0.2216,marginal,,29.999999999999996,,True,0.0
239607113,512,0.4665,joint,29.937481514423318,29.999999999999996,0.06251848557667998,False,3246.6148188397556
239607113,512,0.4665,marginal,,29.999999999999996,,True,0.0
239607113,512,0.9821,joint,30.622211501259127,29.999999999999996,0.622211501259128,False,663.9483480751805
239607113,512,0.9821,marginal,,29.999999999999996,,True,0.0
239607113,512,2.0676,joint,23.585482282692098,29.999999999999996,6.414517717307899,False,23.817240136368127
239607113,512,2.0676,marginal,,29.999999999999996,,True,0.0
239607113,1024,0.05,joint,29.91057157342055,29.999999999999996,0.08942842657944523,False,95423.68501176916
239607113,1024,0.05,marginal,,29.999999999999996,,True,0.0
239607113,1024,0.1053,joint,30.045168184338273,29.999999999999996,0.04516818433827645,False,47178.266163146014
239607113,1024,0.1053,marginal,,29.999999999999996,,True,0.0
239607113,1024,0.2216,joint,29.846167643748036,29.999999999999996,0.1538323562519609,False,20215.773972248735
239607113,1024,0.2216,marginal,,29.999999999999996,,True,0.0
239607113,1024,0.4665,joint,29.972821851063745,29.999999999999996,0.027178148936251225,False,6930.149244261342
