n_steps,arm,innov_kurtosis,innov_kurtosis_se,innov_kl,cov_worst_lag_abs
100,exact,1.9894406856937934,0.12742747178324007,0.026642982943168657,0.045373419266960924
100,em_bp,1.0119790663340096,0.06194607709119254,0.045975131526835265,0.048021276657050804
100,mlp,0.25456708941774187,0.03822903924211142,0.06788813114557726,0.12099260971607273
100,cnn,1.4243144190645403,0.09815653372705926,0.037855192153362055,0.07854372761517112
