n_components,n_chains,seed,n_params,n_iters,monotone_violation,train_log_evidence,train_log_evidence_per_edge,train_edges,heldout_log_evidence,heldout_log_evidence_per_edge,heldout_edges,bic,em_seconds_total,em_seconds_per_iter,fitted_rho,innovation_mean,innovation_var,innovation_excess_kurtosis
16,2048,0,48,40,0.0,-418070.9075227086,-1.317007647185952,317440,-104446.39143151455,-1.3161087629979151,79360,836749.881162365,571.3749991294462,14.284374978236155,0.846958743885195,-0.0030892515246791503,0.28350373473495544,2.3645527904006833
16,2048,1,48,40,0.0,-418070.1937997979,-1.3170053988148875,317440,-104136.73359212752,-1.3122068244975746,79360,836748.4537165436,555.3020803397521,13.882552008493803,0.8488422236645787,6.975559171742887e-05,0.2832907405921093,1.9733171684786983
16,2048,2,48,40,0.0,-418846.5001045244,-1.319450920188144,317440,-104475.8390352824,-1.3164798265534576,79360,838301.0663259967,570.8792123601306,14.271980309003265,0.8494978161834418,0.0007748120492955275,0.29261661791788396,2.3156489068586517
