e,budget,n_components,arm,density
0.7400000000000002,0,0,true,0.18410880938240487
0.75,0,0,true,0.17923193546403388
0.7600000000000002,0,0,true,0.1744842454738814
0.77,0,0,true,0.16986231744788033
0.7800000000000002,0,0,true,0.16536282006666037
0.79,0,0,true,0.16098251025445404
0.8000000000000003,0,0,true,0.1567182308416032
0.81,0,0,true,0.1525669082889861
0.8200000000000003,0,0,true,0.14852555047271968
0.8300000000000001,0,0,true,0.14459124452754563
0.8399999999999999,0,0,true,0.14076115474734102
0.8500000000000001,0,0,true,0.1370325205412435
0.8599999999999999,0,0,true,0.13340265444391763
0.8700000000000001,0,0,true,0.12986894017852516
0.8799999999999999,0,0,true,0.12642883077100828
0.8900000000000001,0,0,true,0.1230798467143213
0.8999999999999999,0,0,true,0.11981957418129208
0.9100000000000001,0,0,true,0.11664566328482123
0.9199999999999999,0,0,true,0.1135558263841694
0.9300000000000002,0,0,true,0.11054783643610681
0.94,0,0,true,0.10761952538974186
0.9500000000000002,0,0,true,0.104768782623867
0.96,0,0,true,0.1019935534257
0.9700000000000002,0,0,true,0.09929183750991975
0.98,0,0,true,0.09666168757693377
0.9900000000000002,0,0,true,0.09410120790933373
1.0,0,0,true,0.09160855300553154
1.0099999999999998,0,0,true,0.0891819262495873
1.0200000000000005,0,0,true,0.08681957861627354
1.0300000000000002,0,0,true,0.08451980741044157
1.04,0,0,true,0.08228095503977864
1.0499999999999998,0,0,true,0.08010140782007617
1.0600000000000005,0,0,true,0.0779795948121436
1.0700000000000003,0,0,true,0.0759139866895329
1.08,0,0,true,0.07390309463625386
1.0899999999999999,0,0,true,0.07194546927368987
1.0999999999999996,0,0,true,0.07003969961593798
1.1100000000000003,0,0,true,0.06818441205282051
1.12,0,0,true,0.06637826935983734
1.13,0,0,true,0.06461996973434138
1.1399999999999997,0,0,true,0.06290824585724669
1.1500000000000004,0,0,true,0.06124186397959048
1.1600000000000001,0,0,true,0.05961962303329149
1.17,0,0,true,0.058040353765462765
1.1799999999999997,0,0,true,0.05650291789565663
1.1900000000000004,0,0,true,0.05500620729543293
1.2000000000000002,0,0,true,0.05354914318966048
1.21,0,0,true,0.05213067537897391
1.2199999999999998,0,0,true,0.05074978148282838
1.2300000000000004,0,0,true,0.049405466202604165
1.2400000000000002,0,0,true,0.04809676060423172
1.25,0,0,true,0.046822721419818136
1.2599999999999998,0,0,true,0.04558243036777419
1.2700000000000005,0,0,true,0.04437499349094962
1.2800000000000002,0,0,true,0.043199540512301585
1.29,0,0,true,0.04205522420762948
1.2999999999999998,0,0,true,0.0409412197949268
1.3100000000000005,0,0,true,0.039856724339907744
1.3200000000000003,0,0,true,0.03880095617728131
1.33,0,0,true,0.03777315434735474
1.3399999999999999,0,0,true,0.03677257804756134
1.3500000000000005,0,0,true,0.03579850609851658
1.3600000000000003,0,0,true,0.034850236424218285
1.37,0,0,true,0.03392708554601496
1.38,0,0,true,0.03302838808997941
1.3899999999999997,0,0,true,0.03215349630733097
1.4000000000000004,0,0,true,0.03130177960756146
1.4100000000000001,0,0,true,0.030472624103928606
1.42,0,0,true,0.029665432170988014
1.4299999999999997,0,0,true,0.028879622013846664
1.4400000000000004,0,0,true,0.02811462724882585
1.4500000000000002,0,0,true,0.027369896495232564
1.46,0,0,true,0.02664489297794367
1.4699999999999998,0,0,true,0.02593909414051803
1.4800000000000004,0,0,true,0.025251991268556474
1.4900000000000002,0,0,true,0.024583089123039026
1.5,0,0,true,0.023931905583374047
1.5099999999999998,0,0,true,0.02329797129990336
1.5200000000000005,0,0,true,0.022680829355611793
1.5300000000000002,0,0,true,0.02208003493679796
1.54,0,0,true,0.021495155012468375
1.5499999999999998,0,0,true,0.020925768022224418
1.5600000000000005,0,0,true,0.020371463572416634
1.5700000000000003,0,0,true,0.019831842140348128
1.58,0,0,true,0.01930651478631246
1.5899999999999999,0,0,true,0.018795102873260295
1.6000000000000005,0,0,true,0.01829723779389126
1.6100000000000003,0,0,true,0.017812560704975222
1.62,0,0,true,0.017340722268710838
1.63,0,0,true,0.016881382400935483
1.6399999999999997,0,0,true,0.016434210026004908
1.6500000000000004,0,0,true,0.015998882838165734
1.6600000000000001,0,0,true,0.015575087069249196
1.67,0,0,true,0.015162517262518174
1.6799999999999997,0,0,true,0.014760876052505046
1.6900000000000004,0,0,true,0.014369873950681372
1.7000000000000002,0,0,true,0.013989229136805045
1.71,0,0,true,0.013618667255794257
1.7199999999999998,0,0,true,0.013257921219982337
1.7300000000000004,0,0,true,0.012906731016610487
1.7400000000000002,0,0,true,0.012564843520420138
1.75,0,0,true,0.012232012311209099
1.7599999999999998,0,0,true,0.011907997496220946
1.7700000000000005,0,0,true,0.01159256553723886
1.7800000000000002,0,0,true,0.011285489082259782
1.79,0,0,true,0.010986546801627166
1.7999999999999998,0,0,true,0.010695523228504547
1.8100000000000005,0,0,true,0.01041220860357485
1.8200000000000003,0,0,true,0.010136398723853442
1.83,0,0,true,0.009867894795505868
1.8399999999999999,0,0,true,0.009606503290564498
1.8500000000000005,0,0,true,0.009352035807440458
1.8600000000000003,0,0,true,0.009104308935130699
1.87,0,0,true,0.008863144121021729
1.88,0,0,true,0.008628367542195483
1.8899999999999997,0,0,true,0.008399809980143958
1.9000000000000004,0,0,true,0.008177306698802572
1.9100000000000001,0,0,true,0.007960697325814463
1.92,0,0,true,0.007749825736939689
1.9299999999999997,0,0,true,0.007544539943526623
1.9400000000000004,0,0,true,0.007344691982963948
1.9500000000000002,0,0,true,0.007150137812034585
1.96,0,0,true,0.0069607372030944595
1.9699999999999998,0,0,true,0.006776353643001487
1.9800000000000004,0,0,true,0.0065968542347218185
1.9900000000000002,0,0,true,0.0064221096015425
2.0,0,0,true,0.006251993793821263
2.01,0,0,true,0.006086384198206668
2.0200000000000005,0,0,true,0.005925161449262759
2.0300000000000002,0,0,true,0.005768209343434798
2.04,0,0,true,0.0056154147552938734
2.05,0,0,true,0.005466667556000183
2.0600000000000005,0,0,true,0.005321860533926137
2.0700000000000003,0,0,true,0.005180889317382096
2.08,0,0,true,0.00504365229938896
2.09,0,0,true,0.004910050564443559
2.1000000000000005,0,0,true,0.004779987817223877
2.1100000000000003,0,0,true,0.004653370313182935
2.12,0,0,true,0.0045301067909809785
2.13,0,0,true,0.004410108406707671
2.1399999999999997,0,0,true,0.004293288669846583
2.1500000000000004,0,0,true,0.004179563380935906
2.16,0,0,true,0.004068850570880591
2.17,0,0,true,0.003961070441871875
2.1799999999999997,0,0,true,0.003856145309871963
2.1900000000000004,0,0,true,0.003753999548622138
2.2,0,0,true,0.003654559535134105
2.21,0,0,true,0.0035577535966251545
2.2199999999999998,0,0,true,0.003463511958859014
2.2300000000000004,0,0,true,0.0033717666958550966
2.24,0,0,true,0.0032824516809299097
2.25,0,0,true,0.00319550253903529
2.26,0,0,true,0.0031108566003592098
2.2700000000000005,0,0,true,0.00302845285515561
2.2800000000000002,0,0,true,0.002948231909770822
2.29,0,0,true,0.0028701359438346877
2.3,0,0,true,0.0027941086685857697
2.3100000000000005,0,0,true,0.0027200952863004153
2.3200000000000003,0,0,true,0.0026480424507965526
2.33,0,0,true,0.002577898228983651
2.34,0,0,true,0.002509612063431234
2.3500000000000005,0,0,true,0.002443134735928905
2.3600000000000003,0,0,true,0.0023784183320116423
2.37,0,0,true,0.0023154162064247517
2.38,0,0,true,0.0022540829495036664
2.3899999999999997,0,0,true,0.0021943743544442828
2.4000000000000004,0,0,true,0.002136247385440294
2.41,0,0,true,0.0020796601466645387
2.42,0,0,true,0.0020245718520719757
2.4299999999999997,0,0,true,0.0019709427960025836
2.4400000000000004,0,0,true,0.001918734324562946
2.45,0,0,true,0.0018679088077659285
2.46,0,0,true,0.0018184296124083188
2.4699999999999998,0,0,true,0.0017702610756669412
2.4800000000000004,0,0,true,0.0017233684793941783
2.49,0,0,true,0.001677718025094388
2.5,0,0,true,0.001633276809563146
2.51,0,0,true,0.0015900128011718138
2.5200000000000005,0,0,true,0.001547894816780282
2.5300000000000002,0,0,true,0.00150689249926131
2.54,0,0,true,0.0014669762956201668
2.55,0,0,true,0.0014281174356939224
2.5600000000000005,0,0,true,0.001390287911414935
2.5700000000000003,0,0,true,0.0013534604566236598
2.58,0,0,true,0.0013176085274161642
2.59,0,0,true,0.0012827062830122454
2.6000000000000005,0,0,true,0.0012487285671303277
2.6100000000000003,0,0,true,0.0012156508898557238
2.62,0,0,true,0.0011834494099891742
2.63,0,0,true,0.0011521009178629782
2.6399999999999997,0,0,true,0.0011215828186122952
2.6500000000000004,0,0,true,0.001091873115889583
2.66,0,0,true,0.0010629503960104258
2.67,0,0,true,0.0010347938125193112
2.6799999999999997,0,0,true,0.0010073830711642628
2.6900000000000004,0,0,true,0.000980698415269467
2.7,0,0,true,0.0009547206114953886
2.71,0,0,true,0.000929430935976048
2.7199999999999998,0,0,true,0.0009048111608235508
2.7300000000000004,0,0,true,0.0008808435409900731
2.74,0,0,true,0.0008575108014778778
2.75,0,0,true,0.0008347961248881086
2.76,0,0,true,0.0008126831392994184
2.7700000000000005,0,0,true,0.0007911559064676781
2.7800000000000002,0,0,true,0.0007701989103382677
2.79,0,0,true,0.0007497970458626536
2.8,0,0,true,0.0007299356081112204
2.8100000000000005,0,0,true,0.0007106002816744806
2.8200000000000003,0,0,true,0.0006917771303450556
2.83,0,0,true,0.0006734525870729411
2.84,0,0,true,0.0006556134441868788
2.8500000000000005,0,0,true,0.0006382468438747364
2.8600000000000003,0,0,true,0.0006213402689160652
2.87,0,0,true,0.0006048815336601302
2.88,0,0,true,0.0005888587752429374
2.8899999999999997,0,0,true,0.0005732604450369051
2.9000000000000004,0,0,true,0.0005580753003270309
2.91,0,0,true,0.0005432923962075495
2.92,0,0,true,0.0005289010776932323
2.9299999999999997,0,0,true,0.0005148909720396627
2.9400000000000004,0,0,true,0.0005012519812669313
2.95,0,0,true,0.0004879742748813831
2.96,0,0,true,0.0004750482827901406
2.9699999999999998,0,0,true,0.00046246468840333336
2.9800000000000004,0,0,true,0.00045021442191903204
2.99,0,0,true,0.0004382886537860633
3.0,0,0,true,0.00042667878833998644
-3.0,128,4,fitted,3.375102937240777e-05
-2.99,128,4,fitted,3.581838057871201e-05
-2.98,128,4,fitted,3.800433677599868e-05
-2.97,128,4,fitted,4.0315186293959706e-05
-2.96,128,4,fitted,4.275751925823897e-05
-2.95,128,4,fitted,4.533824023652823e-05
-2.94,128,4,fitted,4.806458131301031e-05
-2.93,128,4,fitted,5.094411560025054e-05
-2.92,128,4,fitted,5.398477119754192e-05
-2.91,128,4,fitted,5.7194845604580784e-05
-2.9,128,4,fitted,6.058302059921161e-05
-2.89,128,4,fitted,6.415837758780448e-05
-2.88,128,4,fitted,6.793041343664546e-05
-2.87,128,4,fitted,7.190905679249321e-05
-2.86,128,4,fitted,7.610468490022249e-05
-2.85,128,4,fitted,8.052814092519522e-05
-2.84,128,4,fitted,8.519075178770853e-05
-2.83,128,4,fitted,9.010434651653518e-05
-2.82,128,4,fitted,9.528127512822062e-05
-2.81,128,4,fitted,0.00010073442803840069
-2.8,128,4,fitted,0.00010647725601099534
-2.79,128,4,fitted,0.00011252379065066249
-2.78,128,4,fitted,0.00011888866544342328
