t,half_width,n_grid,spacing,n_chains,boundary_mass_max,boundary_mass_p99,boundary_mass_p90,boundary_mass_median,kernel_norm_residual_max,kernel_norm_residual_interior
0.05,8.0,201,0.08000000000000007,256,2.3516606686977094e-06,1.1364261390414174e-07,2.2548657063287164e-08,2.5144187515721156e-09,0.01618232729983471,0.0038408915859238224
0.1,8.0,201,0.08000000000000007,256,5.449119931459484e-07,1.939327576396532e-07,2.2883615811362353e-08,2.7811046829933144e-09,0.01618232729983471,0.0038408915859238224
0.2,8.0,201,0.08000000000000007,256,1.742381833689614e-06,1.6621902537230542e-07,2.256228070087836e-08,3.2101721386093803e-09,0.01618232729983471,0.0038408915859238224
0.4,8.0,201,0.08000000000000007,256,4.846602497415839e-06,1.925895028876018e-07,3.208094324481781e-08,4.08442660576474e-09,0.01618232729983471,0.0038408915859238224
0.8,8.0,201,0.08000000000000007,256,2.7925136587296586e-07,2.1756867834907965e-07,2.1444791973534864e-08,5.559948780724161e-09,0.01618232729983471,0.0038408915859238224
1.6,8.0,201,0.08000000000000007,256,3.437204637370536e-08,2.3496006901584208e-08,9.79966845712762e-09,3.923604615443282e-09,0.01618232729983471,0.0038408915859238224
0.02,8.0,401,0.040000000000000036,256,1.7640496988317083e-07,6.931607547332186e-08,8.264948754461363e-09,1.0778225614658825e-09,0.01900499450018034,0.0009607758514014186
0.05,8.0,401,0.040000000000000036,256,6.806924348136051e-07,9.23902119182866e-08,9.94530907863649e-09,1.2880783776262112e-09,0.01900499450018034,0.0009607758514014186
0.1,8.0,401,0.040000000000000036,256,8.92873247705728e-08,5.5126388435031494e-08,1.2141582340599932e-08,1.3533736851316996e-09,0.01900499450018034,0.0009607758514014186
0.2,8.0,401,0.040000000000000036,256,8.814998693730613e-08,5.145017892616004e-08,9.957114955192102e-09,1.2991582827712673e-09,0.01900499450018034,0.0009607758514014186
0.4,8.0,401,0.040000000000000036,256,2.242472595145072e-07,1.7832254102635033e-07,1.6873188417455505e-08,1.926471845553377e-09,0.01900499450018034,0.0009607758514014186
0.8,8.0,401,0.040000000000000036,256,3.037044216764291e-07,1.7924841772874408e-07,1.7525459637192198e-08,2.6948561560220047e-09,0.01900499450018034,0.0009607758514014186
1.6,8.0,401,0.040000000000000036,256,2.1236319030655795e-08,1.76697529278998e-08,5.414196880049441e-09,1.98684974825964e-09,0.01900499450018034,0.0009607758514014186
0.02,8.0,801,0.019999999999999574,256,4.526865956868741e-07,8.37864288766054e-08,5.079892745162663e-09,5.756406129099635e-10,0.01971116964470554,0.0002402282272147005
0.05,8.0,801,0.019999999999999574,256,3.846010026835687e-07,2.8474631174002154e-08,4.391728383817136e-09,6.355772029592803e-10,0.01971116964470554,0.0002402282272147005
0.1,8.0,801,0.019999999999999574,256,2.3250283751515108e-07,4.6305408034477465e-08,4.863400316675798e-09,6.707140053934716e-10,0.01971116964470554,0.0002402282272147005
0.2,8.0,801,0.019999999999999574,256,2.2233753724933294e-07,6.039071181072254e-08,4.048578316304314e-09,6.634482020863051e-10,0.01971116964470554,0.0002402282272147005
0.4,8.0,801,0.019999999999999574,256,1.2363829313450458e-06,7.515685064022099e-08,5.346734898859219e-09,8.72577374121427e-10,0.01971116964470554,0.0002402282272147005
0.8,8.0,801,0.019999999999999574,256,1.518207332904779e-07,4.1198384305854034e-08,5.739832858142327e-09,1.4254149455649465e-09,0.01971116964470554,0.0002402282272147005
1.6,8.0,801,0.019999999999999574,256,2.424351597718554e-08,6.802994346828984e-09,2.305861424090106e-09,9.065055917733255e-10,0.01971116964470554,0.0002402282272147005
0.02,10.0,201,0.09999999999999964,256,5.8357496192938535e-09,1.051996667717669e-09,1.4581591313601138e-10,1.517397039958662e-11,0.007429419490503797,0.005998803939861297
0.05,10.0,201,0.09999999999999964,256,1.0056628045137986e-08,7.758520473518046e-10,8.950753579508349e-11,1.0905886788216499e-11,0.007429419490503797,0.005998803939861297
0.1,10.0,201,0.09999999999999964,256,1.7083886931536185e-09,1.0756635569557894e-09,1.1591831127453598e-10,1.8353438275339436e-11,0.007429419490503797,0.005998803939861297
0.2,10.0,201,0.09999999999999964,256,7.637261150925419e-09,8.642282133967759e-10,7.860082740376165e-11,1.345443889999263e-11,0.007429419490503797,0.005998803939861297
0.4,10.0,201,0.09999999999999964,256,8.57538967444507e-09,1.303217068752452e-09,1.2149915184096085e-10,2.0806623411569607e-11,0.007429419490503797,0.005998803939861297
0.8,10.0,201,0.09999999999999964,256,1.0396778999863276e-09,5.412386208959476e-10,2.11473895272024e-10,3.132632377071037e-11,0.007429419490503797,0.005998803939861297
