n_chains,n_components,rho_hat,rho_true,innovation_mean,innovation_var,innovation_var_true,innovation_excess_kurtosis,innovation_excess_kurtosis_true,monotone_violation,iters
128,4,0.8648809200735306,0.85,0.018806361694743236,0.27423806114903904,0.2775000000000001,3.4535247941586515,3.0,0.0,60
128,8,0.8435594948501025,0.85,-0.011436660394488037,0.3048088732281372,0.2775000000000001,3.0573316243916366,3.0,0.0,60
512,4,0.8474712985358634,0.85,0.0008089319401925373,0.2753665276179502,0.2775000000000001,1.7283400461060117,3.0,0.0,60
512,8,0.845811821050311,0.85,0.003818192111829103,0.2834759791430711,0.2775000000000001,2.963805877575676,3.0,0.0,60
2048,4,0.8474154831588716,0.85,0.00035822576207992715,0.2826931351165508,0.2775000000000001,1.6301830104056352,3.0,0.0,60
2048,8,0.8462398656741458,0.85,0.0008762959214389139,0.28248959609383717,0.2775000000000001,2.8323667397614045,3.0,0.0,60
