n_chains,em_seconds,em_iters,em_n_params,em_monotone_violation,net_n_params,net_grad_steps,net_eps_seconds,net_x0_seconds,net_eps_final_loss,net_x0_final_loss
32,49.14343361509964,121,25,0.0,25248,20000,11.682549486868083,11.6758898999542,0.08765975639532715,0.30855561709231194
64,50.68879702500999,121,25,0.0,25248,20000,14.176312872208655,14.018660055007786,0.1109651612650376,0.35884914533001033
128,52.946542642544955,121,25,0.0,25248,20000,19.26003344776109,19.49151270603761,0.13064465407032033,0.34004352918228176
256,63.83713736804202,121,25,0.0,25248,20000,19.401473679114133,19.519922974985093,0.22285239041835628,0.4110335533867068
512,80.97301925392821,121,25,0.0,25248,20000,19.64668569387868,19.571598628070205,0.25658079617219565,0.43302953646643694
1024,124.591348240152,121,25,0.0,25248,20000,19.91871955478564,19.963184122927487,0.25499729631077495,0.4441438860904465
2048,218.81373173976317,121,25,0.0,25248,20000,19.529761011712253,19.694693527650088,0.3205944382002405,0.41937380033932214
