sampler,top_eigenvalue,top_eigenvalue_true,cov_frobenius_rel_error,marginal_var
exact,10.48740608354591,12.681991784276143,0.2217639858835391,0.9280049722476985
markov_chow_liu,8.137464525221944,12.681991784276143,0.3679541241320051,0.9359201199654231
markov_naive,5.55251123062339,12.681991784276143,0.5294913577409228,0.7675233600741905
hybrid_rank_one,10.48740608354591,12.681991784276143,0.2217639858835391,0.9280049722476988
