t,score_norm_mean,posterior_var_mean,x_var,corr_with_clean_mean,mse_vs_clean,sampler
1.0,5.720297153938151,0.5955963272454942,0.9869029353648875,0.279117706860457,1.2325061262627952,grid
0.9440608762859234,5.8014152562930885,0.570299019800592,1.0033889482173817,0.2636244115334193,1.2553187115421582,grid
0.8912509381337456,5.837252674415659,0.5451240145049158,1.0033178438455665,0.2524422698803309,1.2629358558165917,grid
0.841395141645195,5.847783075669381,0.5208542947211504,0.994506541239462,0.25454206191732637,1.2519774752968003,grid
0.7943282347242815,5.89685235810746,0.49847898997964946,1.0007125864772275,0.24989792722294746,1.2588432669133462,grid
0.7498942093324559,5.9645905107203525,0.4766825128101854,1.009989056173552,0.2419521402381779,1.2757399941590355,grid
0.7079457843841379,6.022025875740374,0.45574899255599477,1.0124359821398539,0.23081587365038572,1.2894377570896205,grid
0.6683439175686146,6.082680752541771,0.435573521267159,1.0087554259285898,0.2229785062591258,1.296070397110479,grid
0.6309573444801932,6.137801305821817,0.41687872206539894,1.0066784062581837,0.2190388885253728,1.2917691796225328,grid
0.5956621435290105,6.203560636181339,0.3988581249609027,1.0097023481489646,0.2139732312993368,1.2918590567132253,grid
0.5623413251903491,6.286266563921974,0.38216239264693563,1.0155905700019434,0.21169500415002196,1.2955282374757027,grid
0.5308844442309884,6.34136570462853,0.3658772646236447,1.0132574978591913,0.21292990449165672,1.2844125526156904,grid
0.5011872336272722,6.406633615317503,0.3505309830968251,1.0121602811513823,0.2129802788506577,1.2801012330731043,grid
0.47315125896148047,6.459890208602615,0.3357750808795622,1.0079956773888146,0.21060172561304405,1.280017059724707,grid
0.4466835921509631,6.502185547227334,0.32168342883139645,1.002132005904032,0.21251680619926105,1.2671867388623996,grid
0.4216965034285822,6.558368177458861,0.308582925776128,0.9996611948175527,0.21675121822251633,1.253223193352421,grid
0.3981071705534972,6.660021819554543,0.29615706753666876,1.0039633065472973,0.21109042813386383,1.257550894368184,grid
0.37583740428844414,6.775748333429608,0.284420312260873,1.0068193466272657,0.20944384837437482,1.259876966621292,grid
0.35481338923357547,6.863116366807261,0.2727289958850951,0.998302519009493,0.21048280669387065,1.2423632585477866,grid
0.3349654391578276,6.919076965384407,0.26172443445617,0.9960545696465246,0.20742976482027295,1.2377656886620798,grid
0.31622776601683794,7.03365587905431,0.2513363401303214,0.9990426088136565,0.20825463188593824,1.2385261879686924,grid
0.29853826189179594,7.143689880317627,0.24149031782981328,1.0037185571014633,0.2094686348369249,1.2345276615847698,grid
0.28183829312644537,7.235347129435595,0.2320469610005157,1.0045216863829993,0.20987243244477266,1.235416410094092,grid
0.2660725059798809,7.31259222760595,0.22271907740796223,1.0011777653559781,0.21103712562820298,1.2292968316396966,grid
0.25118864315095796,7.432975768744955,0.21402001257155576,1.001676463154183,0.21164359082675233,1.2286353461663708,grid
0.23713737056616552,7.550996986417556,0.20565485267135522,1.0015992102980602,0.20868267657579673,1.2284257004958135,grid
0.22387211385683395,7.629627559819014,0.19739985160467996,0.9940907979290223,0.2104155083653444,1.2209014511186158,grid
0.21134890398366465,7.753458932123058,0.18985801640018196,1.0001541611078242,0.21279155517121176,1.2213127113309903,grid
0.19952623149688792,7.863541547595707,0.18237005914900908,0.998168308046353,0.21007558779747793,1.2200070883828424,grid
0.18836490894898,7.97257710218184,0.17506486451257883,0.9949166189260259,0.2109811039543667,1.2095208888392575,grid
0.1778279410038923,8.083923049992638,0.16814685778060634,0.9928311987329264,0.21159950686750598,1.204847031483599,grid
0.16788040181225602,8.249328317304926,0.16168804684630075,0.9940051059442032,0.20964455608849733,1.2061034881477286,grid
0.15848931924611134,8.380694652053606,0.15545261210260958,0.9955532524505947,0.2122140491246931,1.199721878588438,grid
0.14962356560944332,8.535785078891058,0.14952594703371597,0.9990427550603417,0.2138364575463016,1.198601132677675,grid
0.1412537544622754,8.641372278207722,0.1436219824147138,1.000893386822627,0.21537432448166513,1.1943974075861135,grid
0.1333521432163324,8.782320613015967,0.13794427287969588,1.0057621232239473,0.2130868805750573,1.1961878734429814,grid
0.12589254117941673,8.88069647578053,0.13234281327931566,1.0043266902056178,0.2156323734744747,1.1897311124821215,grid
0.11885022274370183,8.986256462452504,0.1271201960092785,1.0041846942943957,0.21550820636163054,1.1872286588853802,grid
0.11220184543019633,9.061759963699808,0.12191904116675711,0.9995100640984661,0.21487979146259356,1.1851446329390876,grid
0.10592537251772886,9.248293689026127,0.11716622821405498,1.0018359248131141,0.2123935695032176,1.1912464126975124,grid
0.1,9.367102483839007,0.11240213600486997,1.001996588714028,0.21151139609530156,1.1885085862942226,grid
0.0944060876285923,9.515227020092071,0.10790552226662274,1.0024562975609046,0.21141023326837133,1.1881087423960492,grid
0.08912509381337455,9.679524049754672,0.10357492853309175,1.0011425658846387,0.21176275071814815,1.1876427641205707,grid
0.08413951416451952,9.850796021873418,0.09941097783773717,1.004438004756561,0.21142013385738997,1.189891452827757,grid
0.07943282347242814,9.971469439669605,0.09524329708274949,1.0072605057198034,0.21149911961270593,1.1909252618073953,grid
0.07498942093324558,10.157316448738195,0.0913660910921921,1.005574057117341,0.2147678728028296,1.1840864559692108,grid
0.07079457843841377,10.308804683897813,0.0875755135484128,1.0062313226448907,0.21594300283365586,1.181009184567119,grid
0.06683439175686146,10.447132362377145,0.08395575531370351,1.0062502356734466,0.21700343791025584,1.177600748556432,grid
0.0630957344480193,10.546641701098775,0.08039865689178484,1.0071200966942282,0.21823975873636456,1.1745165122649053,grid
0.059566214352901034,10.669694796367367,0.07696087870652514,1.0060541091536346,0.21993252503255115,1.1688488312816452,grid
0.05623413251903491,10.799752636671588,0.07363611902365624,1.0042278591594545,0.2219718266852132,1.1632027591368854,grid
0.05308844442309882,10.963783729781658,0.07055419907346669,1.0061272321410077,0.22062674016902029,1.1662298104955306,grid
0.05011872336272722,11.15507109306186,0.06747939187576732,1.008386795848771,0.21866783240793197,1.1683314056985605,grid
0.04731512589614803,11.321018711603182,0.06458707116424321,1.008063748546932,0.2189352416141501,1.1684820801373084,grid
0.0446683592150963,11.49260076056229,0.061802715633474795,1.0076344485866788,0.21795501927304858,1.167660139066719,grid
0.042169650342858224,11.660825825747356,0.05910725868736498,1.0121161096801456,0.21964303341120592,1.1678963539321676,grid
0.03981071705534971,11.820985090854128,0.05651850479967366,1.0110766797712603,0.21747611108433346,1.1692102241388187,grid
0.037583740428844416,11.980125681947248,0.05404210779308464,1.0087377321058058,0.21666662479020768,1.1674440281719682,grid
0.03548133892335753,12.115190583691323,0.05156748626892568,1.0070732665961166,0.2176062118220368,1.165436848117812,grid
0.03349654391578276,12.252629673625734,0.049254901996322396,1.0044156251622125,0.21837564010677762,1.1616941535136047,grid
0.03162277660168379,12.4130201820356,0.04703511474715603,1.0042098157005364,0.21870491311669024,1.1594284018503676,grid
0.02985382618917959,12.530351478524919,0.04486479004378538,1.001863647561872,0.21877813676887933,1.156700512662082,grid
0.028183829312644536,12.641124017329043,0.04279032315421983,1.0020915711113494,0.21925259483542672,1.1552138423921854,grid
0.026607250597988085,12.760563891050527,0.04081118164445715,0.998560014625983,0.21990900614048903,1.1535263096802666,grid
0.025118864315095794,12.945848387710285,0.038930458209224146,0.9972138579936629,0.22036709602534624,1.1531057793992687,grid
0.023713737056616554,13.04626993440293,0.037106831072764926,0.9958937740658007,0.22061919385937614,1.1509805385026122,grid
0.02238721138568339,13.140223309917054,0.03532959580814254,0.9933200186436818,0.2206218422087749,1.1492790071070549,grid
0.021134890398366465,13.2506175278392,0.03365322039314992,0.9915531978756172,0.21978542255388703,1.1468980564043527,grid
0.01995262314968879,13.40064828128956,0.03206132150290011,0.9914149139665003,0.2202875740709475,1.1466006495195018,grid
0.018836490894898,13.520285969514047,0.030533135967901626,0.9912451264266116,0.2208254121732738,1.145876471368929,grid
0.01778279410038923,13.653527693935953,0.02906262000432747,0.9911484427110941,0.22209669625691464,1.1444075768940503,grid
0.016788040181225598,13.811722502605498,0.02766502228353886,0.9896594903449091,0.221476022978684,1.1444846936729371,grid
0.015848931924611134,13.911804808779948,0.026314395839125343,0.9894151213688445,0.2214462411943056,1.1443717657603245,grid
0.014962356560944329,14.067512578980416,0.02503845129921324,0.9895303877250425,0.2222822746528341,1.1436766672493375,grid
0.01412537544622754,14.144541951145435,0.023801236327916496,0.9887286327237768,0.22327942345942248,1.1410146951748772,grid
0.01333521432163324,14.279803909159293,0.022627169430556437,0.988070220146555,0.2240584947587715,1.139356840145515,grid
0.012589254117941668,14.396429674369543,0.021499116754197085,0.987454169291329,0.22409449984434104,1.1377602450518176,grid
0.011885022274370183,14.494126009650104,0.02042289287389801,0.9870665042013246,0.22494017299149616,1.1364895116561635,grid
0.01122018454301963,14.607372067473479,0.01939718410953153,0.9860829820493398,0.2249704075989486,1.13612452316022,grid
0.010592537251772886,14.761952378538599,0.018433126596219228,0.9844194998492963,0.2252577834592911,1.133951749234098,grid
1.0,5.7182962236046615,0.5972402732105784,0.9869029353648875,0.279117706860457,1.2325061262627952,gauss
0.9440608762859234,5.7994441069401885,0.5715349367069635,1.0034230879941484,0.26364453124759374,1.2554403378444214,gauss
0.8912509381337456,5.834536658707244,0.5467610139056274,1.0033793204738974,0.2524750714760653,1.263168299815752,gauss
0.841395141645195,5.843575959904704,0.5229739034681472,0.9946621113309879,0.2545861799879603,1.2523462163216421,gauss
0.7943282347242815,5.893483125833709,0.500202414309657,1.0010139765243218,0.24997268119043972,1.2592997542353743,gauss
0.7498942093324559,5.960113798880061,0.4784540227263143,1.0104105954121865,0.24205464583539196,1.2762837286968522,gauss
0.7079457843841379,6.01642967123551,0.4577196174281877,1.012978937018779,0.23096601680183457,1.290068288778935,gauss
0.6683439175686146,6.075114707300503,0.4379776112405619,1.0094760114696368,0.2231572506918051,1.2968585587354071,gauss
0.6309573444801932,6.129810860705286,0.4191973910599666,1.0076367981380399,0.2191977113194315,1.2927951227216647,gauss
0.5956621435290105,6.193661460847867,0.4013421359983836,1.0109171585576926,0.21416607206994698,1.2930868526473926,gauss
0.5623413251903491,6.274634369170221,0.38437106595640236,1.0170647523700875,0.21193104927010173,1.2969621784030603,gauss
0.5308844442309884,6.326939284563857,0.3682411970323365,1.0149775922237543,0.21324173062920596,1.286039915296907,gauss
0.5011872336272722,6.39094089736019,0.35290868264930253,1.0140801764025096,0.21335030243678862,1.2819169989971197,gauss
0.47315125896148047,6.4417103448010975,0.3383298148775434,1.010286162324704,0.21094022884406882,1.282211290686206,gauss
0.4466835921509631,6.484259938983037,0.32446175248765685,1.0047103368391972,0.21284744562802685,1.2696207482156945,gauss
0.4216965034285822,6.539617266745337,0.3112630329670547,1.0025389568629763,0.2171172213198318,1.2558690478153367,gauss
0.3981071705534972,6.643920598394718,0.29869391638513015,1.0068402971125305,0.2115447886560046,1.2600946774753743,gauss
0.37583740428844414,6.761286228150475,0.28671660032926466,1.0096851105201645,0.20999481249330856,1.262347511257279,gauss
0.35481338923357547,6.842156448908472,0.2752953374954453,1.0014006221772151,0.21097545437987403,1.2450883233695862,gauss
0.3349654391578276,6.895268798425311,0.26439648100801205,0.9993775486057807,0.20795938423840712,1.2407275657791772,gauss
0.31622776601683794,7.009837073419012,0.25398847713111317,1.0025179449111545,0.20878221970556163,1.2416715098178779,gauss
0.29853826189179594,7.114209069601916,0.2440418206180977,1.0073848197242905,0.21004669601301185,1.237881326907675,gauss
0.28183829312644537,7.2070150024991735,0.23452898439369566,1.0083617836718526,0.2104537891845626,1.2389791490987216,gauss
0.2660725059798809,7.279836478961417,0.22542433244190754,1.0050235413304454,0.21163955438405105,1.2329163979283966,gauss
0.25118864315095796,7.396905561356598,0.21670402255266297,1.0057094620086562,0.21227825228870523,1.2325033592723278,gauss
0.23713737056616552,7.505211115394888,0.20834590384935367,1.0058994995705486,0.20929561236348207,1.232606427754822,gauss
0.22387211385683395,7.580826728416622,0.20032941268044788,0.9985043928672007,0.21101555336512726,1.2252251475187799,gauss
0.21134890398366465,7.7044944704091085,0.1926354694306984,1.0050018038780195,0.2132532380576157,1.2261231104607744,gauss
0.19952623149688792,7.817991589303952,0.1852463780247809,1.00324332580994,0.21046148425996225,1.2251092148580809,gauss
