sampler,innovation_excess_kurtosis,marginal_excess_kurtosis,marginal_var,lag1_corr
grid_bp_score,2.85885800037629,0.39764305296018865,1.0648518835649083,0.82849282993905
gaussian_bp_score,0.11968338928120126,-0.032328717470477386,1.0513700524030254,0.8322138391438768
clean_prior_samples,2.7183378634824633,0.4929023560058776,0.9353751290481841,0.8371766750481802
