t,score_norm_mean,posterior_var_mean,x_var,sampler
0.7741140622028533,6.008225400475585,0.4903371628968196,1.0287387121896754,gauss
0.7208434242404262,6.052472750132818,0.4641146651974083,1.0304365200638868,gauss
0.671238603768575,6.092160941943797,0.4394259643485928,1.0277110145103239,gauss
0.6250473376572112,6.183206950135136,0.41621614548022245,1.0315680752618845,gauss
0.5820347222566258,6.282926387889468,0.39441511536714136,1.0363818452790463,gauss
0.5419820188053226,6.351539126341042,0.37394411289530344,1.0316149908807626,gauss
0.5046855410436797,6.447985765152197,0.35472048643335524,1.0350859860654973,gauss
0.4699556193764456,6.565409476148391,0.33666108358321195,1.0370321128636397,gauss
0.43761563631636446,6.666913442219125,0.3196845674836501,1.041475030399048,gauss
0.4075011283037231,6.731772821445784,0.3037129255434507,1.0347735191979148,gauss
0.37945894933415963,6.828290913271052,0.2886723852536876,1.0317948878439354,gauss
0.35334649214140285,6.9101043573276,0.27449390465495715,1.0237620921323227,gauss
0.3290309629742996,7.013070722404938,0.2611133649901249,1.0207680812180653,gauss
0.30638870628004045,7.155781715666865,0.24847156061410636,1.024852066198604,gauss
0.2853045758592918,7.268196493076796,0.2365140557783397,1.0200054216185648,gauss
0.2656713492952697,7.410799418717438,0.22519095842275139,1.0250564369319362,gauss
0.2473891826788606,7.543920984427931,0.21445664646660714,1.0266950541834452,gauss
0.23036510285681894,7.685268282212937,0.2042694712521884,1.0332311459726815,gauss
0.21451253462088993,7.816793239962653,0.19459145487702437,1.0351780681993952,gauss
0.19975086043340098,7.937429647864179,0.1853879924342976,1.0285820380596378,gauss
0.18600501045032372,8.01855298375276,0.17662756610406524,1.022765375748309,gauss
0.17320508075688767,8.13076338047277,0.1682814751680312,1.0198246448302077,gauss
0.16128597787430077,8.286042391760095,0.16032358403150238,1.0222611421906802,gauss
0.15018708772972866,8.467427723974707,0.15273008898461155,1.029729380340269,gauss
0.13985196740609712,8.587550334909677,0.1454793035412699,1.0323054017367748,gauss
0.1302280581041226,8.725016707291076,0.13855146162702364,1.0322470368692687,gauss
0.12126641785685273,8.881482594083307,0.131928537550291,1.0343844250014502,gauss
0.11292147263744916,9.063594776858437,0.12559408151603124,1.0382307942290305,gauss
0.10515078459448039,9.203468962377924,0.11953306937680817,1.0391249217847356,gauss
0.09791483623609769,9.407604958781972,0.11373176532760304,1.040576719197268,gauss
0.09117682946557,9.507215317006763,0.10817759631188079,1.035327836355195,gauss
0.08490249844618389,9.681663508144114,0.10285903699889257,1.0381890750099854,gauss
0.07905993534383969,9.834066617774592,0.09776550430272277,1.0384507916723762,gauss
0.07361942806116618,10.038253175558824,0.092887260532567,1.0388270640397599,gauss
0.06855330913795815,10.200619002620106,0.0882153243841341,1.0393958676943615,gauss
0.06383581504952553,10.338472565413722,0.08374138909871298,1.0423792978285191,gauss
0.0594429551874234,10.56628994793347,0.07945774722551413,1.0458318032393599,gauss
0.05535238985626912,10.711932318779379,0.07535722152152266,1.04478100706139,gauss
0.0515433166662051,10.888109249812196,0.0714331016092756,1.043386826902792,gauss
0.04799636474326144,10.990917379756452,0.06767908608534139,1.0448620973308251,gauss
0.0446934962196292,11.09335489616794,0.06408922983011228,1.0450784452468935,gauss
0.041617914502878155,11.244984228660195,0.060657896312688156,1.0454275974546072,gauss
0.03875397885762553,11.35960072427385,0.057379714713544756,1.0444566513721298,gauss
0.03608712486526497,11.418296059764607,0.05424954170328965,1.044606682284686,gauss
0.03360379035725719,11.491774494014475,0.05126242771951858,1.0434627258171079,gauss
0.031291346445318974,11.676807279466782,0.04841358757740675,1.0469017491157735,gauss
0.02913803329776803,11.817817426650949,0.045698375235301895,1.0470346776828037,gauss
0.0271329003354168,11.900728024342762,0.04311226251652611,1.0479757045559455,gauss
0.025265750542884245,12.01699042032186,0.040650821565194464,1.049648873528202,gauss
0.023527088612123073,12.135260983117968,0.03830971078940967,1.0494657054809362,gauss
0.021908072654448957,12.224690714531206,0.036084664021813324,1.0480740597701526,gauss
0.020400469235504887,12.317980110803939,0.03397148260699476,1.048184577844758,gauss
0.018996611504493357,12.432227094637605,0.031966030109154796,1.0494992548921054,gauss
0.01768936020474426,12.533056204220134,0.030064229322770454,1.0513171922931022,gauss
0.01647206736733942,12.636982274897019,0.028262061264448045,1.0512738883512542,gauss
0.015338542503159504,12.69235288327503,0.02655556582592995,1.0486970672711624,gauss
0.014283021121424164,12.753718080459178,0.024940843776174792,1.0482625603650164,gauss
0.013300135414628015,12.847323105141665,0.023414059814112608,1.0473573997371453,gauss
0.012384886960791977,12.949872861273539,0.021971446392341037,1.04893550754006,gauss
0.011532621304208346,13.008047862066414,0.020609308054787858,1.0493969620496373,gauss
0.010739004285411352,13.112656622185632,0.01932402605720424,1.051040433928787,gauss
