init,family,excess_kurtosis,rho,t,radius,rms_error,fitted_rate,fitted_rate_se,invariant_iters,rate_over_gaussian
n01_exact,laplace,3.0,0.95,0.2,2,0.1412488829412675,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,3,0.07955244338961148,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,4,0.05795316248363094,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,5,0.03566618734750383,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,6,0.024313283701418976,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,7,0.01493997834088714,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.2,8,0.009510707409097171,0.6395347281916638,0.005427539282630909,178,1.0230664671621432
n01_exact,laplace,3.0,0.95,0.4,1,0.3883529422139521,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,2,0.2662953800303798,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,3,0.18474460296794534,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,4,0.13985871500718322,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,5,0.0957232329311754,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,6,0.07132923801221283,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,7,0.058300965802324675,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.4,8,0.04094064217055705,0.7287674304692071,0.006307563689765836,178,0.99597323746346
n01_exact,laplace,3.0,0.95,0.8,1,0.5381064142349864,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,2,0.40095698595053786,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,3,0.33629346094268653,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,4,0.26897406429727755,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,5,0.23263296825691934,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,6,0.19673991783441647,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,7,0.17440870529570493,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,0.8,8,0.1350248736859967,0.8305711381782015,0.006506071211501332,178,1.0107243998272666
n01_exact,laplace,3.0,0.95,1.6,1,0.5263799740284507,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,2,0.4885583617506516,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,3,0.4246352131479314,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,4,0.3797903945854237,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,5,0.35087507556059,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,6,0.3222669088565385,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,7,0.28505917740097686,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
n01_exact,laplace,3.0,0.95,1.6,8,0.26082089421631355,0.9035900683413872,0.0023397396966823142,178,0.9974282469892672
invariant,laplace,3.0,0.95,0.05,1,0.07822684908375749,0.41168699818687415,0.0036503033273378176,178,1.0655828019317548
invariant,laplace,3.0,0.95,0.05,2,0.033456186762314134,0.41168699818687415,0.0036503033273378176,178,1.0655828019317548
invariant,laplace,3.0,0.95,0.05,3,0.012486695875679382,0.41168699818687415,0.0036503033273378176,178,1.0655828019317548
invariant,laplace,3.0,0.95,0.05,4,0.0049852115614060725,0.41168699818687415,0.0036503033273378176,178,1.0655828019317548
invariant,laplace,3.0,0.95,0.05,5,0.00206533512628056,0.41168699818687415,0.0036503033273378176,178,1.0655828019317548
