t,trial,alpha,delta,posterior_mean_mse,posterior_mean_rel_error,score_mse,score_rel_error,score_cosine,score_max_abs_error,identity_residual,grid_self_conv_rel_error,legacy_vs_analytic_max_abs_mean
0.05,2,0.951229424500714,0.09516258196404048,0.0048025515578074005,0.05994330621383652,0.47985514317785755,0.36333616207560937,0.9381456074042449,2.567255061887467,1.2542411382470764e-15,6.675860422127935e-06,0.00023316364392922395
0.05,3,0.951229424500714,0.09516258196404048,0.0035844686928884753,0.09958007418236746,0.3581483128580555,0.264780656631593,0.9643213266889984,1.9993729509599438,9.530816107915663e-16,1.2439163754770725e-05,2.402407085150271e-05
0.05,4,0.951229424500714,0.09516258196404048,0.001390759150411049,0.04828006052019147,0.13896007637054772,0.20151018802783816,0.9794923678580418,0.9720946236967756,1.2714635700556006e-15,1.0411442726849409e-05,9.656927240975222e-06
0.05,5,0.951229424500714,0.09516258196404048,0.001947436945371765,0.0683387558791719,0.19458148923607957,0.21888081180857086,0.975817581754091,1.0142938760530955,9.805592872124648e-16,1.1424100086548098e-05,7.722392449727167e-06
0.05,6,0.951229424500714,0.09516258196404048,0.0013945080422082072,0.05725880823584025,0.13933465329875575,0.2411196996036836,0.9799784493011331,0.8824096172608282,1.3038829530142157e-15,1.7783110643778592e-05,7.733427273226567e-06
0.05,7,0.951229424500714,0.09516258196404048,0.001422021432419595,0.057368204480875415,0.14208370068331327,0.19618992481186237,0.9849780988650741,0.838648055947016,1.4034908141084826e-15,9.229107979371097e-06,4.865508152707143e-06
0.05,8,0.951229424500714,0.09516258196404048,0.007328668852053559,0.06398701274221302,0.7322564680410867,0.47048164778274204,0.9104950735636829,2.9260538272259264,7.234383585494164e-16,1.0288006429345992e-05,0.0006053157884462479
0.05,9,0.951229424500714,0.09516258196404048,0.00131572128056255,0.04579670000001497,0.1314625394161809,0.22844773489151976,0.9756705925378817,1.0689377886776072,1.3070014669596114e-15,1.2062718792781742e-05,8.764762594370978e-06
0.05,10,0.951229424500714,0.09516258196404048,0.006031526427275342,0.0957333072983285,0.6026502667391691,0.38437460488545355,0.9430636714021933,2.1202451999014116,6.718204321807472e-16,1.1179046043022608e-05,0.00016104179893561277
0.05,11,0.951229424500714,0.09516258196404048,0.001702537760200564,0.048465942052303604,0.17011196878430562,0.22773518400487114,0.9790503943989214,0.9066621704830877,1.6921746102042398e-15,1.5383401694903423e-05,8.106372615612756e-06
0.05,12,0.951229424500714,0.09516258196404048,0.002001839232780608,0.05793488821326666,0.20001718671887597,0.22739867966954685,0.9821275772960816,1.1179460410501947,1.141774114908167e-15,1.0439125454762772e-05,1.0350711268092283e-05
0.05,13,0.951229424500714,0.09516258196404048,0.0011600450970067839,0.05435730292960787,0.11590788759196613,0.1762414686256791,0.9954877597557146,0.7750542998078123,1.4749256036374432e-15,1.3049505303656095e-05,2.8302279713177114e-06
0.05,14,0.951229424500714,0.09516258196404048,0.0013191188776883898,0.04771819945766996,0.13180201613718157,0.1668453614986351,0.9904928256102263,0.7369046707545874,1.5541165435563224e-15,8.493496461417325e-06,4.793124077417943e-06
0.05,15,0.951229424500714,0.09516258196404048,0.0009813853035069812,0.03970487130998275,0.09805678911690587,0.15306159701392447,0.9894515355911646,0.5367149576506656,1.9760060901016122e-15,1.1046913626327488e-05,2.9222679000628915e-05
0.05,16,0.951229424500714,0.09516258196404048,0.001626274963669378,0.08294468918129431,0.16249204118787527,0.21418934095434244,0.9859962089162262,0.8211885104299679,9.389891258454915e-16,1.2980877794780904e-05,2.075931642753215e-06
0.05,17,0.951229424500714,0.09516258196404048,0.0013103030397693238,0.04490288400388995,0.13092116663125397,0.2060531225538044,0.9893089223483064,0.7191161366404848,1.519890016721521e-15,1.3821071884370974e-05,8.173004924394434e-06
0.05,18,0.951229424500714,0.09516258196404048,0.0016132986718221513,0.04832134336067245,0.16119549282034215,0.20026088076586662,0.9820178629679912,0.8368776915323354,1.6358600389956701e-15,9.265037022213053e-06,2.047670989557826e-05
0.05,19,0.951229424500714,0.09516258196404048,0.0027118262450843813,0.05633967493493351,0.27095675193595165,0.2727519621333613,0.9625476092575129,1.524100863776173,1.4612632533482969e-15,1.0670994072354652e-05,5.1821941334573296e-05
0.05,20,0.951229424500714,0.09516258196404048,0.0016817788599735848,0.04691784435542441,0.16803780780534872,0.23818819264050844,0.9743221671142694,1.1580121031034791,1.1897569591436808e-15,1.4537417616217806e-05,8.888078532431898e-05
0.05,21,0.951229424500714,0.09516258196404048,0.0031772889114013727,0.044908347547719406,0.31746424939870865,0.31575557752245953,0.9558045390501426,1.7225574129824919,1.235453487628364e-15,7.342373355792449e-06,0.00011532418603443784
0.05,22,0.951229424500714,0.09516258196404048,0.0015787901772891084,0.07506903026294034,0.157747517637632,0.1845258016722066,0.9959071274770976,0.8537834398271871,1.0343846197509422e-15,9.353928583717736e-06,2.9580870517520452e-06
0.05,23,0.951229424500714,0.09516258196404048,0.001805370742910859,0.07143523846478116,0.18038670192311707,0.20593282242372923,0.9928498953724487,0.8577651042063046,7.080224681700179e-16,1.3332740363404329e-05,2.700696277502246e-06
0.05,24,0.951229424500714,0.09516258196404048,0.0017553431982410995,0.06407528126262022,0.17538811433454282,0.22748500985570191,0.9755012391949427,1.0246778758577326,1.321059812708827e-15,1.0629056288246946e-05,1.4968581813989967e-05
0.05,25,0.951229424500714,0.09516258196404048,0.003463490994186514,0.06419649725797497,0.34606061942401356,0.28757905176616244,0.9577592437620657,2.158801954133592,9.210914432758613e-16,7.487213283398321e-06,1.5609956367734767e-05
0.05,26,0.951229424500714,0.09516258196404048,0.0018737385980869645,0.07125433199838557,0.18721779296699384,0.21407182655828783,0.9795827648874622,1.19095036787447,1.1421231862263408e-15,1.3665982334309772e-05,1.5888349997938978e-05
0.05,27,0.951229424500714,0.09516258196404048,0.0015307641807493174,0.09148744588142674,0.152948918149742,0.19352941034591536,0.9896431924757514,0.8513490379657491,7.925474008108401e-16,1.0327879670920804e-05,3.943170407402774e-06
0.05,28,0.951229424500714,0.09516258196404048,0.004677114234735722,0.08265979028399435,0.467321858756464,0.36770092083643946,0.9299448730277646,2.459242568053628,5.614414193387851e-16,1.1229041846925277e-05,3.78668166420848e-05
0.05,29,0.951229424500714,0.09516258196404048,0.0023977237335701795,0.03177240421284159,0.23957266291141144,0.2519289165286254,0.9677833197532973,1.1483711372167138,2.7376303415145563e-15,8.872421830142191e-06,0.0005294137912468244
0.05,30,0.951229424500714,0.09516258196404048,0.003153261255719196,0.06857342071714675,0.31506348513437593,0.27548533532611147,0.9615487023700751,1.7115458250603388,1.0247138757870784e-15,1.0967463724623546e-05,2.930265045747449e-05
0.05,31,0.951229424500714,0.09516258196404048,0.0018823994575142035,0.05026801471685932,0.18808315753215782,0.27436286006710325,0.9662284996558453,0.8754518993477992,1.7003496015094208e-15,1.2930255478147955e-05,2.021783288763679e-05
0.05,32,0.951229424500714,0.09516258196404048,0.0017596781350359323,0.03936581958020529,0.175821246949844,0.21285163247913447,0.9774093500884679,1.149541135277779,1.68840900837898e-15,9.827059574986015e-06,9.823008174469905e-05
0.05,33,0.951229424500714,0.09516258196404048,0.0038594636296474354,0.06401456289703523,0.38562490174279895,0.29149441743371995,0.9575672379344747,2.126940927846593,1.1037226438571962e-15,6.822254601513887e-06,2.523104506457763e-05
0.05,34,0.951229424500714,0.09516258196404048,0.0028282583544529142,0.054550127982458944,0.2825902650464377,0.25261660936868424,0.9686750115341748,1.6603304785327273,1.0161636402056975e-15,9.053271120136729e-06,7.799136701014397e-05
0.05,35,0.951229424500714,0.09516258196404048,0.0016808740562260043,0.03789858693073381,0.16794740279321788,0.21994417588479012,0.979430323057994,0.8939118187338502,1.4251142359631917e-15,1.1480487705274381e-05,1.8839535278147856e-05
0.05,36,0.951229424500714,0.09516258196404048,0.001448918913606075,0.05793032331885024,0.1447712084654796,0.23094841908225386,0.9931465787072582,0.7630556361218019,1.1394935559053453e-15,1.5456656304533417e-05,1.2797572852552008e-06
0.05,37,0.951229424500714,0.09516258196404048,0.0015655105319291116,0.09787539877335184,0.15642065918564663,0.2552403396869451,0.9879392559444464,0.910232209990268,6.841078774290816e-16,2.7193173271111572e-05,1.7051922823752008e-06
0.05,38,0.951229424500714,0.09516258196404048,0.0035416474854344585,0.07889259584764535,0.3538697587630993,0.2710896783466933,0.9631232252586818,2.3686296077226334,8.006494307678167e-16,1.0117825207790169e-05,9.782949852935735e-06
0.05,39,0.951229424500714,0.09516258196404048,0.0023733621748648986,0.054473106898375805,0.23713853615611297,0.24302089811503022,0.9703884405608274,1.663571267613883,1.2411094710930132e-15,1.198456508164504e-05,3.454586706763685e-05
0.05,40,0.951229424500714,0.09516258196404048,0.002446215738004496,0.05906970511545105,0.2444178243741722,0.2665059443091127,0.9645118776617448,1.6662485098676392,1.1992260181409048e-15,1.1054556182911826e-05,1.8464575230636715e-05
0.05,41,0.951229424500714,0.09516258196404048,0.0034277355110532933,0.08464459464719243,0.34248804924506504,0.2748765112528425,0.9621849304962102,2.0282081457057943,7.813965926354623e-16,1.0728342272388798e-05,2.537171279803907e-05
0.05,42,0.951229424500714,0.09516258196404048,0.002502698940575838,0.07431998222022256,0.25006144005029196,0.24571666541269319,0.971171918771596,1.4063343812595024,1.08904962284015e-15,1.2303497030738062e-05,7.866753695556089e-06
0.05,43,0.951229424500714,0.09516258196404048,0.005876647161928969,0.0773606328391117,0.5871752403592345,0.4185817894165227,0.9099853475221301,3.129333065852268,1.1978897109792457e-15,1.0609219492033647e-05,0.0002760466805072914
0.05,44,0.951229424500714,0.09516258196404048,0.00175924025172324,0.040651005424136466,0.17577749509061294,0.21922723204544,0.9772992695887501,0.9800368314739647,1.4129916893007184e-15,9.764172369532229e-06,3.03671749248835e-05
0.05,45,0.951229424500714,0.09516258196404048,0.002101160579665264,0.049568297519263595,0.20994104876518227,0.2453979783190185,0.969473153062628,1.2516485067544854,1.3288374659207486e-15,1.2836318595910796e-05,4.535549203477096e-05
0.05,46,0.951229424500714,0.09516258196404048,0.0012251241556820568,0.03710595917131081,0.12241037291515564,0.1798524645812369,0.9863446988919538,0.7860029291495951,1.5904231978561338e-15,1.0593918046461978e-05,0.00010003890659082693
0.05,47,0.951229424500714,0.09516258196404048,0.0020393117804304852,0.054494992855042085,0.2037613203322964,0.2522091177515198,0.9680850895152964,1.4062484878486874,1.15655072038261e-15,1.5892665946485304e-05,3.976457991183846e-05
0.05,48,0.951229424500714,0.09516258196404048,0.00327063390051986,0.07181427639823129,0.3267909734492959,0.2952155144191584,0.9554487519533121,1.471800274976171,8.803181235482479e-16,1.0722516347402206e-05,0.00010603530624431201
0.05,49,0.951229424500714,0.09516258196404048,0.002524834364019413,0.05979657666208056,0.2522731386979726,0.2358574249901841,0.9721586075131097,1.3784354988301724,1.010673568956897e-15,1.1756194672558117e-05,8.451315189028641e-05
0.05,50,0.951229424500714,0.09516258196404048,0.0031827752048719502,0.04816460800292365,0.31801242178314854,0.252025792615544,0.9684436142911185,1.851517157516195,1.4821580667198964e-15,1.078996708171297e-05,0.00012384158865863526
0.05,51,0.951229424500714,0.09516258196404048,0.003264666247825123,0.06542442401017774,0.3261947052356598,0.27647944051892737,0.9617683817589489,1.638386089737518,8.179543827396054e-16,1.1502469464666231e-05,3.990755141691782e-05
0.05,52,0.951229424500714,0.09516258196404048,0.005048190527418757,0.08257669917338244,0.504398580455756,0.3225367951299236,0.949520859405208,2.6398927059532613,9.328434207979034e-16,1.0522743091431956e-05,0.00026548243091506496
0.05,53,0.951229424500714,0.09516258196404048,0.0026247638735231414,0.07652073133002692,0.262257766351298,0.2817939132513191,0.9613199771229259,1.205943813643617,9.468341678432293e-16,1.30214457467991e-05,1.214689932399482e-05
0.05,54,0.951229424500714,0.09516258196404048,0.0028753684183384864,0.05844006868313943,0.2872973475584783,0.2673954417378154,0.9636585818348382,1.8241847745001754,1.223129219777541e-15,1.2059731456134422e-05,0.00014213057999912238
0.05,55,0.951229424500714,0.09516258196404048,0.0018552882295212476,0.07512037799311026,0.18537429287267532,0.22864469111977911,0.979589848880752,1.206049386982377,9.51702471505112e-16,1.3305673201836769e-05,2.128167652104551e-06
0.05,56,0.951229424500714,0.09516258196404048,0.0020195591786470895,0.060907463727733584,0.2017877053814066,0.21246941867119362,0.9772263112585641,0.9794991050153643,1.3263683155636115e-15,1.1944870493176142e-05,3.108570802456967e-05
0.05,57,0.951229424500714,0.09516258196404048,0.002070972130952151,0.04001440097662703,0.2069247183405774,0.26296085719511786,0.9712292949666462,0.9622552635441508,1.6904243207955402e-15,1.3193145868982677e-05,7.370168966702728e-05
0.05,58,0.951229424500714,0.09516258196404048,0.0043473126294156315,0.06563190099289641,0.43436916795528263,0.2810055442531567,0.9634485554103643,1.910522017657216,1.0245256872033012e-15,8.365271644087846e-06,0.0001984367169833856
0.05,59,0.951229424500714,0.09516258196404048,0.0018470327396072754,0.05556308049265017,0.1845494314949287,0.20473300970406902,0.9792692690997067,1.1198861687066364,9.074560676679637e-16,7.040418860035854e-06,1.0978845991965747e-05
0.08,0,0.9231163463866358,0.14785621103378865,0.0041917061011684815,0.06647247241531831,0.16338965739664163,0.19552677995190174,0.9807721419595009,1.183650725647962,1.3315552000800538e-15,5.446114238502799e-06,0.00022745208420071883
0.08,1,0.9231163463866358,0.14785621103378865,0.003841033667360473,0.07262066743950807,0.14972070078673866,0.2289367803577688,0.9739348677366617,1.2608617281834709,1.1046002546302297e-15,7.860372231964437e-06,0.000104296712494234
0.08,2,0.9231163463866358,0.14785621103378865,0.0014856844647215465,0.04517163291256462,0.05791090067662391,0.1422487091137043,0.9963337226762509,0.5914199218066698,1.6605428548266108e-15,7.185420047907323e-06,1.2130697054524298e-05
0.08,3,0.9231163463866358,0.14785621103378865,0.0017076919585174723,0.04136190024225372,0.06656459143530843,0.14369410213369024,0.9901894518529003,0.707582418016383,1.7140973031387851e-15,5.654781525250198e-06,4.357354922390755e-05
0.08,4,0.9231163463866358,0.14785621103378865,0.0012950957748370808,0.054302716780109006,0.05048189206000905,0.1504950169830001,0.9920927880739531,0.4424972897859767,1.5118072622436826e-15,8.944175361239577e-06,1.7059676714503702e-05
0.08,5,0.9231163463866358,0.14785621103378865,0.004671176867665495,0.09760274526888149,0.18207907940736262,0.22791038516567486,0.9737984829097527,1.5603020432647723,8.860570073895202e-16,7.183258570808612e-06,0.0003728353851570887
0.08,6,0.9231163463866358,0.14785621103378865,0.0016589819197009234,0.03213605637783302,0.06466590952347447,0.18462290660062836,0.9842883355002091,0.57413797340121,2.032564022349224e-15,6.5099858747352955e-06,0.00013184831510848483
0.08,7,0.9231163463866358,0.14785621103378865,0.002216348500738809,0.06273751120455452,0.0863916537722735,0.16450477198716,0.9881102160008767,0.6272503043492836,1.1461975570382454e-15,6.059275869514304e-06,2.5502899466567364e-05
0.08,8,0.9231163463866358,0.14785621103378865,0.0037720855015976676,0.11721941034626215,0.14703315139510287,0.19683418844214162,0.9806899328834552,1.5349696481041768,6.998378575586037e-16,5.497881435085662e-06,7.864981198091314e-06
0.08,9,0.9231163463866358,0.14785621103378865,0.002289106873187427,0.04343232706641107,0.08922772225135968,0.15940775808047716,0.9877817911798161,0.8664266348719598,1.4078669553487334e-15,4.838790514456701e-06,7.77650082679493e-05
0.08,10,0.9231163463866358,0.14785621103378865,0.0016124060470471626,0.06692365879153077,0.06285041585760735,0.13779677430559242,0.9963956129665604,0.48773933069304753,1.0979103233589901e-15,5.883265620623616e-06,5.67377861337981e-06
0.08,11,0.9231163463866358,0.14785621103378865,0.0024909777189024243,0.0386728351821147,0.09709650110266081,0.16902975591966107,0.9856765525561272,0.7598034480879212,2.0404130139592e-15,5.099302325604262e-06,0.000298592519417884
0.08,12,0.9231163463866358,0.14785621103378865,0.002783647853874977,0.0533808187886775,0.10850457025857412,0.21515839328466171,0.9788751525127347,1.0109111071161576,1.5895225009858669e-15,6.531161027980028e-06,0.00018241328559476244
0.08,13,0.9231163463866358,0.14785621103378865,0.0014038371630028892,0.07719089344433563,0.05472055234019753,0.14509897111281891,0.9958712875938144,0.5196246125078798,1.2339458653647782e-15,7.553754766566905e-06,4.08044748154146e-06
0.08,14,0.9231163463866358,0.14785621103378865,0.014029342425141863,0.08381305883599105,0.5468535715576789,0.5175673774932489,0.921721904795733,2.556991805833405,8.089522924045065e-16,5.266377689182856e-06,0.002826485679400248
0.08,15,0.9231163463866358,0.14785621103378865,0.003142884221536274,0.061745634927953374,0.12250734278602562,0.23798942002365175,0.9712700030053288,1.2744233516602326,1.1398980211713263e-15,8.540024884553514e-06,0.0001357203636722648
0.08,16,0.9231163463866358,0.14785621103378865,0.0012362990031345757,0.04460279766325086,0.04819003663106502,0.13171728790209652,0.9943548560617014,0.5352045648186259,1.6799142858923815e-15,6.010522692026455e-06,1.5373680260388767e-05
0.08,17,0.9231163463866358,0.14785621103378865,0.0030488353010607754,0.054994533140986054,0.11884138421828819,0.21436606384595358,0.977069221782639,1.0700808672429525,1.0619938429657555e-15,4.516458200156124e-06,6.531795948805375e-05
0.08,18,0.9231163463866358,0.14785621103378865,0.005548065515702726,0.08591289754777395,0.21625956160716836,0.22380226802527572,0.975225970788372,1.6636207231915274,9.06889621805804e-16,3.843405298240906e-06,0.00034199249443411794
0.08,19,0.9231163463866358,0.14785621103378865,0.0019016869816105182,0.0653310807439024,0.07412637644475614,0.16869039870981417,0.992668958529113,0.6165898394878182,1.133246425081307e-15,7.515038009892362e-06,1.9535249665691978e-05
0.08,20,0.9231163463866358,0.14785621103378865,0.008646739966680288,0.051548964102537655,0.3370436396673683,0.2771798195649329,0.9638997478008763,2.286822715251744,1.083780574370507e-15,3.830379405544459e-06,0.0032830656181337403
0.08,21,0.9231163463866358,0.14785621103378865,0.0019529293173264194,0.07400737295888224,0.07612376544931698,0.1607803354919056,0.9948780241663537,0.6041116215477569,8.215392248886104e-16,7.20658540487303e-06,4.427316296691519e-06
0.08,22,0.9231163463866358,0.14785621103378865,0.0016723216955017643,0.0870908959365947,0.06518588428917656,0.1430858220434918,0.9953855933952208,0.5456266809109009,1.0287975751790696e-15,8.228289126593013e-06,7.838318862918303e-06
0.08,23,0.9231163463866358,0.14785621103378865,0.006133389494718806,0.057762824943100734,0.23907506491042158,0.27341835854168833,0.9619046324320639,1.7855050310039111,1.1551720997592284e-15,6.246384347027196e-06,0.004538969129963544
0.08,24,0.9231163463866358,0.14785621103378865,0.005817486865340149,0.05975581229799822,0.22676141000735278,0.27627242755225856,0.9664059753187663,1.7679232236093103,1.2587163810771305e-15,3.0410859937023613e-06,0.00021354378741889057
0.08,25,0.9231163463866358,0.14785621103378865,0.0018330527374601099,0.035234685851593776,0.07145106348942112,0.1571028741904245,0.9883023818021085,0.7258692199149455,1.908206797724333e-15,7.556332489804443e-06,0.00015806022074382753
0.08,26,0.9231163463866358,0.14785621103378865,0.00481089380209454,0.061515104077563845,0.18752514396864178,0.23739322001681387,0.974505062253411,1.4094460100880868,1.1710642937281586e-15,5.5009424732423e-06,0.0001939920191340594
0.08,27,0.9231163463866358,0.14785621103378865,0.0034357146304080364,0.07490161096808813,0.13392165930204716,0.18388403989209567,0.983100791408591,1.1833911111636475,1.0172627232071966e-15,4.913943182774121e-06,5.581590059744457e-05
0.08,28,0.9231163463866358,0.14785621103378865,0.007187767223877842,0.07234273908499632,0.280173942497741,0.2569263249098628,0.9750581804936169,1.47974636645767,1.0214124040639078e-15,5.39511659438455e-06,0.0016187234839883935
0.08,29,0.9231163463866358,0.14785621103378865,0.002210621616575655,0.06881287271207118,0.08616842398974955,0.18751371765532848,0.9859590546798571,0.7207351350274496,1.1458854998022827e-15,7.197271531342019e-06,2.047711018415832e-05
0.08,30,0.9231163463866358,0.14785621103378865,0.022114278042735448,0.15519481202835228,0.8619984860029634,0.5112844026836355,0.8923821975479324,4.480065392818668,5.861309228314951e-16,4.424787558769058e-06,0.0004643786541089767
0.08,31,0.9231163463866358,0.14785621103378865,0.0017046137874620628,0.04048552226131021,0.06644460656470617,0.13820716863408017,0.9921228664688646,0.5868428828103864,1.955457283246692e-15,5.601344341924226e-06,6.863349727370682e-05
0.08,32,0.9231163463866358,0.14785621103378865,0.004307302594494782,0.05058506592087295,0.1678955246938673,0.23010221047162477,0.9732799800244503,1.6111224905545067,1.398021805298937e-15,4.984547151049039e-06,0.00027514345992463163
0.08,33,0.9231163463866358,0.14785621103378865,0.0017638989492364608,0.04808138172209317,0.06875549908370286,0.169536220839973,0.9880372265115704,0.6060989763301252,1.2185414450351643e-15,7.607257530500957e-06,3.523214299638866e-05
0.08,34,0.9231163463866358,0.14785621103378865,0.0018950541072295108,0.04628399572349818,0.07386783182199133,0.18297981074318173,0.9863833460686661,0.6478086439472559,1.715032905111977e-15,8.843122975022292e-06,0.00026556291603130333
0.08,35,0.9231163463866358,0.14785621103378865,0.004313748300151526,0.06328784054089907,0.16814677361578995,0.20789647796648922,0.9816222533605847,1.1297788875738548,9.580469147481753e-16,4.722351821055012e-06,0.0004348386898000989
0.08,36,0.9231163463866358,0.14785621103378865,0.0016342202378160375,0.04201534595069517,0.06370071715977113,0.151311407923084,0.989588521933324,0.5503906352388772,1.5199948454441685e-15,7.477721031339018e-06,7.749577320215195e-05
0.08,37,0.9231163463866358,0.14785621103378865,0.0013859725848670813,0.044989186895173734,0.054024204067991244,0.13871525713210883,0.9927883005862284,0.48486346633900235,1.3231622256869568e-15,5.960661852205197e-06,3.72721974231105e-05
0.08,38,0.9231163463866358,0.14785621103378865,0.0014751035755755245,0.05234584050742297,0.057498465307636935,0.13430114243376254,0.9932763565642193,0.5944085168976003,1.3159717774742493e-15,4.855472943735445e-06,8.683750221338826e-06
0.08,39,0.9231163463866358,0.14785621103378865,0.0013731567355175878,0.041694967570409504,0.05352465157458599,0.15220544598142713,0.9911708479961974,0.605687076621872,1.5765021053998039e-15,6.439303363925735e-06,2.1341975440458683e-05
0.08,40,0.9231163463866358,0.14785621103378865,0.0017140312449015,0.04039775279737436,0.06681169221132344,0.1619765362332393,0.9894091536115989,0.6067943819829242,1.686875179012272e-15,6.3256601545559e-06,0.00011486515263037234
0.08,41,0.9231163463866358,0.14785621103378865,0.002437696577183494,0.07044109281145272,0.09501964092185472,0.2003703369561526,0.9798729310280787,1.130455529726696,9.46142826511517e-16,7.922820533669825e-06,8.210607139957915e-06
0.08,42,0.9231163463866358,0.14785621103378865,0.0020153958036503417,0.0680908082972899,0.07855866368714733,0.16538183318445843,0.9886926561668415,0.799640841737268,9.743570811200062e-16,8.072720028930293e-06,1.723297469496954e-05
0.08,43,0.9231163463866358,0.14785621103378865,0.01424450084756194,0.10022894611281404,0.5552402904918663,0.3825454288106213,0.9392587158318906,3.410168985553218,7.929998238914922e-16,5.85482363632158e-06,0.007886450276465728
0.08,44,0.9231163463866358,0.14785621103378865,0.0021185286939242355,0.05434150737917612,0.08257870879562466,0.1741728430287572,0.9851206416958431,0.8375402255358106,1.7123254450220804e-15,1.0458043074693569e-05,0.00010072453275178361
0.08,45,0.9231163463866358,0.14785621103378865,0.001487848870385754,0.039079100829025576,0.057995267636378925,0.13051276632195807,0.9952896412819592,0.583101697866101,1.4060949880111835e-15,4.8463831817308714e-06,3.086045877109811e-05
0.08,46,0.9231163463866358,0.14785621103378865,0.002302056365229345,0.03901849128783882,0.08973248403978748,0.17655732759136142,0.9846382928769513,0.581227641885364,1.659160891590569e-15,6.136848058451619e-06,0.00016440298071751513
0.08,47,0.9231163463866358,0.14785621103378865,0.0012937120976232199,0.05855724697949545,0.05042795732783467,0.13432239904600285,0.9931057103064683,0.49097615858083166,9.839611917494218e-16,7.63342920797893e-06,5.2283401641706195e-06
0.08,48,0.9231163463866358,0.14785621103378865,0.00681809462651901,0.040394022127740126,0.26576437332146974,0.2988191743904991,0.9558043134292141,2.0458094088418934,1.7021615365249896e-15,4.036334718150824e-06,0.005354501309011717
0.08,49,0.9231163463866358,0.14785621103378865,0.0010896472015361946,0.029728880007829646,0.042473655987612866,0.13422558104416601,0.9937997005452062,0.4495418931073214,1.9113376563896314e-15,8.434819886776524e-06,9.931630319504059e-05
0.08,50,0.9231163463866358,0.14785621103378865,0.002073360957989102,0.11069807721136987,0.08081810327565117,0.14090237403920922,0.9973991535359444,0.561720786476255,1.0177635225217141e-15,6.502872473807494e-06,1.8670942975473892e-05
0.08,51,0.9231163463866358,0.14785621103378865,0.004831994947496298,0.037042627702081665,0.18834765128061878,0.2540682343025334,0.9694693008028206,1.56101602579861,1.7205811569432991e-15,3.7706143548648364e-06,0.0032197959191795356
0.08,52,0.9231163463866358,0.14785621103378865,0.0016209984268587732,0.03325345527578179,0.06318534057793765,0.12579501025811557,0.9941801565760003,0.5299789516906612,1.8711041430432416e-15,3.801655570386032e-06,8.385160369717148e-05
0.08,53,0.9231163463866358,0.14785621103378865,0.0013346220533739543,0.07147953779561514,0.05202259767066804,0.1274745171612704,0.9939112258181217,0.4015295370949479,1.479341828147063e-15,6.440397821199902e-06,3.475283645304472e-06
0.08,54,0.9231163463866358,0.14785621103378865,0.0011219174910022942,0.04504914195126795,0.04373152841776405,0.12932503890537023,0.9926573026738076,0.4134851814831645,1.4571025454523601e-15,7.229602422509446e-06,1.5581632476280305e-05
0.08,55,0.9231163463866358,0.14785621103378865,0.0014843339494464297,0.07494902082421832,0.05785825857272049,0.13588713418806708,0.9969621972450402,0.6051050413564494,8.616290048499011e-16,9.621739598210305e-06,9.093037813601157e-06
0.08,56,0.9231163463866358,0.14785621103378865,0.0021156824232986355,0.05302604366768244,0.08246776323523689,0.1689864299192542,0.9879017731538825,0.6078381960714979,1.4041505350045396e-15,6.621022523944496e-06,4.7624691484449144e-05
0.08,57,0.9231163463866358,0.14785621103378865,0.0031001262237142944,0.07193130416670679,0.12084066710636573,0.22081748836151302,0.9753505709119139,1.4937403059239736,1.1341981968571678e-15,6.083353390024548e-06,7.725452083645612e-05
0.08,58,0.9231163463866358,0.14785621103378865,0.001446491983788938,0.060466583190810545,0.05638320625398332,0.12668967096184272,0.9934697065841981,0.5911269463801068,1.4170309672859356e-15,6.064135908953418e-06,3.9097142460864376e-05
0.08,59,0.9231163463866358,0.14785621103378865,0.005525790891930735,0.07157147228304761,0.21539131296117436,0.2568884994612206,0.9686705764368864,1.4807630563375687,9.138089516880067e-16,4.756279006444049e-06,0.0001224470543914613
0.12,0,0.8869204367171575,0.21337213893344653,0.0010515215954763246,0.03787471039640875,0.018168208244683216,0.0959631507594145,0.9963485239326715,0.26502920700163024,1.8034410964290785e-15,3.315543684701316e-06,3.44414930146808e-05
0.12,1,0.8869204367171575,0.21337213893344653,0.020276647956715195,0.07599800818202516,0.3503402727690597,0.4665517492394443,0.9124598430911827,2.594404513633396,1.031597898858895e-15,3.5255043134718798e-06,0.023343774791744654
0.12,2,0.8869204367171575,0.21337213893344653,0.0014529651127921483,0.08692793651095879,0.02510435625386236,0.09669747619863911,0.9969304239184337,0.4364264265922926,1.0202124326246124e-15,2.760506917809103e-06,8.441239461975947e-06
0.12,3,0.8869204367171575,0.21337213893344653,0.001932253412901964,0.06601110543301297,0.03338550776144585,0.12269837279867939,0.9926364457737212,0.7393957275145819,1.118820033576444e-15,5.372182359639853e-06,3.466089687798046e-05
0.12,4,0.8869204367171575,0.21337213893344653,0.005499223818256108,0.06084542338606278,0.09501568388516143,0.19595471536166342,0.9826311968710543,1.268314724824842,1.3093605202451055e-15,2.2289411952226595e-06,0.0006354940878794402
0.12,5,0.8869204367171575,0.21337213893344653,0.0014937411412738824,0.037815679131769545,0.025808885176553366,0.09842236441032025,0.9972582200743183,0.331478354559128,1.886739425984681e-15,2.6602672544839215e-06,6.797169876815445e-05
