t,trial,alpha,delta,posterior_mean_mse,posterior_mean_rel_error,score_mse,score_rel_error,score_cosine,score_max_abs_error,identity_residual,grid_self_conv_rel_error,legacy_vs_analytic_max_abs_mean
0.02,21,0.9801986733067553,0.03921056084767682,0.0019871080863975896,0.03519618693169717,1.2417769749045058,0.41757345537178947,0.9088555825641732,3.1729588229116614,1.4256663073207201e-15,2.172641683342688e-05,4.176122019883266e-05
0.02,22,0.9801986733067553,0.03921056084767682,0.0009507102508470158,0.04144913164264726,0.5941146872628129,0.29978887240469576,0.9540059728512291,2.3677740601821338,1.890055027853774e-15,2.823145502858543e-05,1.670331785996737e-06
0.02,23,0.9801986733067553,0.03921056084767682,0.001485761652922907,0.04289673642905886,0.9284772295101875,0.3760627877234266,0.9313017329608816,2.402439054479707,1.134852251775071e-15,2.242579357802787e-05,9.228640284797418e-06
0.02,24,0.9801986733067553,0.03921056084767682,0.0007909438654449891,0.06786089277753268,0.49427400918695463,0.2816406682699408,0.9796314938432631,1.6699506977739977,1.313418328451579e-15,3.277611536156563e-05,1.6814365601247605e-06
0.02,25,0.9801986733067553,0.03921056084767682,0.0008449575065894666,0.035940446631815066,0.5280280341255587,0.30039102897203557,0.971062416098708,1.5081002918364732,1.8674095646838717e-15,2.452158198836085e-05,7.08104560565026e-06
0.02,26,0.9801986733067553,0.03921056084767682,0.0006832329989420111,0.020049394812417982,0.42696369281010876,0.2703712083093906,0.9658456271122778,1.516121495461956,2.7811212099590553e-15,2.1829550367655954e-05,3.745817565903309e-05
0.02,27,0.9801986733067553,0.03921056084767682,0.0024332116477755175,0.04753322876275112,1.5205545284427615,0.5751010356731859,0.8445159458227388,4.311065844204664,1.6745322772720523e-15,4.172373717231076e-05,0.00014763904154535545
0.02,28,0.9801986733067553,0.03921056084767682,0.004204624836841704,0.053747955510340194,2.6275401656520416,0.6353973561326872,0.8089218236921126,6.0989230792332565,9.933234789515497e-16,3.845228583761545e-05,0.002344784193027305
0.02,29,0.9801986733067553,0.03921056084767682,0.0008800493257743024,0.040322893615546224,0.5499574970317473,0.3682543116095201,0.9351749752641693,1.453513001865086,1.890670895424829e-15,3.684100771854983e-05,2.622211507763428e-06
0.02,30,0.9801986733067553,0.03921056084767682,0.0023859791879952794,0.05756039363384613,1.4910381768035652,0.47771858824284763,0.8873790385477871,3.2792341286465967,1.4358131885539227e-15,4.471719402808295e-05,3.571667578738946e-05
0.02,31,0.9801986733067553,0.03921056084767682,0.0010499708261393393,0.03323525367967801,0.6561442757676014,0.39142851569057874,0.9220522732386576,2.1226252966833843,1.8832056000446816e-15,2.1862443381851492e-05,3.861656200543351e-05
0.02,32,0.9801986733067553,0.03921056084767682,0.004536553274808684,0.04119274108481506,2.8349677808909544,0.7878224725586545,0.7832998877403995,6.454457639053605,1.4130980707440435e-15,3.633829085306714e-05,0.023071283840537138
0.02,33,0.9801986733067553,0.03921056084767682,0.003264885788599852,0.049915848267851934,2.040281565823711,0.5629785096305733,0.8461188206013454,4.527381980853892,1.3396711307336416e-15,1.8884572542774673e-05,0.00015329296957311556
0.02,34,0.9801986733067553,0.03921056084767682,0.001231363021778191,0.04928089533702827,0.7694992832347864,0.3670339882260789,0.9329152105890871,2.394114932251438,1.5517799219280295e-15,2.718474158799273e-05,3.951509384747531e-05
0.02,35,0.9801986733067553,0.03921056084767682,0.0008869065493078837,0.034625491438344404,0.5542426903506525,0.2939329770714575,0.9618836630539874,1.4782161166283876,1.9746335914691146e-15,2.21409780755803e-05,3.094810243942092e-05
0.02,36,0.9801986733067553,0.03921056084767682,0.000860211263490307,0.031722185868603134,0.5375603611438616,0.3139683450095575,0.960834505176998,1.6263142940622743,1.8466355227712687e-15,3.686838519293308e-05,5.6601474729411905e-06
0.02,37,0.9801986733067553,0.03921056084767682,0.0016376840701483833,0.042526273536264564,1.0234160810874262,0.36891449373478485,0.9296760763933217,2.645605412185045,1.3267029376194317e-15,2.2328923180026677e-05,2.8847895154449077e-05
0.02,38,0.9801986733067553,0.03921056084767682,0.0017572990240599929,0.03227103651820058,1.0981654601667385,0.48998064797549457,0.8794163503721607,3.0099422462594925,2.2848992891011524e-15,3.0541218735841646e-05,4.4677052012387364e-05
0.02,39,0.9801986733067553,0.03921056084767682,0.001810712709845326,0.04181267229960288,1.1315445629981578,0.4903202165453063,0.9046182643744619,2.515468768022093,1.3933932719661074e-15,3.784130809394295e-05,5.4508891598858966e-05
0.02,40,0.9801986733067553,0.03921056084767682,0.0015437694112863947,0.0371424926843773,0.9647272448941969,0.42154952710328414,0.9207296072246782,1.8966726697540743,1.7940919018369214e-15,2.4114592260964227e-05,1.6711382492928806e-05
0.02,41,0.9801986733067553,0.03921056084767682,0.0030024413910032027,0.03640141000706977,1.8762756859427518,0.590187882424494,0.8281445099283773,3.8132267977380647,1.7302170830979288e-15,2.3997689449706477e-05,0.0009750286916063722
0.02,42,0.9801986733067553,0.03921056084767682,0.0011625386867840908,0.05101024487201081,0.7264898087659224,0.35136965442425705,0.9613882349060596,1.5846882138501897,1.4419638537495533e-15,3.4784118976154474e-05,2.1612791621938854e-06
0.02,43,0.9801986733067553,0.03921056084767682,0.0012371895385383136,0.04558415506557952,0.7731403707056397,0.32941094215474886,0.9492043900827944,1.9196797032119404,1.5758925682642776e-15,2.738160229493104e-05,2.4071588704543956e-06
0.02,44,0.9801986733067553,0.03921056084767682,0.0021593349786728994,0.04189934673195167,1.3494044314836553,0.539290478503722,0.8735322348371718,3.3970656160521613,1.4389312560464923e-15,2.962947264949614e-05,0.00016022114133384946
0.02,45,0.9801986733067553,0.03921056084767682,0.002556934753315602,0.03130028532351962,1.5978711599712891,0.6401013324810185,0.8461152643524891,4.2233063302639415,1.4706607167901865e-15,2.5329551046796075e-05,0.0010814988246621304
0.02,46,0.9801986733067553,0.03921056084767682,0.0018449153437922999,0.04432693779695708,1.1529183592235248,0.4240765498819717,0.9221668388583651,2.5880850990641813,1.5437812005475424e-15,2.2267544876306613e-05,3.621807798420695e-05
0.02,47,0.9801986733067553,0.03921056084767682,0.004888212126976686,0.07845515665116766,3.054725260935852,0.7007167882573488,0.8273823631282751,7.471701932996853,8.764396898080681e-16,1.5488990542248486e-05,0.0001380334520812987
0.02,48,0.9801986733067553,0.03921056084767682,0.0007466977361441877,0.024428803177535683,0.46662386525643973,0.3073635307464425,0.9516380827833437,1.6142427727907247,2.499316398938588e-15,2.0730398832971487e-05,0.00012657792279879843
0.02,49,0.9801986733067553,0.03921056084767682,0.00136206128291716,0.03469461195474405,0.8511748057961463,0.3490571535191444,0.9372404152434961,2.2309830817456335,2.372781074994135e-15,2.9628243899879556e-05,3.5569779333943785e-05
0.02,50,0.9801986733067553,0.03921056084767682,0.001155606617406517,0.03173489311184838,0.7221578430311755,0.33864463782045195,0.9426104999868247,2.6240254909389114,2.020738935958629e-15,2.0666701544267355e-05,6.5912140334578595e-06
0.02,51,0.9801986733067553,0.03921056084767682,0.001697611237945161,0.04761387186034029,1.0608655674292522,0.4758329325085385,0.8883720005939184,3.4829913961758594,1.4818254240164552e-15,3.70189650069139e-05,6.561830543372338e-06
0.02,52,0.9801986733067553,0.03921056084767682,0.0017808424353698068,0.04893296412227961,1.1128781304413748,0.46825150460886206,0.8909865230105889,3.884786755470708,1.548439854048776e-15,2.5153484939137252e-05,1.5933004136048368e-05
0.02,53,0.9801986733067553,0.03921056084767682,0.0010989558660043375,0.03647977641370752,0.6867558439231158,0.2959082833675163,0.970744850906792,1.6682365336331224,2.5969291520437137e-15,2.6295406159494212e-05,2.2918418780548677e-05
0.02,54,0.9801986733067553,0.03921056084767682,0.0009287560240241121,0.04019479825301142,0.5803951248710477,0.3322095091894315,0.9532519867842024,1.5675216905816796,2.056559610916153e-15,3.387054113151229e-05,3.2276923529472867e-06
0.02,55,0.9801986733067553,0.03921056084767682,0.0014589647289531434,0.025955577994406204,0.911731384927446,0.3646574220706071,0.9315552218479658,3.264830955134737,2.1156764819573398e-15,2.3303351185554467e-05,6.600683983293276e-05
0.02,56,0.9801986733067553,0.03921056084767682,0.0018918876590162872,0.03318855712953582,1.1822721421920437,0.49059827403734574,0.8823728234955062,3.670901481644626,1.9897827239791115e-15,2.3072996613308486e-05,8.804153075359089e-05
0.02,57,0.9801986733067553,0.03921056084767682,0.0016295678154796753,0.0349042314436309,1.018344098219934,0.4433984303070995,0.9026976315610006,2.681126106356889,2.4520410288179035e-15,2.5161248278942793e-05,7.312237293177759e-05
0.02,58,0.9801986733067553,0.03921056084767682,0.0017682274427184418,0.032450696759798926,1.1049948111995664,0.43452591117941186,0.9049608569228016,3.6270899030445167,2.0680880481533267e-15,2.226061649348739e-05,0.0002170602749820283
0.02,59,0.9801986733067553,0.03921056084767682,0.0016109327557958253,0.052774131364583816,1.006698738714943,0.4563922001201209,0.8997991268098362,3.7796675471110204,1.3160998943772784e-15,2.8770472678096266e-05,8.333487259370997e-06
0.05,0,0.951229424500714,0.09516258196404048,0.0013877725484644906,0.05058828149194386,0.13866166493499524,0.1807127526179723,0.9896416131571572,0.8219713791655032,1.4456717811552294e-15,1.0527921825912857e-05,6.6246294420091445e-06
0.05,1,0.951229424500714,0.09516258196404048,0.001367369987558141,0.04006074434244562,0.13662310820799956,0.18599095736318172,0.9887432667092496,0.844795350703702,1.780403089695736e-15,1.2309578170962572e-05,1.9114491534688582e-05
