n_chains,seed,arm,t,mse_vs_bayes_denoiser,rel_l2_vs_bayes_denoiser,denoising_risk,bayes_risk_floor,zero_predictor_ceiling,fraction_achievable_captured,score_reweighting,abs_score_error_implied
128,0,em_bp,0.1,2.8533001062174152e-05,0.005742604546353905,0.11613737532427601,0.11610132385187101,0.9786755113044341,0.9999582047864063,4.991676378648053,3.4129515039377463
128,0,mlp,0.1,0.0511699187183106,0.24318822770602913,0.16945827130325564,0.11610132385187101,0.9786755113044341,0.9381421931846077,4.991676378648053,144.5319141845183
128,0,cnn,0.1,0.003796128590700546,0.06623776070181474,0.11973412065782711,0.11610132385187101,0.9786755113044341,0.9957884239306015,4.991676378648053,39.36650402790859
128,0,em_bp,0.2,5.870438311365681e-05,0.008575153716761966,0.18599701328559798,0.18592437537246098,0.9786755113044341,0.9999083723632239,2.4834107844072584,2.435531757067726
128,0,mlp,0.2,0.0756516913511913,0.30783356404085677,0.2625637773564963,0.18592437537246098,0.9786755113044341,0.90332476547771,2.4834107844072584,87.43148471465003
128,0,cnn,0.2,0.005615599264100882,0.08386962549458557,0.19118199922726645,0.18592437537246098,0.9786755113044341,0.9933678759745649,2.4834107844072584,23.82081337459368
128,0,em_bp,0.4,0.00016715395768892303,0.01575965194539376,0.29713086374596387,0.2968461665193651,0.9786755113044341,0.9995824509039157,1.2172785608036423,2.014458267052158
128,0,mlp,0.4,0.09214767475913901,0.3700244998500899,0.3891602626598205,0.2968461665193651,0.9786755113044341,0.8646082090093156,1.2172785608036423,47.29792988561014
128,0,cnn,0.4,0.00731712334934181,0.1042697849955685,0.306260326465368,0.2968461665193651,0.9786755113044341,0.9861927914689994,1.2172785608036423,13.328157951449349
128,0,em_bp,0.8,0.0007725537888886846,0.040841576939706005,0.5010035336822987,0.501278353001867,0.9786755113044341,1.000575661825356,0.5629958698942408,2.002993509256196
128,0,mlp,0.8,0.06802314430550174,0.38323616924753995,0.5722453111651937,0.501278353001867,0.9786755113044341,0.8513460817076146,0.5629958698942408,18.795051930738627
128,0,cnn,0.8,0.008607258628833618,0.13632344901308882,0.5087092711684856,0.501278353001867,0.9786755113044341,0.9844345152932203,0.5629958698942408,6.685711081522223
128,0,em_bp,1.6,0.004001843138361147,0.15239639981369507,0.812346888291891,0.8098271190613228,0.9786755113044341,0.9850767354246396,0.21047598294396438,1.7042862758780732
128,0,mlp,1.6,0.03979842627108962,0.4805932052777794,0.8564976492273846,0.8098271190613228,0.9786755113044341,0.7235950573999861,0.21047598294396438,5.3745915588326625
128,0,cnn,1.6,0.01290559436478442,0.2736740896069497,0.8197857617156916,0.8098271190613228,0.9786755113044341,0.9410202103670007,0.21047598294396438,3.0605643935863887
128,1,em_bp,0.1,5.41688131880403e-05,0.007809320439396009,0.11526959971780203,0.1151917099716726,1.001213932110342,0.9999120905275475,4.991676378648053,4.702524330406015
128,1,mlp,0.1,0.052650777889695674,0.2434674904968132,0.16786036368374443,0.1151917099716726,1.001213932110342,0.9405560578549137,4.991676378648053,146.60837733695422
128,1,cnn,0.1,0.003879119530085353,0.06608534541850407,0.11954538639795098,0.1151917099716726,1.001213932110342,0.9950862672317975,4.991676378648053,39.7944926354996
128,1,em_bp,0.2,8.019026043196139e-05,0.009934623763888862,0.18480678656946742,0.1848496054036617,1.001213932110342,1.0000524506434119,2.4834107844072584,2.84655345881771
128,1,mlp,0.2,0.07778752169846698,0.3094180039048057,0.26069719945351033,0.1848496054036617,1.001213932110342,0.9070909989957209,2.4834107844072584,88.6570956453535
128,1,cnn,0.2,0.005830455347170353,0.08471139806952,0.190902992918564,0.1848496054036617,1.001213932110342,0.9925849436129548,2.4834107844072584,24.27223505459503
128,1,em_bp,0.4,0.0001351554608349756,0.013978895128967866,0.3003170078394468,0.3002314246770874,1.001213932110342,0.9998779097032353,1.2172785608036423,1.8114099192316815
128,1,mlp,0.4,0.09510780649323261,0.37082083772591323,0.39727680845864344,0.3002314246770874,1.001213932110342,0.8615580520876316,1.2172785608036423,48.05161906698679
128,1,cnn,0.4,0.0071617863491281976,0.101757570252293,0.3082987512604461,0.3002314246770874,1.001213932110342,0.9884914010010061,1.2172785608036423,13.185925669472267
128,1,em_bp,0.8,0.00041675669598889207,0.029360400511127153,0.5107709876163129,0.510840668039044,1.001213932110342,1.0001420967002823,0.5629958698942408,1.4711483591405012
128,1,mlp,0.8,0.07559193259501334,0.395419795151342,0.583648703997476,0.510840668039044,1.001213932110342,0.8515252741270045,0.5629958698942408,19.813121506571626
128,1,cnn,0.8,0.009091674691624104,0.13713320504668058,0.5189422183762984,0.510840668039044,1.001213932110342,0.9834788090402978,0.5629958698942408,6.871271715508253
128,1,em_bp,1.6,0.0017841341655449987,0.10117125246411258,0.8215417722819747,0.8206952777265254,1.001213932110342,0.9953107640961611,0.21047598294396438,1.1379580986933502
128,1,mlp,1.6,0.05149904157221404,0.5435543113452441,0.8745927251065404,0.8206952777265254,1.001213932110342,0.701430040213911,0.21047598294396438,6.113812131508565
128,1,cnn,1.6,0.014891829963883553,0.29229232100074143,0.8293496763011055,0.8206952777265254,1.001213932110342,0.9520581482056741,0.21047598294396438,3.287657370720557
128,2,em_bp,0.1,3.993682681984457e-05,0.00656493659354644,0.116450584144868,0.1164439881361284,1.054390253260474,0.999992967604878,4.991676378648053,4.037784796868896
128,2,mlp,0.1,0.04976231342309455,0.2317362844919617,0.16645769782253472,0.1164439881361284,1.054390253260474,0.9466774254069066,4.991676378648053,142.53012699686315
128,2,cnn,0.1,0.0034493074511747083,0.06101122031915499,0.12045853265274867,0.1164439881361284,1.054390253260474,0.9957198565995804,4.991676378648053,37.52514199227353
128,2,em_bp,0.2,5.449592761186388e-05,0.007900964094716079,0.1829660452978764,0.1829690953261397,1.054390253260474,1.0000035000622094,2.4834107844072584,2.3466080549497774
128,2,mlp,0.2,0.07738803720264315,0.2977384885469395,0.2603999642192032,0.1829690953261397,1.054390253260474,0.9111441486265838,2.4834107844072584,88.42914954645511
